K5T14.PV;K5T3.PV;K5TCV2I.PV;K5F6X.PV;K5T15.PV;K5P8.PV
365.4069;196.9779;40.03151;30.85916;117.6513;3.970794
365.4037;196.6504;40.03521;29.76538;118.3321;3.989456
365.4009;195.77;40.02323;29.06008;117.141;3.976684
365.4003;197.1792;40.02969;30.96153;117.68;3.968141
365.39;196.4533;40.01297;29.27733;116.9854;3.990503
365.3834;195.9792;40.02656;29.25861;117.731;3.940634
365.3769;195.744;40.02083;28.74426;117.104;3.973828
365.3659;196.1806;40.0251;29.22437;117.031;3.987663
365.3656;195.5996;40.02521;29.41006;117.8265;3.935035
365.3613;195.4319;40.01604;28.6659;118.43;3.939722
365.3469;196.9731;40.02672;30.69385;117.2265;3.997656
365.3441;196.5754;40.02297;29.70893;116.5469;3.983278
365.3409;196.0204;40.02901;29.41707;118.686;3.962019
365.3391;195.8967;40.00589;29.34274;117.7073;3.9616
365.3347;197.5169;40.035;30.7188;118.2208;3.991631
365.3319;197.269;40.02219;30.73502;119.1967;4.006975
365.3312;197.4042;40.0275;30.77023;117.2177;4.002572
365.3119;196.2262;40.02318;30.0623;117.894;3.944241
365.3094;195.2446;40.0174;29.07493;119.0342;3.995487
365.3025;197.4283;40.03526;30.90823;119.0723;4.006528
365.3;196.9877;40.01792;30.79918;116.7129;3.973037
365.2987;197.3046;40.03042;30.90194;118.2815;3.990722
365.2978;197.3194;40.03365;30.6604;118.4692;4.010737
365.2969;197.0827;40.02995;30.92461;117.6471;3.981391
365.2934;197.204;40.02859;31.00792;116.9965;3.991316
365.2928;196.7;40.02291;29.84398;118.3456;3.994609
365.2919;196.3231;40.01922;29.74236;116.9319;3.986588
365.2913;196.0338;40.02516;29.03048;117.1931;3.973241
365.2844;196.8154;40.01839;30.47763;114.0813;4.007281
365.2838;197.6358;40.03469;30.78265;118.4946;4.007263
365.2766;197.1573;40.02854;30.94465;117.6635;3.970788
365.26;195.6242;40.02807;28.76623;117.1344;3.972081
365.25;195.5306;40.02922;28.94963;117.5892;3.960084
365.2456;187.0237;40.25318;28.28993;124.5148;3.955891
365.2444;197.3342;40.01281;30.93997;117.144;4.005359
365.2406;197.5181;40.02682;30.88369;118.265;4.0155
365.2394;196.5142;40.02552;30.11306;118.499;3.980178
365.2344;195.6806;40.01339;28.84598;117.6304;3.957016
365.2288;197.2098;40.02318;30.55861;117.1677;3.966775
365.2247;196.2538;40.03974;30.55442;117.9504;3.977694
365.2234;195.8804;40.02542;28.82069;117.1233;3.971087
365.2166;197.1473;40.02432;30.97355;117.6996;3.981609
365.2153;195.4265;40.02531;28.90093;117.6363;3.955166
365.2131;197.1517;40.02896;30.81954;117.6575;3.972497
365.1941;197.1715;40.025;30.78323;118.1723;3.977394
365.1925;197.0115;40.01974;30.60218;117.2721;4.000616
365.1909;195.9602;40.01807;28.84109;117.6581;3.954697
365.1903;194.2725;22.31891;28.12939;118.2419;3.979362
365.1809;197.4527;40.03406;30.77596;118.5171;4.007219
365.1772;196.0496;40.01307;29.2416;117.0813;3.98631
365.1741;195.6675;40.0162;28.99068;119.16;4.007937
365.1697;195.7681;40.01917;29.12646;117.5858;3.953853
365.1669;197.0102;40.01307;30.66334;115.8162;4.009459
365.1641;197.2802;40.02005;30.70667;117.2758;4.002991
365.1584;196.8908;40.02177;31.31705;117.0223;3.962444
365.1578;195.5821;40.00984;28.76762;117.8238;3.962494
365.1563;196.5233;40.01516;29.49597;118.4069;3.987247
365.1534;196.571;40.0163;29.89862;117.3881;3.997222
365.1525;196.3746;40.02245;29.34724;118.6338;3.992253
365.1497;197.6481;40.03224;30.83165;118.6625;4.019628
365.149;196.9927;40.02432;30.87697;117.6369;3.979881
365.145;195.9058;40.0276;28.78974;117.0746;3.975063
365.1444;196.1233;40.02271;29.00805;117.1219;3.979156
365.1441;197.4817;40.02646;30.67053;118.1758;3.986706
365.1419;197.1998;40.01333;31.05745;116.8269;3.971513
365.14;197.2046;40.02578;30.80172;118.5729;4.000975
365.1356;197.449;40.02787;30.89266;118.8983;4.008541
365.1328;196.1827;40.02359;29.98929;118.6431;3.969347
365.1313;196.5027;40.02057;29.75865;116.9906;3.987831
365.1291;197.4544;40.03162;30.83429;117.5994;4.006063
365.1278;197.4381;40.03209;30.87836;118.4515;4.013031
365.1197;197.1054;40.00828;30.58272;113.5956;4.000244
365.1172;196.4281;40.00953;29.79445;117.0706;3.990403
365.1128;197.256;40.01286;30.74631;113.1594;4.006222
365.1103;197.0771;40.02333;30.8013;117.611;3.974075
365.11;195.7742;40.02385;28.95844;117.8988;3.944656
365.11;197.3488;40.02203;30.92115;118.2619;3.989559
365.1094;194.7279;40.01781;28.81488;118.8967;3.983522
365.1091;197.4604;40.02;30.81342;112.8115;4.008006
365.1056;195.7275;40.01151;28.81558;117.6346;3.956703
365.1056;197.6142;40.03203;30.75024;118.3812;4.016303
365.105;197.2179;40.02057;30.96954;116.9987;3.989006
365.1047;195.7696;40.01349;28.77403;117.6035;3.959553
365.1025;197.255;40.02625;30.58884;119.3467;4.006962
365.0984;197.1933;40.02839;30.84243;118.1704;3.971591
365.0978;195.8725;40.0162;29.08004;117.2356;3.973941
365.0953;195.5887;40.02495;29.08008;117.8754;3.958544
365.0944;197.5844;40.02984;30.79463;118.1192;4.012797
365.0872;195.7135;40.02917;28.94564;117.8375;3.95875
365.0841;197.2867;40.03162;30.8449;118.5879;4.003438
365.0831;186.9308;38.47828;28.56936;124.5171;3.961181
365.08;196.0098;40.0124;30.09422;116.9542;3.933284
365.0797;196.7596;40.97953;31.69571;117.5654;3.974872
365.0787;197.1921;40.02844;31.03296;117.7635;3.986313
365.0772;196.2935;40.01974;29.78366;117.1369;3.993562
365.0766;197.4312;40.02713;30.6916;118.1219;3.981097
365.075;197.2773;40.03094;30.86778;117.4577;3.969263
365.0744;196.2663;40.02625;30.37806;117.9456;3.9508
365.0734;195.8717;40.01599;29.17601;117.8288;3.961544
365.0681;196.9769;40.03297;31.37438;117.0292;3.963353
365.0638;195.7071;40.00927;28.80696;117.6787;3.956253
365.0634;197.235;40.02646;30.90284;119.0775;3.996125
365.0578;195.8835;40.00932;29.13078;117.7752;3.960009
365.0565;195.8065;40.02354;29.19217;119.1983;4.014609
365.0509;195.8996;40.01802;29.13391;117.8162;3.959487
365.0469;196.8017;40.02156;30.99587;117.0529;3.965237
365.0438;197.6577;40.02021;30.94285;118.2712;3.989206
365.0413;197.2771;40.01937;30.64595;118.5329;4.007318
365.041;197.0873;40.02781;30.78398;118.1394;3.973481
365.0406;195.9533;40.02052;30.07222;116.9465;3.936484
365.04;195.9677;40.02906;29.08294;117.7202;3.936459
365.04;197.41;40.0288;30.9976;117.0742;3.987434
365.0381;196.736;40.04031;30.66289;118.0806;3.965725
365.0381;197.3092;40.02557;30.69583;119.0163;4.008191
365.0363;195.6183;40.02411;28.67999;118.4292;3.944088
365.0341;197.365;40.01688;30.75721;118.6177;3.999788
365.0331;195.7221;40.02146;29.10976;117.6606;3.957369
365.0319;197.2567;40.0338;30.77672;117.5081;4.008728
365.0316;197.3904;40.02479;30.75619;118.4942;4.00421
365.03;197.8633;40.01323;30.75718;112.5462;4.009944
365.0266;195.611;40.03177;28.97605;117.5454;3.956469
365.025;196.6817;40.00911;29.59764;116.5523;3.981966
365.0244;197.6235;40.0261;31.24373;118.3381;4.015697
365.0231;197.1873;40.01469;30.77162;119.0596;3.995509
365.0206;197.3556;40.02922;30.87033;118.2681;3.997228
365.0203;197.3854;40.02276;30.89369;118.5071;4.014553
365.02;197.171;40.03198;30.94079;117.0096;3.991581
365.0191;196.409;40.0224;29.79437;117.03;3.990156
365.0109;195.9108;40.02911;30.58681;117.0004;3.940875
365.0044;196.5533;40.00818;29.35346;118.5221;3.990416
365.0028;196.4431;40.03386;28.94564;118.7456;3.983306
365.0013;197.1825;40.02526;30.8952;118.2631;4.000478
364.9994;195.525;40.02536;29.06039;117.7765;3.950041
364.9962;196.8435;40.02583;30.83152;117.1221;3.966128
364.9962;197.1017;40.03437;30.79275;117.6058;3.968803
364.9956;196.1892;40.02792;30.30415;118.0863;3.974375
364.9947;197.1373;40.02708;30.84838;118.5433;4.014019
364.9897;195.5154;40.01833;28.95752;117.5692;3.948488
364.9887;196.0177;40.01948;29.25498;119.2602;4.014422
364.9797;195.5121;40.02104;29.00433;117.5729;3.949131
364.9794;195.5719;40.03427;29.31163;117.8358;3.936925
364.9791;194.6144;22.32078;28.56925;124.231;4.019387
364.9788;196.4542;41.96448;31.63399;117.5373;3.975903
364.9778;197.1435;40.0288;30.76289;117.6669;4.009716
364.9756;196.8471;40.0213;30.63701;118.1427;3.970328
364.9753;200.0262;29.5726;30.50048;112.1646;4.020484
364.9734;196.4206;40.04641;30.07569;118.4633;3.980547
364.9709;197.2217;40.02443;30.86745;118.9837;3.993891
364.9706;197.2448;40.02969;30.67019;118.6921;3.999672
364.9688;197.516;40.02844;30.78918;118.0608;4.0153
364.9684;199.8177;29.58271;30.57831;112.1904;4.017747
364.9678;195.8023;40.03062;28.9611;118.1181;3.9495
364.9591;197.2727;40.02787;30.89787;117.2119;4.004085
364.9534;197.2196;40.01912;31.01087;118.5356;4.00874
364.9513;195.9125;40.02302;29.13409;117.2658;3.97095
364.9512;196.4244;40.03011;30.56859;117.8371;3.973022
364.9444;197.3319;40.02662;30.72426;118.6142;4.013419
364.9425;197.2683;40.02328;30.9202;118.6333;4.004206
364.9419;197.2152;40.03479;30.68825;118.5794;3.999463
364.9413;195.5504;40.02385;29.15005;117.9517;3.95595
364.9391;197.5065;40.02505;30.81546;118.2848;3.993053
364.9378;197.49;40.0237;30.80533;118.8894;3.996794
364.9331;197.2854;40.02385;30.93345;118.4992;4.013653
364.9315;197.2548;40.03125;30.82982;118.6185;4.001016
364.9278;196.929;40.02318;31.04921;117.8904;3.982637
364.9216;197.2765;40.02302;30.77777;117.406;4.002687
364.9088;195.7038;40.01807;29.04417;117.7175;3.948466
364.9078;196.3021;40.03219;30.09995;118.2348;3.973372
364.9028;197.6163;40.02646;30.90731;119.0977;4.008919
364.8972;195.7358;40.0287;29.15685;117.805;3.955659
364.895;197.59;40.02474;30.97023;118.8037;4.019778
364.8875;197.4227;40.02599;30.73612;118.7685;3.995319
364.8872;196.5827;40.03245;31.66879;117.5788;3.971594
364.8869;195.9592;40.0211;30.05984;116.9502;3.940444
364.8844;196.8581;40.01963;29.87657;118.4158;3.994591
364.8838;196.3792;40.02453;29.66551;117.2577;3.993613
364.8838;195.8248;40.02193;29.05628;118.1702;3.951384
364.8838;196.2702;40.01073;29.80822;118.8119;3.968947
364.8825;197.2181;40.0213;30.7683;118.3894;4.003575
364.8822;197.4708;40.03719;30.74407;118.9935;4.00771
364.8819;199.8387;29.57568;30.61727;112.2054;4.016225
364.8813;195.9731;40.01781;28.99678;117.7154;3.938028
364.8803;196.3708;40.03146;30.11565;118.3873;3.981031
364.8788;196.7735;40.02719;30.84123;117.0319;3.963653
364.8725;197.4446;40.02729;30.80032;118.4433;4.004841
364.8719;199.9327;30.40094;30.75948;112.1383;4.002738
364.8716;195.6998;40.02896;28.67538;118.4548;3.945894
364.8709;196.4619;40.0199;29.7005;116.5619;3.979903
364.8706;196.3417;40.02474;30.41445;117.9894;3.953606
364.8684;195.4917;40.01781;28.95743;118.4571;3.957678
364.8612;196.0825;40.01865;29.93367;119.1073;3.968122
364.8575;195.766;40.02417;29.08897;117.7527;3.937291
364.8572;199.8344;33.61922;30.79891;112.1212;4.001206
364.8556;195.484;40.01698;29.11874;117.7008;3.955856
364.8547;195.7925;40.02099;29.07216;118.2925;3.95515
364.8541;197.36;40.02224;31.01447;118.8196;4.010853
364.8525;198.4283;40.02485;30.70052;112.3317;4.006872
364.8506;194.29;40.02391;28.51761;118.7592;3.969319
364.8369;196.1996;40.02104;31.08205;117.1325;3.947106
364.835;197.069;40.02521;30.76756;117.5844;3.966178
364.8328;196.4175;40.01422;29.60858;117.3969;3.996328
364.8325;197.1146;40.00834;30.59599;117.3083;3.998172
364.8325;195.805;40.03838;29.70225;118.9081;3.993284
364.8322;195.7406;40.02474;29.05811;117.911;3.95705
364.8303;196.9708;40.01937;30.67719;116.9694;3.965338
364.8303;196.8687;40.03406;31.19693;117.0569;3.960303
364.83;196.0465;40.03016;30.73385;117.0369;3.9402
364.8294;197.2567;40.02953;31.01848;116.891;3.968278
364.8272;196.3279;40.02198;30.13572;118.3302;3.980219
364.8269;195.9002;40.0162;29.13637;118.1829;3.953556
364.8156;196.4192;40.02646;30.15753;118.3835;3.978353
364.8128;194.1158;22.32073;27.64925;120.215;3.971175
364.81;195.6725;40.02609;29.03472;117.8681;3.948422
364.8087;196.6256;40.01495;29.79911;117.4704;3.995888
364.8087;197.3492;40.02734;30.98241;118.5106;4.006897
364.8084;196.0683;40.01932;29.84893;118.9869;3.968466
364.8081;196.7477;40.01854;30.46504;118.0558;3.95935
364.8069;197.029;40.01672;30.60687;118.5167;4.000566
364.8056;197.2206;40.02359;30.61032;118.5604;4.010687
364.8053;197.2244;40.02724;30.29981;116.0908;3.999228
364.8;186.7202;38.33844;28.526;124.4821;3.952878
364.7997;197.2017;40.02474;30.969;118.2802;4.000744
364.7984;195.8146;40.02589;29.07397;118.0233;3.953309
364.7966;197.2092;40.00906;30.73157;117.796;4.013712
364.7931;197.0231;40.01776;30.75362;116.8223;3.974878
364.7913;197.2312;40.02708;30.8427;117.92;4.0143
364.7903;197.3294;40.01823;30.96501;118.5579;4.00655
364.785;195.7787;40.02307;29.06037;117.3517;3.968194
364.785;195.6152;40.02302;29.18664;117.7458;3.956572
364.7822;197.3821;40.01812;30.7111;119.0104;4.008428
364.7794;196.464;40.02354;31.62195;117.475;3.966759
364.7784;195.7329;40.01604;29.08258;117.7929;3.932241
364.7784;197.1742;40.02187;30.99239;117.1096;3.991472
364.7778;197.3004;40.03094;30.60587;119.5148;4.008525
364.7766;195.7985;40.02359;29.13105;117.8135;3.932884
364.7644;196.464;40.03677;31.22825;117.2337;3.9561
364.7603;195.6058;40.0199;28.87537;118.5871;3.953503
364.7603;196.366;40.03099;30.46846;117.6702;3.969063
364.76;197.0865;40.03411;30.9056;117.2721;4.004109
364.7547;196.8746;40.02636;30.89636;118.0877;3.986031
364.7453;196.1246;40.01547;29.21928;118.8006;3.959984
364.7437;199.5492;40.01984;30.7049;112.1792;4.007241
364.7416;195.9808;40.02875;30.06363;117.0352;3.940959
364.7362;196.1996;40.02734;28.84423;118.841;3.974931
364.7359;197.0746;40.02839;31.06707;117.1369;3.967384
364.7316;197.069;40.02787;30.98812;117.0965;3.961859
364.7306;197.3085;40.02287;30.87736;118.5306;4.005553
364.7284;195.6923;40.01818;28.85694;117.5194;3.964612
364.7275;195.5904;40.02641;29.15914;117.6665;3.952235
364.7269;199.959;29.57448;30.71483;112.1465;4.007519
364.7263;199.8531;29.58833;30.69109;112.2033;4.012375
364.7213;196.9375;40.0112;29.95669;116.3523;3.993356
364.7209;196.9435;40.02245;30.9935;117.9594;3.981531
364.7153;199.9263;29.56969;30.70353;112.1169;4.006209
364.7141;197.4773;40.02573;30.98668;119.1777;4.007669
364.7128;195.6456;40.02208;29.13223;118.2929;3.953819
364.7122;197.2273;40.02432;30.84928;118.3213;3.998441
364.7087;197.1604;40.03463;30.79085;118.9694;3.995828
364.7081;195.6704;40.02287;29.02161;118.0952;3.948784
364.6981;195.7185;40.01885;29.13244;117.6156;3.948747
364.6963;196.1371;40.03026;28.98433;119.2794;4.01185
364.6931;197.0375;40.03021;31.02033;118.0375;3.985369
364.6922;197.2098;40.02927;30.74285;119.0052;4.026875
364.6922;195.7927;40.03016;30.05028;117.1117;3.941803
364.6894;196.4619;40.03318;31.5392;117.3698;3.957088
364.6847;199.7663;34.31875;30.70649;112.1148;3.99835
364.6822;195.7827;40.01859;29.24098;118.1944;3.951053
364.6822;195.6927;40.0313;29.0422;117.8358;3.940997
364.6775;196.9731;40.01511;30.2502;118.5123;3.995213
364.6772;199.7787;29.57875;30.53104;112.1579;4.021334
364.6744;197.5508;40.02422;31.03794;118.9015;4.017547
364.6737;197.015;40.02615;30.86327;118.1327;3.984231
364.6722;197.2421;40.0187;30.67967;118.6937;4.011372
364.6712;196.6208;40.00401;29.68413;117.4848;3.992475
364.6669;197.1371;40.03031;30.83923;116.945;3.969041
364.6588;197.4556;40.02656;30.92826;118.9671;4.021831
364.6575;199.6523;27.76698;30.76058;112.1275;4.02285
364.6556;197.385;40.01427;31.0103;118.259;4.0009
364.6525;197.0644;40.01771;30.95887;117.04;3.978119
364.6522;196.2292;40.02818;30.82945;117.0896;3.937313
364.6516;195.7762;40.02349;29.02682;118.0219;3.946369
364.6509;194.0465;40.01427;28.09085;118.6754;3.958866
364.65;197.23;40.025;30.85585;116.8908;3.970138
364.6462;197.3742;40.02021;31.01393;118.0238;3.983469
364.6444;197.3279;40.02875;31.16998;118.346;4.015475
364.6441;199.8096;36.87953;30.71536;112.1267;4.002128
364.6422;196.7698;40.01281;29.82727;116.4967;3.984469
364.6419;197.9156;23.61193;31.43442;113.5827;4.006419
364.631;196.1819;40.03099;30.13813;117.4858;3.958888
364.6269;197.0387;40.03109;30.80682;116.9492;3.970178
364.6269;196.0858;40.03552;29.30789;118.7806;3.986312
364.6253;199.8171;27.89766;30.72982;112.1529;4.022847
364.6228;197.0585;40.02937;30.93045;117.0896;3.978972
364.6222;197.3112;40.02589;30.83734;118.96;4.012163
364.6222;196.7821;40.01828;29.99825;118.4548;3.996009
364.6162;195.6744;40.0251;29.09123;117.7773;3.945719
364.6122;197.2504;40.02813;30.87289;118.5298;4.007668
364.61;197.2375;40.02016;30.91115;118.5065;4.006769
364.6094;195.7154;40.02104;29.16761;117.7063;3.945216
364.6081;195.4994;40.01437;28.91632;118.6888;3.955662
364.6081;197.4404;40.02542;31.03175;118.0167;3.985922
364.6078;195.876;40.02578;28.96974;119.2546;4.0107
364.5969;196.0715;40.03984;30.04195;117.2208;3.949394
364.5856;197.1992;40.02802;30.97635;118.0033;3.985209
364.5853;195.4833;40.02365;29.02896;117.785;3.933784
364.5831;197.434;40.01906;30.70609;119.0073;4.005731
364.5825;195.6392;40.01406;29.00014;118.1023;3.951525
364.5759;197.4423;40.02797;30.75446;119.115;4.023619
364.5706;195.9048;40.0176;29.83171;119.1852;3.968353
364.5663;197.0525;40.03151;30.79167;118.1252;3.983091
364.5659;195.7658;40.02833;29.0555;119.009;4.001812
364.5638;197.9604;23.61724;30.76988;113.9777;3.996881
364.5628;197.0815;40.03885;30.84837;118.1358;3.985153
364.5581;195.6158;40.01542;28.96193;117.4127;3.965119
364.5537;197.6617;23.63083;31.08054;113.5121;4.002788
364.5525;197.7125;40.03036;31.10533;118.9533;4.015934
364.5522;196.1204;40.02833;30.11942;117.3569;3.951062
364.5515;195.8135;40.02594;29.18785;117.655;3.947375
364.5497;197.3035;40.03614;31.05389;118.7931;4.010116
364.5484;197.094;40.02687;30.7428;117.291;3.997491
364.5469;195.6873;40.03026;29.24571;118.205;3.954228
364.5434;197.2706;40.0375;30.82558;118.9794;4.010528
364.5397;197.4742;40.02636;30.90443;119.1269;4.021153
364.5397;197.471;40.03761;30.9834;118.8421;4.020856
364.5344;195.6144;40.00906;29.19135;118.225;3.954338
364.5284;197.4823;40.03386;30.84257;118.8696;4.016069
364.5241;197.199;40.02859;30.86558;118.0619;3.985475
364.5228;195.6675;40.02708;28.86208;117.4473;3.961628
364.5206;199.6142;27.76083;30.61911;112.1144;4.019135
364.5122;197.1854;40.0238;31.1248;118.1133;3.986528
364.5113;197.5171;40.0288;30.98367;119.3179;4.007515
364.5106;193.8979;40.0238;27.69565;118.6458;3.947941
364.5034;197.199;40.02687;30.48447;118.5115;4.012297
364.5016;197.4523;40.03;30.8074;119.1506;4.023737
364.5;197.0021;40.015;30.79924;117.2871;3.998041
364.4987;197.2085;40.02505;30.71264;118.7173;4.010488
364.494;197.0554;40.02;30.79435;117.2906;4.003981
364.4866;197.2123;40.01792;30.61781;119.5319;4.007041
364.4847;195.5633;40.02891;29.18229;118.2144;3.956238
364.4841;197.1533;40.02708;31.05969;118.0315;3.984603
364.4788;196.1071;40.02927;29.20045;118.7127;3.983091
364.4713;195.6898;40.01437;28.89093;118.4679;3.948903
364.4547;197.4873;40.02625;30.87003;119.1602;4.018644
364.4416;186.1042;34.94068;28.65841;124.1106;3.929916
364.4388;197.4352;40.02682;30.99899;119.3756;4.007288
364.4388;197.006;40.02063;30.79468;118.9208;3.992941
364.4381;195.6954;40.02698;29.02186;118.1183;3.945056
364.4362;195.8808;40.01531;29.12501;118.8927;3.955891
364.4344;197.2538;40.03036;31.00824;118.0375;3.986606
364.4297;197.0638;40.02839;30.78071;118.8142;3.991178
364.4147;186.109;34.94614;28.73712;124.1554;3.928412
364.4119;195.7625;40.04115;28.96366;119.1592;4.005244
364.4066;186.6015;38.35036;28.47121;124.4762;3.956181
364.405;195.7998;40.0176;29.3008;118.2675;3.958491
364.4;195.7646;40.01932;28.92063;118.8988;3.969934
364.3947;197.5014;40.01484;30.95016;119.0217;4.018163
364.3894;186.0831;34.93583;28.77482;123.9898;3.940512
364.3875;196.9467;40.03083;30.86612;118.6521;3.99025
364.3653;197.3704;40.0312;30.99258;118.7865;4.014306
364.3634;197.2327;40.03557;30.96121;118.3873;4.015734
364.3616;195.7585;40.02083;29.1182;118.2015;3.948059
364.3394;197.1808;40.02396;30.69839;119.5527;4.007638
364.325;197.5152;40.01724;30.87738;119.509;4.004715
364.3216;186.5471;38.33729;28.3931;124.385;3.955153
364.3197;196.0175;40.03583;29.32347;118.6565;3.975925
364.3163;195.7856;40.02052;29.36594;118.2346;3.954484
364.3163;197.0835;40.02516;31.07002;118.1906;3.982016
364.3156;195.8931;40.02458;29.24818;118.3021;3.959384
364.3119;199.4219;27.54437;30.59105;112.0617;4.014688
364.2994;197.6521;23.61354;30.57759;113.4508;3.996822
364.2978;197.2635;40.0363;30.64834;118.414;4.016378
364.2966;197.8919;23.62839;31.55595;113.691;4.005485
364.2934;186.3096;37.61151;28.82529;124.2556;3.950703
364.2916;195.8371;40.03016;29.84933;119.26;3.965919
364.2866;197.2388;40.02917;30.77671;118.7613;4.007531
364.2797;194.1202;22.32484;28.24759;117.9225;3.977606
364.2784;195.7981;40.03057;29.32926;118.6912;3.973156
364.2737;197.1135;40.02214;30.93318;118.6096;3.988494
