K5T3.PV;K5TCV2I.PV;K5L2.PV
203.9758;14.97865;293.1541
195.6962;14.76776;293.1538
200.3988;15.70719;293.1534
195.6979;14.77333;293.1534
196.6825;13.25203;293.1534
203.6627;17.515;293.1534
201.4869;11.37047;293.1531
200.9742;11.36484;293.1531
201.1619;11.37156;293.1531
205.0204;10.35911;293.1528
199.3613;15.70479;293.1521
195.8467;14.77036;293.1512
203.9225;17.48719;293.1508
200.7865;11.38667;293.1505
199.5744;15.70807;293.1501
201.5783;11.36297;293.1501
199.2585;14.26589;293.1492
204.1154;11.18609;293.1488
200.3567;15.7162;293.1485
199.5352;15.70245;293.1485
200.9235;11.36172;293.1482
196.8535;13.25271;293.1479
197.4192;13.26042;293.1475
195.196;14.7737;293.1459
203.0127;15.39771;293.1456
199.2073;14.23052;293.1452
203.9781;11.18255;293.1443
199.5148;15.70875;293.1436
195.7958;14.76344;293.1436
199.335;14.25193;293.1436
200.7554;11.35724;293.1423
200.7333;15.71089;293.1416
195.78;14.76865;293.1413
200.8533;11.38917;293.1413
203.959;11.18922;293.141
199.1673;14.25484;293.141
199.4167;15.7051;293.1407
204.2192;10.34276;293.1403
204.199;11.19302;293.14
204.596;10.35807;293.14
205.1277;10.35323;293.14
199.7427;15.71635;293.1393
199.7456;15.71885;293.139
199.5115;15.71182;293.1387
199.5865;15.69766;293.1387
199.3944;15.71474;293.1383
203.5392;17.50385;293.1383
196.1842;13.23865;293.138
200.854;15.70464;293.1377
199.8933;15.72057;293.1374
200.8206;14.23875;293.1374
199.5971;15.71599;293.137
195.731;14.77656;293.1367
199.054;14.26688;293.1364
201.2652;11.36531;293.1364
203.7142;10.34896;293.1357
203.5208;17.49755;293.1357
204.2485;11.17797;293.1351
199.8715;15.70901;293.1347
204.9265;10.35417;293.1344
198.71;14.26552;293.1344
199.3635;15.70964;293.1341
199.416;14.27016;293.1341
198.1594;14.24323;293.1338
198.2035;14.27411;293.1334
195.8242;14.77193;293.1331
196.4319;13.24172;293.1328
200.4875;15.70219;293.1321
195.8117;14.78109;293.1321
199.1537;14.26953;293.1318
196.7058;13.23443;293.1318
195.8554;14.77422;293.1314
199.9835;15.69964;293.1311
201.0798;11.39724;293.1305
198.0123;14.25745;293.1282
196.9306;13.24958;293.1282
200.8073;11.3875;293.1282
197.6956;14.24063;293.1275
199.2908;15.70198;293.1272
199.3758;14.24578;293.1269
203.4983;17.50042;293.1269
195.7015;14.77469;293.1265
199.5133;14.2613;293.1265
195.4008;14.7637;293.1262
204.1627;11.1712;293.1255
199.5685;15.71927;293.1255
203.5369;11.17891;293.1252
196.5731;13.24099;293.1249
199.6198;15.69953;293.1246
195.5363;14.78307;293.1246
196.4052;14.77047;293.1239
201.1062;11.36953;293.1236
199.7025;15.70464;293.1233
196.6944;13.2425;293.1233
203.9429;17.51312;293.1233
203.1794;13.21339;293.1226
203.8454;11.17427;293.1226
195.7735;14.75521;293.1226
203.911;17.50463;293.1219
203.9848;11.18396;293.1216
199.6656;15.70219;293.1213
196.1069;14.76693;293.1213
204.9433;10.35917;293.1209
201.0871;11.37927;293.1209
204.1546;11.19807;293.1206
195.9165;14.76307;293.1206
199.5219;14.25375;293.1206
200.7902;15.71156;293.1203
203.5533;17.50568;293.1203
203.6265;13.20521;293.12
200.2596;15.70365;293.1196
199.4542;14.25245;293.1196
200.6652;14.25203;293.1196
196.4873;13.25266;293.1196
201.3515;11.36354;293.119
195.5883;14.77172;293.1187
198.8435;14.25193;293.1183
203.7192;11.17891;293.118
199.4765;15.7012;293.118
200.4646;11.37854;293.1177
197.0737;13.24797;293.117
199.5521;15.70542;293.1164
195.7421;14.77729;293.1164
200.925;11.37792;293.1164
203.691;17.49453;293.1164
195.6646;14.78042;293.116
196.8302;13.24438;293.1157
203.5792;17.49214;293.1157
195.3679;14.76385;293.1154
195.8737;14.76411;293.1154
203.5931;11.1899;293.1151
199.4831;15.7188;293.1144
195.886;14.76427;293.1144
203.9408;11.19115;293.1131
199.35;15.71229;293.1131
201.1273;11.37062;293.1131
199.2558;14.25885;293.1124
204.106;11.19396;293.1121
200.731;15.70766;293.1121
200.4175;11.3825;293.1118
195.4417;14.75745;293.1115
199.5765;14.25667;293.1115
203.3829;13.2001;293.1108
195.8642;14.77807;293.1101
200.6785;11.37042;293.1101
199.794;15.71042;293.1095
196.0587;14.76516;293.1091
199.4133;15.69213;293.1088
196.561;13.2601;293.1085
204.9544;10.36255;293.1082
205.0044;10.34599;293.1082
199.7377;15.71734;293.1082
203.5538;11.18219;293.1078
199.4612;15.69693;293.1072
200.3317;14.24203;293.1068
195.8948;14.75214;293.1065
198.9771;14.26323;293.1065
199.6087;14.26359;293.1062
201.4706;11.38245;293.1062
200.6256;15.69974;293.1059
195.7873;14.77578;293.1059
200.7108;14.24948;293.1059
197.0163;13.26292;293.1052
195.5815;14.76844;293.1049
199.404;15.72328;293.1046
195.6467;14.77167;293.1046
201.2002;11.3676;293.1046
203.6606;11.17125;293.1042
199.2838;14.25234;293.1036
199.3875;15.70969;293.1019
195.9683;14.77276;293.101
195.7729;14.76078;293.101
197.1331;13.26109;293.1003
195.934;14.78661;293.0996
199.6846;14.24854;293.0996
201.4798;11.34875;293.0996
196.414;13.25385;293.0993
199.5806;14.25125;293.099
203.8687;11.18599;293.0986
201.4906;11.36849;293.0986
199.5385;15.70922;293.0983
199.615;15.71469;293.098
196.0704;14.76776;293.0977
202.9654;15.49693;293.0977
204.3869;10.35708;293.0973
199.7496;15.71036;293.0973
195.6631;14.7701;293.0973
199.3915;14.24885;293.0963
199.4983;15.70781;293.096
201.3327;11.35651;293.096
198.916;14.23167;293.0947
199.4235;15.71776;293.0944
199.405;15.72;293.0944
198.6706;14.77052;293.0941
200.5042;14.24667;293.0937
195.6952;14.77297;293.093
201.1031;11.35943;293.093
200.5231;15.70625;293.0927
195.6325;14.76948;293.0924
204.0108;11.18844;293.0917
199.7502;15.69953;293.0914
195.8094;14.77589;293.0914
195.895;14.7588;293.0901
200.8852;11.37818;293.0898
195.8387;14.77516;293.0891
199.4446;14.27063;293.0891
200.9385;11.37984;293.0888
200.0331;15.68615;293.0881
197.1683;14.76583;293.0881
201.2217;11.36453;293.0875
204.9035;10.34719;293.0868
200.7894;11.37245;293.0868
203.7565;17.5076;293.0868
195.4929;14.76078;293.0865
203.4783;17.48885;293.0865
203.6671;11.19146;293.0862
199.4919;15.70875;293.0858
200.4956;15.70839;293.0855
195.5967;14.77427;293.0852
199.129;14.25724;293.0852
197.7513;14.25802;293.0849
200.3827;15.71005;293.0845
195.5681;14.76667;293.0845
201.0625;11.35411;293.0845
199.4256;14.24167;293.0839
199.3719;15.68656;293.0836
200.4915;15.71375;293.0829
199.2521;15.7251;293.0829
204.6615;10.3538;293.0826
195.5981;14.7713;293.0826
204.1569;17.49214;293.0826
199.8006;15.71224;293.0816
199.6019;15.71495;293.0816
196.4404;13.23969;293.0816
201.0181;11.38099;293.0816
203.7352;17.49495;293.0816
203.466;17.52365;293.0816
200.4133;15.70604;293.0809
198.3479;13.31875;293.0806
199.2308;15.70734;293.0806
199.1898;14.23547;293.0806
203.6296;11.17896;293.0803
200.1719;15.70172;293.0803
199.1554;14.24417;293.0803
200.8204;11.385;293.0803
203.9669;11.17891;293.0799
195.8358;14.78266;293.0799
196.0565;14.76573;293.0789
195.9223;14.77411;293.0789
204.8625;10.35662;293.0783
199.1687;15.71422;293.0783
203.8885;11.17521;293.0776
200.2185;15.70234;293.0776
195.89;14.76031;293.0773
200.1229;15.71438;293.0767
199.4869;14.27224;293.0767
203.5983;17.50203;293.0767
195.5929;14.7674;293.0763
203.9281;11.1787;293.076
195.8875;14.7663;293.0753
196;14.74187;293.0747
196.9046;13.25276;293.074
198.8121;14.25901;293.0737
200.7396;15.70354;293.0734
203.7079;17.50661;293.0734
200.0075;15.70807;293.0731
199.7146;15.70432;293.073
199.5469;14.25141;293.0724
200.7398;11.37974;293.0714
195.6865;14.76036;293.0711
199.6444;14.25328;293.0711
200.3292;14.24667;293.0711
196.5602;13.24724;293.0707
195.6148;14.78198;293.0701
200.0921;14.25151;293.0701
200.7229;14.25021;293.0701
200.9808;11.38229;293.0701
205.12;10.36328;293.0688
203.1121;17.50636;293.0688
199.7254;15.71266;293.0685
195.5906;14.76313;293.0685
199.594;14.22661;293.0685
196.6525;13.24859;293.0681
203.5765;17.50318;293.0678
201.5319;14.23302;293.0675
203.6429;11.17016;293.0671
195.94;14.75813;293.0668
199.2219;14.24552;293.0668
198.166;14.26182;293.0668
204.4858;13.98589;293.0662
199.1381;15.7001;293.0662
199.4521;14.2388;293.0662
200.9394;11.36047;293.0658
199.3321;14.25818;293.0655
200.9829;11.36385;293.0655
205.0233;10.35531;293.0648
195.729;14.76922;293.0648
196.0042;14.76062;293.0645
201.2312;11.35417;293.0639
201.1748;11.36151;293.0638
201.094;11.38083;293.0629
201.32;11.35526;293.0629
201.4021;11.35578;293.0629
196.6306;13.26099;293.0619
200.9033;11.42266;293.0619
201.1727;11.35068;293.0609
196.1358;14.77906;293.0602
195.5275;14.76151;293.0599
197.9844;14.75958;293.0593
199.5046;15.7062;293.0589
199.6237;14.26151;293.0589
199.5444;15.70187;293.0586
201.1958;11.39776;293.0576
203.809;17.5075;293.0576
203.2527;13.19443;293.0563
199.7063;15.69917;293.056
203.6225;11.19724;293.0553
197.1385;13.25151;293.055
203.8175;17.5025;293.0547
203.9337;11.19016;293.0544
199.7165;15.7051;293.0544
203.9848;17.505;293.054
199.9198;15.70505;293.0533
199.6317;15.70813;293.0524
200.3565;15.70479;293.0511
200.8104;14.25984;293.0511
199.8852;15.70755;293.0507
196.7967;13.24167;293.0507
199.5633;14.27281;293.0501
203.1177;13.19135;293.0494
195.7067;14.7637;293.0494
203.7921;11.18135;293.0491
196.0802;14.78203;293.0491
203.9194;17.5001;293.0491
199.4719;14.26281;293.0484
203.4154;17.50193;293.0484
195.7435;14.75875;293.0481
200.7067;11.38828;293.0481
199.3577;14.26417;293.0478
195.8471;14.76932;293.0475
199.355;15.69901;293.0471
195.8779;14.75969;293.0471
198.8333;14.2325;293.0471
196.7365;14.76437;293.0468
199.1315;14.76036;293.0465
201.379;14.24125;293.0465
196.4479;13.23708;293.0465
201.5862;11.35943;293.0465
199.2185;15.70693;293.0461
203.2346;17.50292;293.0461
196.6987;13.2537;293.0455
199.7833;15.71411;293.0452
195.8844;14.76979;293.0452
201.1529;11.38083;293.0452
199.5163;15.70526;293.0448
198.2337;14.2549;293.0448
197.4977;13.25365;293.0448
201.2767;11.35714;293.0448
199.0529;14.26583;293.0442
203.565;17.49948;293.0442
200.0719;15.69979;293.0439
199.5;15.705;293.0439
196.5638;13.25693;293.0435
195.5817;14.77245;293.0425
201.4306;11.35578;293.0425
195.7681;14.78599;293.0419
195.9365;14.76333;293.0419
199.451;14.23656;293.0419
203.8692;17.51682;293.0419
195.694;14.76047;293.0409
195.7973;14.76292;293.0406
199.4075;15.7001;293.0402
199.3531;14.25438;293.0402
201.5521;11.36964;293.0402
204.2183;11.19766;293.0392
195.6442;14.77948;293.0392
200.529;15.70651;293.0386
200.8873;11.35589;293.0379
197.1787;13.26281;293.0373
199.7975;14.24052;293.0366
198.7196;14.24156;293.0366
200.7915;11.37536;293.0366
201.0783;11.37292;293.0366
199.4523;15.70469;293.0363
200.6406;11.38901;293.0363
200.9375;11.35276;293.0359
200.5433;15.70406;293.035
200.9321;11.37531;293.035
203.9558;17.50255;293.035
199.7754;15.7126;293.0347
195.5608;14.77531;293.0347
198.3117;14.26688;293.0346
203.7677;11.17661;293.0343
199.2777;14.27177;293.0343
197.375;13.2526;293.0343
199.3996;15.71474;293.034
199.2915;15.71458;293.0337
199.9069;15.68698;293.0337
199.3992;14.23802;293.0327
195.4817;14.77297;293.0323
203.954;11.17208;293.031
199.7552;15.71453;293.031
195.8454;14.78083;293.031
198.8235;14.26859;293.031
199.3085;14.24245;293.031
200.9581;11.38937;293.031
203.8862;17.50297;293.0307
199.2681;14.24766;293.0304
199.3915;15.7088;293.0301
200.5488;14.24469;293.0297
195.8442;14.76062;293.0294
196.8635;13.23021;293.0291
203.7227;14.98021;293.0287
199.6281;15.70177;293.0284
200.1923;15.70818;293.0281
199.4073;15.70583;293.0281
195.9312;14.77292;293.0281
200.001;15.70219;293.0278
199.4473;15.71854;293.0278
199.4794;14.25531;293.0274
200.719;11.37901;293.0274
201.2479;11.37328;293.0271
195.9956;14.76333;293.0268
199.4142;15.71089;293.0265
195.876;14.77432;293.0265
197.1402;13.26406;293.0265
200.9888;11.37714;293.0258
201.0231;11.38688;293.0258
199.5258;15.70776;293.0255
195.5773;14.75562;293.0255
199.9529;15.72557;293.0251
196.0919;14.77141;293.0248
203.905;17.51151;293.0248
195.865;14.76406;293.0245
199.4273;14.25406;293.0242
199.369;14.26161;293.0238
200.67;11.37521;293.0238
199.2173;14.25167;293.0232
203.8942;11.18417;293.0229
203.9156;11.18089;293.0225
203.7127;11.18052;293.0222
204.1065;11.17104;293.0222
200.3504;15.70432;293.0222
200.8683;14.24953;293.0215
203.8435;11.17917;293.0212
196.7371;13.24187;293.0212
199.3575;14.25688;293.0205
200.8396;11.37839;293.0199
195.829;14.78219;293.0192
198.0371;14.25401;293.0192
196.845;13.2474;293.0192
200.5973;15.71078;293.0189
196.8581;13.25437;293.0189
204.0121;17.51021;293.0189
203.6671;11.19036;293.0186
204.0071;11.17422;293.0186
195.9281;14.77891;293.0182
195.7896;14.77219;293.0179
200.7406;15.70594;293.0176
200.9869;11.36089;293.0166
195.6325;14.77307;293.0163
204.6042;17.48109;293.0163
195.7592;14.76766;293.016
203.4931;13.19219;293.0156
203.7773;11.17667;293.0156
203.4263;11.18865;293.0153
200.8521;11.37839;293.0153
199.4937;15.71172;293.015
197.7504;14.25349;293.015
200.1329;14.24927;293.0146
199.5967;15.71245;293.0137
200.4406;14.25349;293.0136
203.4452;17.51443;293.0136
204.605;10.36687;293.013
199.9927;15.69979;293.013
203.9804;11.18182;293.0127
199.4238;15.71844;293.012
198.141;14.77208;293.012
204.6702;10.35172;293.0117
200.3715;15.71047;293.0114
199.4608;15.70109;293.0114
199.4683;15.70151;293.0114
195.4865;14.7625;293.0114
199.4787;15.69552;293.0107
198.8087;14.26333;293.0107
198.8344;14.26599;293.0094
203.2096;17.50427;293.0094
195.834;14.77885;293.0091
200.235;15.7025;293.0087
200.4456;15.70875;293.0087
199.6748;15.6999;293.0087
199.3971;14.24917;293.0087
204.7115;10.35312;293.0084
200.1637;15.70141;293.0084
203.1492;14.97297;293.0084
203.2346;17.51531;293.0084
199.5671;15.69521;293.0081
195.8873;14.78182;293.0081
203.31;17.50255;293.0081
203.3288;13.20484;293.0071
195.9348;14.76328;293.0068
195.5094;14.77802;293.0048
198.9306;14.23396;293.0048
199.7486;15.71115;293.0045
199.376;15.70125;293.0028
198.9927;14.24063;293.0022
200.845;15.71635;293.0019
203.8469;10.35818;293.0015
199.4602;14.24609;293.0015
199.6842;15.69995;293.0012
195.4704;14.77854;293.0012
199.5196;14.25161;293.0012
199.8792;14.2351;293.0012
195.5727;14.79031;293.0009
199.6081;15.71161;292.9999
197.8748;14.24266;292.9999
203.8477;30.7576;292.9995
200.5519;15.7076;292.9995
201.3942;11.35594;292.9995
201.3181;14.24156;292.9989
203.3544;17.49182;292.9989
195.8608;14.7675;292.9986
196.9337;13.24771;292.9986
203.7733;17.50542;292.9986
195.8769;14.76885;292.9982
197.2227;13.25807;292.9982
203.9238;17.51432;292.9982
199.3152;15.71016;292.9979
199.6935;15.70516;292.9979
199.8987;14.26281;292.9976
204.589;10.36187;292.9973
199.5721;15.70849;292.9969
204.1752;10.34589;292.9966
203.701;17.50146;292.9966
199.5502;15.70531;292.9963
199.4079;14.25927;292.9963
199.54;15.71318;292.9962
201.0329;14.23594;292.9959
197.4369;13.24911;292.9956
203.429;17.51281;292.9956
200.651;15.71542;292.9953
195.5892;14.76266;292.995
200.1054;15.70703;292.9946
195.5112;14.77953;292.9946
199.6579;15.69094;292.9943
195.8387;14.78187;292.994
198.8256;14.23182;292.994
203.2937;17.50349;292.994
199.7079;15.7024;292.9933
195.7238;14.7776;292.993
204.3002;11.17292;292.9923
200.319;15.705;292.9923
199.4148;15.72068;292.9913
201.3379;11.37526;292.9913
195.714;14.75651;292.991
199.3904;15.70495;292.9904
196.3508;13.24063;292.9904
203.0663;17.49141;292.9904
199.6444;15.71281;292.99
199.6773;15.70474;292.989
195.3735;14.76964;292.9887
195.9685;14.77729;292.9887
199.5235;15.71974;292.9884
203.4735;17.50323;292.9884
195.846;14.76396;292.9877
197.0298;13.26016;292.9874
204.2462;11.17495;292.9868
195.68;14.76927;292.9864
203.4538;17.50599;292.9864
203.8227;10.35583;292.9861
199.36;14.25885;292.9858
199.3804;15.71359;292.9857
196.4733;14.77563;292.9851
199.3998;14.26062;292.9841
196.0015;14.75422;292.9838
204.1208;17.49661;292.9828
199.1696;14.24849;292.9825
199.6698;15.71344;292.9821
198.5808;14.26156;292.9818
204.1046;11.18427;292.9815
199.5944;15.69781;292.9815
196.6483;13.23677;292.9808
200.6008;15.7012;292.9805
199.6133;14.26661;292.9805
199.0758;14.23875;292.9799
199.8744;15.72411;292.9795
199.2544;14.2575;292.9795
200.9185;11.3837;292.9795
196.7156;13.25714;292.9789
203.7619;17.49813;292.9772
199.5912;15.71922;292.9769
201.0565;11.37276;292.9759
201.1304;11.37083;292.9759
199.2475;14.25536;292.9756
199.2902;14.24167;292.9756
199.6952;14.23615;292.9749
204.8229;10.34901;292.9746
201.1279;11.37089;292.9746
197.0598;13.25578;292.9733
195.75;14.7676;292.973
203.9881;17.50359;292.973
203.5971;13.20833;292.972
204.8129;10.34536;292.972
195.9398;14.76432;292.972
196.0396;14.75656;292.972
203.3615;30.75016;292.971
195.9673;14.77031;292.9703
203.669;17.51469;292.97
196.0858;14.7726;292.9697
203.8873;11.18047;292.9694
196.1704;14.76422;292.969
199.8656;14.26578;292.9687
203.5123;17.49557;292.9687
201.0246;11.36812;292.9684
203.7819;17.50943;292.9684
204.4204;11.19162;292.968
204.766;10.35807;292.9677
195.6102;14.76802;292.9677
198.9725;14.27469;292.9677
195.6056;14.77135;292.9674
203.9656;11.17698;292.9671
197.8352;14.22208;292.9671
203.6608;17.50245;292.9671
195.9346;14.75771;292.9664
198.3133;14.24151;292.9664
204.9556;10.36391;292.9654
195.7858;14.765;292.9654
202.4035;28.35234;292.9641
197.0058;13.24078;292.9638
199.4723;14.2551;292.9634
197.126;13.23573;292.9634
200.8579;11.38932;292.9631
200.6379;15.70521;292.9628
200.9823;11.35812;292.9628
195.8613;14.76719;292.9618
200.9483;11.35953;292.9615
199.9394;15.70536;292.9605
199.4552;14.24266;292.9605
199.3719;15.69885;292.9602
200.8687;11.37073;292.9602
196.7762;13.24885;292.9595
204.6487;10.37313;292.9589
199.5765;15.72078;292.9589
199.4342;15.70833;292.9569
196.015;14.76406;292.9562
195.6421;14.77297;292.9562
200.7731;15.70276;292.9559
200.7304;11.37766;292.9559
200.9473;11.37432;292.9559
203.9031;11.18057;292.9556
203.4221;17.51609;292.9556
199.4458;15.70786;292.9549
198.2108;14.26505;292.9549
201.4088;11.36219;292.9549
203.1129;17.5074;292.9549
200.6473;15.71161;292.9546
199.4273;15.70594;292.9543
199.6979;15.70292;292.9543
203.4565;13.19;292.9539
200.9288;11.36906;292.9526
199.2296;15.70807;292.9523
199.7079;15.71203;292.9523
195.6002;14.76896;292.9523
195.6521;14.76875;292.952
197.7183;14.23974;292.952
199.6692;15.7074;292.9516
196.7315;13.25203;292.9516
200.7021;11.36953;292.9516
201.0192;11.3737;292.9513
198.751;14.26557;292.951
203.9715;17.49865;292.951
199.4804;15.70823;292.9507
197.1325;13.25208;292.9507
200.8173;11.37568;292.9503
199.9494;15.70266;292.9497
200.5148;15.71292;292.9493
200.3702;15.70516;292.9484
199.634;15.71391;292.948
200.0427;15.70047;292.9477
199.7231;15.71396;292.9477
199.2975;15.71021;292.9477
200.9979;11.36432;292.9477
196.8698;13.24458;292.9474
201.0508;11.37646;292.9474
204.0696;17.51156;292.9474
197.9744;14.27365;292.9471
201.0871;11.39542;292.9471
195.5623;14.75625;292.9461
196.8196;13.2537;292.9454
199.5898;15.70432;292.9448
201.1469;11.38089;292.9448
199.6525;15.69776;292.9444
203.7925;17.50463;292.9444
203.4667;13.20469;292.9441
203.82;17.49562;292.9435
199.7475;15.70839;292.9434
200.4281;14.26005;292.9431
199.5006;15.70672;292.9428
199.7152;15.71615;292.9424
195.8125;14.76172;292.9421
195.9925;14.76417;292.9411
199.506;14.25359;292.9411
198.8925;14.23729;292.9405
203.7367;11.19354;292.9395
195.8529;14.76068;292.9392
201.6237;11.37115;292.9392
203.9217;11.17635;292.9388
195.6933;14.75922;292.9388
200.0377;15.71094;292.9385
198.2221;14.25479;292.9382
203.4831;17.50557;292.9382
203.6798;11.17953;292.9379
199.7671;14.26068;292.9379
199.4298;15.70245;292.9375
195.7677;14.7925;292.9375
200.7271;15.71635;292.9369
203.9263;17.5001;292.9369
200.3931;15.705;292.9366
200.9181;11.37771;292.9366
204.1806;11.18182;292.9362
196.8979;13.24932;292.9359
199.334;14.26406;292.9349
197.8415;14.24266;292.9346
202.0833;17.51323;292.9346
196.7235;13.24276;292.9343
200.3183;15.70677;292.9339
200.986;11.37984;292.9339
203.7794;11.17787;292.9336
200.3906;14.24536;292.9333
204.1304;11.18672;292.9326
199.3571;14.25833;292.9326
199.4177;15.70057;292.9323
199.3598;14.26557;292.9323
200.9425;11.36083;292.9323
195.6337;14.78135;292.9316
204.1765;17.49656;292.9313
199.3073;15.7049;292.931
198.8773;14.25578;292.931
199.3598;15.70078;292.9306
199.8188;15.70771;292.9306
203.366;17.49156;292.9306
195.3288;14.76682;292.9303
203.7494;11.17505;292.9297
203.68;17.50594;292.9297
203.7404;17.50547;292.9297
