K5T3.PV;K5TCV2I.PV;K5L2.PV
196.3385;28.53807;276.4289
196.1698;22.26792;276.4289
195.946;22.27161;276.4283
195.6413;22.26448;276.4279
191.3377;21.76297;276.4276
191.5137;21.76672;276.4273
196.4221;19.81469;276.4266
195.739;22.25172;276.426
198.2125;35.69401;276.425
196.0038;22.25115;276.4243
195.5644;22.25729;276.424
196.3071;19.81979;276.423
195.705;22.26729;276.4227
195.7335;22.26865;276.4227
196.3446;22.26667;276.4227
196.3785;28.57047;276.4223
196.5875;35.70245;276.422
195.9885;22.25937;276.422
191.1606;21.76943;276.4214
196.1206;22.26859;276.42
196.1075;18.84708;276.4181
196.4244;28.55141;276.4161
196.4244;19.80682;276.4161
195.5921;22.25807;276.4148
195.6571;22.27016;276.4148
195.8417;22.25557;276.4142
196.2258;19.81354;276.4142
196.1577;19.80734;276.4135
196.925;28.54547;276.4128
195.8483;25.20328;276.4128
195.746;22.26531;276.4102
196.2785;19.81172;276.4102
195.9904;22.26016;276.4095
195.8006;22.26167;276.4092
195.9756;26.75438;276.4082
195.5663;24.51057;276.4082
196.8529;28.56495;276.4079
195.9996;26.75969;276.4076
196.9267;28.5563;276.4073
196.8631;28.55464;276.4073
195.8635;19.80151;276.4069
196.3502;28.54505;276.4063
195.7579;22.26068;276.4063
196.434;22.25776;276.4056
195.6815;26.76682;276.4036
195.6933;22.25828;276.4033
191.4615;21.76719;276.4026
195.9548;22.25719;276.4026
191.1492;21.76885;276.4023
196.1115;22.27167;276.402
195.9104;27.56948;276.4017
196.396;22.27693;276.4013
196.3917;19.81198;276.4013
196.0396;22.25786;276.4007
197.1383;28.55292;276.3994
190.8681;21.76193;276.399
195.6385;22.25823;276.3984
196.0692;22.26344;276.3971
196.7808;28.5501;276.3968
195.9606;22.27401;276.3958
196.4256;19.81219;276.3954
196.6748;28.54042;276.3948
195.7437;22.26349;276.3944
191.3625;21.75859;276.3941
195.5517;22.25042;276.3941
196.3448;19.81307;276.3935
191.4308;21.76167;276.3931
190.8715;21.77406;276.3928
190.8904;21.7624;276.3922
195.6298;22.26479;276.3922
190.9781;21.77391;276.3902
195.7842;22.26427;276.3892
195.6667;22.26141;276.3892
196.079;19.81365;276.3885
196.154;23.72313;276.3882
190.9727;21.76552;276.3869
196.2383;28.55531;276.3866
196.3633;22.27213;276.3866
197.0631;28.54698;276.3849
196.2304;26.7575;276.3846
196.9113;28.55016;276.3843
196.3604;35.69922;276.3836
195.9512;22.25359;276.3836
195.5521;22.25432;276.3836
196.826;28.54526;276.382
191.3871;21.77031;276.3817
195.5196;22.27188;276.3817
196.7846;28.54807;276.3813
196.1823;19.80542;276.3813
198.1062;35.7113;276.3807
196.2954;19.81307;276.3807
195.6515;22.2576;276.3803
195.5279;22.26161;276.38
196.5825;28.54786;276.3787
196.2373;19.80146;276.3784
195.555;22.25203;276.3767
195.8056;22.2576;276.3751
196.085;22.27047;276.3738
195.566;22.25734;276.3731
195.6358;22.26406;276.3728
196.479;19.80052;276.3725
196.891;28.55547;276.3715
195.5421;22.26406;276.3715
196.0862;19.80927;276.3708
191.3365;21.76339;276.3702
195.48;22.2726;276.3695
196.9458;27.22552;276.3692
196.3365;22.25854;276.3685
195.9283;22.26495;276.3682
191.2977;21.76422;276.3676
196.8108;28.55292;276.3676
196.2125;22.2724;276.3672
196.2854;28.54854;276.3669
195.5527;22.26417;276.3669
196.2098;19.80234;276.3669
196.5963;24.50615;276.3666
195.6631;24.49557;276.3662
191.4669;21.76969;276.3659
195.4235;22.26234;276.3636
195.5565;22.26687;276.3636
196.4871;22.26224;276.3636
196.6273;28.5488;276.362
195.7673;22.25729;276.36
196.1427;22.27245;276.36
196.9783;28.54849;276.3597
196.4515;28.54797;276.359
196.1485;22.24948;276.3574
196.3056;19.81469;276.3574
195.5525;26.76667;276.3567
191.6706;21.77349;276.3554
195.8773;23.72385;276.3554
196.8446;28.5488;276.3528
196.9177;28.56313;276.3518
191.16;21.7662;276.3515
196.2056;19.81641;276.3515
197.099;27.21896;276.3511
195.5262;22.26297;276.3508
196.4096;19.81083;276.3505
191.4902;21.76141;276.3502
196.3579;22.26828;276.3492
196.1344;18.84281;276.3492
196.3242;22.26255;276.3479
195.8517;19.80542;276.3469
191.3317;21.7712;276.3449
196.8044;28.55443;276.3449
195.6298;26.75156;276.3449
191.0235;21.7737;276.3446
196.6844;28.55021;276.3436
196.0844;22.25651;276.3419
196.6823;28.54573;276.341
195.7019;22.25542;276.341
195.8427;22.24802;276.3403
191.5917;21.76578;276.339
191.0921;21.7713;276.3367
195.799;22.26167;276.3334
195.7885;26.75542;276.3331
196.3385;19.80713;276.3318
195.9506;22.25432;276.3315
196.4694;22.26594;276.3315
195.6108;22.24953;276.3308
196.2065;22.26849;276.3308
196.2392;27.56516;276.3305
196.1165;22.25646;276.3295
195.7133;22.26011;276.3292
195.7015;22.25656;276.3288
196.3777;19.80552;276.3285
195.8412;22.265;276.3279
195.626;22.26677;276.3279
191.574;21.76859;276.3275
195.9342;18.84411;276.3272
196.5752;19.81365;276.3249
195.6302;24.48932;276.3242
191.1673;21.77083;276.3239
195.7327;22.26807;276.3239
195.7804;22.2624;276.3236
196.1079;18.84995;276.3232
191.4835;21.76521;276.3229
196.5675;35.70625;276.3219
196.4467;22.28089;276.3213
195.4152;22.25365;276.3206
196.046;22.26281;276.32
195.9146;22.24906;276.3187
196.0958;19.79891;276.3177
195.6252;22.25927;276.316
195.7106;22.26448;276.3147
195.7029;22.25687;276.3144
195.659;25.20281;276.3141
195.7442;22.26417;276.3141
195.8706;22.27839;276.3141
196.1167;18.85;276.3141
196.4092;22.25604;276.3134
195.6498;22.255;276.3131
196.6681;28.54896;276.3127
196.3479;35.70594;276.3124
196.599;28.55313;276.3124
196.831;28.5424;276.3114
195.5281;22.25781;276.3101
196.3006;18.85422;276.3085
196.0367;19.80333;276.3065
195.9962;26.75224;276.3052
195.6673;22.26531;276.3045
195.8273;22.25677;276.3036
195.8173;22.26448;276.3032
195.6702;22.26844;276.3032
195.6692;22.255;276.3022
195.8112;22.2549;276.3013
196.2008;19.80886;276.3006
196.9169;28.55792;276.3003
196.7356;35.70693;276.3
195.7231;22.26573;276.2986
196.2962;19.80156;276.2986
196.3865;18.85359;276.2986
196.6285;19.81891;276.2973
196.0213;19.80891;276.297
196.1558;22.27437;276.2957
196.2787;19.80604;276.2957
191.084;21.75953;276.2944
196.4113;19.8137;276.2937
196.7217;28.54682;276.2934
195.5956;22.25094;276.2934
195.9244;22.26359;276.2931
196.6171;28.55552;276.2917
196.2015;26.75005;276.2917
196.6096;22.27026;276.2914
191.11;21.75896;276.2908
191.2885;21.7613;276.2901
195.72;22.25339;276.2898
196.5838;28.56135;276.2891
195.7983;22.26656;276.2885
191.619;21.76432;276.2881
195.7777;26.7626;276.2875
196.0227;22.26083;276.2865
196.7067;28.55703;276.2855
196.1515;22.27495;276.2855
196.4735;19.80302;276.2842
196.6144;28.54849;276.2839
196.1942;22.25594;276.2835
196.9271;28.55469;276.2829
196.2506;19.80271;276.2813
196.1308;22.2726;276.2806
195.5144;22.26797;276.2803
195.585;22.24302;276.2796
196.8696;28.54703;276.2793
194.5456;17.89297;276.279
191.4012;21.77156;276.2783
190.9298;21.76828;276.2776
196.6138;28.54896;276.2776
196.5529;28.55042;276.277
196.1367;22.26031;276.277
195.7125;22.2674;276.2767
191.4929;21.77057;276.276
195.3133;22.27156;276.276
196.1087;19.81281;276.276
196.4225;24.51167;276.274
195.915;24.49396;276.2737
196.1004;19.80161;276.2721
195.8321;22.25917;276.2714
195.5756;22.26;276.2711
196.2569;19.80412;276.2711
196.0531;18.83896;276.2711
196.3281;22.27932;276.2694
190.8781;21.77781;276.2691
196.8621;28.54672;276.2681
195.7054;22.24995;276.2681
195.4181;22.25766;276.2681
195.5723;22.2675;276.2675
195.9246;22.25266;276.2675
196.8835;28.55214;276.2672
195.4015;22.25458;276.2665
195.7108;22.26786;276.2661
191.2298;21.76406;276.2655
196.1375;22.2688;276.2652
196.3625;19.81057;276.2652
195.8292;22.25245;276.2645
196.8375;28.5449;276.2642
196.8356;28.56187;276.2629
195.8154;22.265;276.2625
196.066;22.27427;276.2603
196.0283;22.24823;276.2596
196.2069;18.83813;276.2593
196.5796;28.56245;276.2589
195.7231;22.26552;276.2589
196.3796;19.80385;276.2589
197.055;28.55677;276.2573
196.5254;28.55745;276.257
196.7921;28.55839;276.2556
195.855;22.26109;276.255
195.2806;22.25266;276.254
196.7158;28.55698;276.2534
196.1183;22.26828;276.2524
195.9885;22.26005;276.2514
196.6675;19.81151;276.2507
196.2506;22.27062;276.2504
196.2162;24.50958;276.2498
196.1433;26.76073;276.2494
195.4302;22.25286;276.2494
196.0454;26.75719;276.2488
195.89;22.26063;276.2481
196.7644;28.5676;276.2471
196.216;26.75677;276.2471
196.349;22.26156;276.2471
196.494;28.5476;276.2458
195.704;22.25953;276.2455
196.2185;18.83885;276.2455
196.4487;28.55042;276.2445
195.8835;22.26135;276.2425
196.0092;22.2624;276.2422
195.6094;22.25339;276.2422
191.3617;21.75786;276.2419
191.1083;21.78099;276.2409
196.2665;18.84089;276.2379
195.8679;22.27807;276.2357
195.984;22.25167;276.2356
196.2012;22.25271;276.2353
196.6067;28.54797;276.2337
195.6244;22.26786;276.2337
190.7835;21.76865;276.2333
196.5144;22.27057;276.2333
195.9773;22.25583;276.2317
195.9856;24.50682;276.231
196.291;28.54578;276.2307
196.0502;22.26948;276.2307
196.4483;19.81552;276.2307
196.289;22.26625;276.2301
196.5958;28.55849;276.2297
195.881;24.49937;276.2288
195.6185;22.26167;276.2278
196.7148;28.54693;276.2268
196.2923;22.2674;276.2268
196.3756;19.80365;276.2255
196.6883;28.55062;276.2251
195.7437;22.27297;276.2251
196.5723;35.70536;276.2215
195.5917;24.49786;276.2212
196.831;28.54677;276.2209
196.6058;28.54073;276.2202
195.69;25.76745;276.2202
195.8181;22.26625;276.2202
195.8806;26.75141;276.2196
196.4773;28.54172;276.2186
195.6629;22.2638;276.2186
195.9119;22.26021;276.2186
196.5479;28.5476;276.2183
196.7358;28.56682;276.2183
196.2937;26.75792;276.2176
195.3498;22.26365;276.2169
195.8608;18.84589;276.2169
196.0344;26.75391;276.2163
195.9129;22.26828;276.2159
196.2171;19.81391;276.2159
196.3125;22.27641;276.215
191.495;21.77531;276.2143
196.0892;22.25469;276.214
191.3498;21.76151;276.213
196.3735;28.56125;276.213
196.3256;28.54958;276.2127
195.7929;22.25979;276.2127
196.2823;18.32937;276.2127
195.484;22.26099;276.2114
195.38;22.25969;276.211
195.9787;26.75594;276.2104
196.1108;22.25885;276.2101
195.8306;22.26875;276.2097
195.7737;22.26063;276.2087
196.4512;28.55078;276.2084
196.1044;26.75162;276.2084
196.2012;22.25115;276.2081
195.4223;22.25589;276.2074
196.3258;19.81245;276.2058
195.9506;26.74693;276.2048
195.65;22.26099;276.2045
196.0442;22.27328;276.2041
196.4092;22.27266;276.2038
196.7129;28.54693;276.2028
196.6206;28.55297;276.2025
196.1173;22.28391;276.2025
190.864;21.75667;276.2002
196.2977;22.26802;276.2002
196.2771;28.55245;276.1999
195.6592;22.26245;276.1986
195.7679;22.26568;276.1979
190.9344;21.76531;276.1972
196.6012;28.54885;276.1963
195.2919;22.26354;276.194
191.4733;21.76292;276.1936
196.0081;26.75292;276.1933
196.4683;28.55854;276.193
195.7827;22.26651;276.1927
196.5792;24.50766;276.1913
195.8938;22.25995;276.1907
195.6344;22.26526;276.1907
196.2542;22.26026;276.19
196.2094;22.26203;276.1891
196.9381;28.55302;276.1887
196.4417;22.26531;276.1887
196.5675;19.79995;276.1867
195.8394;22.26375;276.1858
195.7158;22.26469;276.1858
196.0848;22.26234;276.1835
197.7477;35.69151;276.1828
195.7633;22.25214;276.1822
195.7621;24.50208;276.1818
196.2408;22.26287;276.1818
196.3944;28.55286;276.1808
191.5675;21.76589;276.1795
190.7385;21.76958;276.1769
196.1519;22.26693;276.1762
196.3302;18.85635;276.1756
191.0754;21.76875;276.1753
191.1029;21.7726;276.1746
195.6261;22.25844;276.1743
196.2296;19.80427;276.174
195.531;22.25677;276.1736
196.3115;18.83641;276.1723
196.2627;28.54609;276.1713
196.331;19.80021;276.1707
196.47;28.54443;276.169
196.3165;28.56297;276.169
191.4565;21.76271;276.1687
196.2765;19.80354;276.1681
195.9362;22.25932;276.1677
195.5417;22.25661;276.1674
196.6573;28.54755;276.1664
196.1812;28.54412;276.1657
195.5633;24.49599;276.1654
190.785;21.76838;276.1651
191.3852;21.76068;276.1651
196.1165;22.26427;276.1651
196.1402;19.79943;276.1648
196.1346;19.80865;276.1641
195.4606;22.25755;276.1638
196.2462;18.84891;276.1635
196.285;28.55083;276.1628
196.7325;28.54927;276.1625
195.9727;22.26177;276.1589
190.9921;21.76495;276.1579
195.5356;22.26213;276.1579
196.5767;28.5362;276.1576
195.8225;22.25245;276.1576
196.2127;26.75833;276.1566
196.9006;27.2238;276.1562
196.3963;28.54536;276.1559
196.9015;28.54385;276.1552
191.6615;21.75896;276.1543
196.7435;24.5062;276.1539
195.9669;22.25422;276.1536
195.9498;22.26;276.153
196.6656;28.54453;276.1523
196.0281;26.75604;276.1523
196.7071;28.53875;276.1516
195.8319;22.27188;276.1477
195.774;18.83484;276.147
191.6158;21.76948;276.1467
191.2167;21.77359;276.1447
196.5052;19.8037;276.1447
196.0979;26.75562;276.1444
191.5456;21.76953;276.1434
196.015;22.26458;276.1428
196.3381;18.8426;276.1425
196.91;28.55021;276.1405
191.0758;21.76719;276.1402
196.5742;28.54677;276.1398
191.235;21.7599;276.1385
195.984;22.26537;276.1378
196.1231;27.57677;276.1375
196.1263;18.83771;276.1375
197.0273;28.555;276.1372
195.5148;22.25422;276.1369
195.9315;18.84375;276.1352
196.345;35.71583;276.1349
195.8767;22.24625;276.1342
196.7465;28.55526;276.1339
195.9785;22.24734;276.1339
196.5313;28.56448;276.1333
195.755;22.26422;276.132
196.9106;28.55151;276.1293
191.2444;21.77359;276.1287
195.7846;22.25828;276.1287
195.7302;22.26234;276.1287
191.4027;21.76859;276.1284
195.8383;22.26552;276.1277
196.9429;28.54682;276.1273
196.5327;28.54573;276.1273
195.9267;22.25979;276.127
195.765;22.25604;276.1264
196.3435;22.27234;276.1247
196.0202;22.26557;276.1241
195.7315;22.26333;276.1231
195.6608;22.25594;276.1224
196.4375;28.55969;276.1221
196.5119;24.50224;276.1218
196.8463;28.55083;276.1218
196.2452;19.81229;276.1218
196.8304;28.55026;276.1205
196.1656;22.27005;276.1159
196.4569;28.54771;276.1155
195.9321;22.25568;276.1142
196.8915;28.54536;276.1133
196.9354;28.56161;276.1119
195.6098;22.26677;276.1116
191.479;21.76651;276.111
190.9475;21.77036;276.1106
196.85;27.21443;276.109
195.8935;22.26589;276.1086
190.9944;21.76922;276.108
196.2717;18.84365;276.107
191.4365;21.76844;276.1047
198.1598;35.71167;276.1041
196.6419;28.5626;276.1034
195.8585;22.2599;276.1031
195.8227;22.25755;276.1031
191.6075;21.76135;276.1028
196.5021;28.55833;276.1028
195.716;22.25281;276.1021
196.4821;35.7086;276.1018
191.3192;21.76234;276.1018
196.2196;22.28411;276.1011
196.2223;18.85198;276.1011
195.8358;22.26;276.0978
196.7525;28.55385;276.0972
196.6271;28.54906;276.0972
191.3265;21.76677;276.0968
195.7865;22.25641;276.0965
196.1383;22.27474;276.0965
195.4823;22.25964;276.0962
195.869;22.26594;276.0959
195.5946;22.26099;276.0959
195.5825;22.25432;276.0949
195.9594;22.25625;276.0949
195.7692;22.25224;276.0932
196.3165;35.70807;276.0926
196.3288;35.70245;276.0926
196.7133;28.54917;276.0923
196.1102;27.56578;276.0903
195.6671;24.49688;276.0893
196.0435;19.8163;276.089
196.1263;22.26984;276.0883
196.4154;35.69547;276.088
191.5225;21.76328;276.088
196.2802;22.26177;276.0876
196.1869;18.84219;276.0876
191.134;21.77484;276.0863
195.8488;22.26505;276.0863
196.0752;18.85213;276.0863
197.114;28.54854;276.0834
195.7008;22.25969;276.0834
191.3094;21.76802;276.0831
195.8175;22.26583;276.0827
195.5215;22.2525;276.0821
195.6283;22.2501;276.0821
198.289;35.7024;276.0814
196.8608;25.3462;276.0814
195.6698;22.2637;276.0811
195.8965;22.26328;276.0811
196.1035;22.26208;276.0811
196.5708;28.54938;276.0808
196.0496;22.25411;276.0807
195.7621;22.26057;276.0804
196.1942;18.83474;276.0804
195.6894;22.25922;276.0801
191.3938;21.76703;276.0788
196.2529;22.26833;276.0788
196.0527;26.76068;276.0781
196.411;28.55214;276.0755
195.7379;22.26417;276.0726
195.4771;22.2613;276.0722
190.8965;21.76953;276.0719
195.7831;22.26094;276.0716
196.1758;19.79323;276.0709
196.1896;18.84214;276.0699
195.2235;22.25609;276.0686
196.3471;22.25719;276.0683
195.5869;22.25693;276.068
195.665;22.24828;276.067
196.8729;28.55578;276.0663
191.15;21.76594;276.066
196.7235;35.70594;276.0653
196.6079;19.80516;276.065
196.8117;28.54609;276.0644
195.6696;24.50417;276.064
196.0923;22.2662;276.064
191.4146;21.76635;276.0637
195.994;22.25406;276.0634
196.7219;28.54714;276.0624
195.8394;22.26312;276.0624
191.4637;21.75531;276.0621
196.4848;28.55172;276.0621
191.0656;21.77021;276.0608
195.9558;22.2626;276.0598
196.9302;28.55516;276.0588
195.5179;22.25844;276.0578
196.6346;28.55359;276.0575
196.1823;18.84797;276.0575
195.5552;25.20333;276.0571
196.0446;22.25542;276.0571
195.9319;22.26365;276.0571
195.7671;24.49859;276.0568
195.8956;22.26271;276.0562
196.4777;19.8013;276.0562
196.6313;28.5562;276.0548
195.829;22.26734;276.0545
196.2844;28.55594;276.0542
195.6642;22.26557;276.0542
196.6725;28.55083;276.0539
196.2702;22.25969;276.0539
195.8508;22.25734;276.0535
196.2483;28.55495;276.0529
196.8683;28.54255;276.0526
196.5137;28.55135;276.0506
196.3933;19.8076;276.0506
196.4413;19.81031;276.0503
196.3971;28.54833;276.0496
195.7898;22.25589;276.049
195.8506;22.2524;276.047
195.731;22.26844;276.0466
196.3967;28.54724;276.046
195.9298;26.75151;276.0453
196.4485;22.26432;276.0453
191.0571;21.77964;276.045
195.6775;22.26266;276.0424
195.75;22.2726;276.0424
196.5579;28.5449;276.0421
196.3908;28.56005;276.0421
190.781;21.7637;276.0417
195.8271;25.2026;276.0394
195.6315;22.25432;276.0361
196.341;19.81599;276.0361
195.9954;22.26927;276.0358
195.9808;22.26349;276.0355
195.5596;22.26312;276.0352
195.9808;22.26198;276.0348
195.4592;22.25755;276.0345
196.8671;28.54651;276.0332
196.2188;22.25818;276.0329
196.5606;28.54781;276.0325
196.1027;22.2599;276.0316
196.1608;19.80604;276.0312
196.295;19.80755;276.0312
195.6044;22.27213;276.0302
195.7112;22.26;276.0299
195.6242;22.25828;276.0296
196.3038;19.80682;276.0286
191.0744;21.76682;276.0283
196.3706;28.55745;276.0283
195.58;22.25422;276.0276
195.704;22.26339;276.0273
195.8283;22.26698;276.0256
195.7619;22.26323;276.0253
195.786;22.25536;276.025
195.639;22.26297;276.025
196.6754;28.55573;276.0247
195.6756;22.26245;276.024
195.7542;22.2524;276.0233
195.8313;22.26135;276.0227
195.7429;22.26385;276.022
191.5275;21.76135;276.0204
196.1908;28.53656;276.0204
195.8148;22.27536;276.0204
195.8908;22.24802;276.0201
195.6598;22.26229;276.0194
196.7725;28.54609;276.0191
195.9083;24.48573;276.0191
195.8038;22.27287;276.0191
196.2092;18.84359;276.0184
195.8044;22.2649;276.0171
196.6796;35.70385;276.0168
196.1079;22.26161;276.0168
196.0425;22.2549;276.0164
195.8444;24.49401;276.0161
195.8019;22.28094;276.0151
191.4042;21.77792;276.0145
196.5942;35.70094;276.0138
191.5915;21.76542;276.0138
196.2752;28.54234;276.0132
195.9181;26.75302;276.0128
196.3075;26.75453;276.0125
195.864;22.25943;276.0125
196.055;24.49349;276.0119
191.3004;21.7651;276.0115
195.8279;22.26042;276.0109
196.4456;35.7074;276.0092
196.3696;28.55;276.0086
196.6394;28.55573;276.0082
196.2979;19.80656;276.0079
195.6275;22.25786;276.0076
195.7006;22.2526;276.0076
196.1979;22.26917;276.0063
196.754;28.55875;276.006
191.1067;21.76651;276.0053
195.7144;24.50245;276.0046
197.8744;35.69958;276.0033
196.2923;35.70063;276.002
196.5333;28.54667;276.002
195.9717;22.26203;276.0004
196.0567;24.49364;275.9994
195.8781;22.25151;275.9994
196.2694;18.85213;275.9981
196.7235;28.55234;275.9964
191.5446;21.76276;275.9961
196.6794;28.54646;275.9961
196.5567;35.70583;275.9955
195.6744;22.25292;275.9932
195.7483;22.26391;275.9925
195.8177;22.25068;275.9919
196.4083;28.54052;275.9912
196.0292;18.84422;275.9909
196.4127;35.70422;275.9905
196.5771;22.27213;275.9899
195.57;22.25583;275.9889
196.1264;18.84526;275.9889
196.5435;35.70755;275.9869
195.7004;22.25995;275.9869
191.301;21.7701;275.9853
195.7835;22.25969;275.9853
196.2246;22.26646;275.9853
190.8017;21.76036;275.9836
198.0073;35.69708;275.983
196.2673;22.26417;275.983
195.7456;22.26354;275.9823
191.1738;21.76979;275.982
196.9187;28.54375;275.982
196.2306;22.26984;275.9817
196.1517;22.26969;275.9817
196.746;28.54839;275.9807
196.2927;28.54786;275.9794
195.8231;22.26375;275.9794
195.8598;22.2701;275.9794
190.8877;21.74453;275.9784
196.7229;28.55729;275.9781
196.3608;28.54891;275.9778
195.7021;22.26875;275.9767
195.5796;22.26646;275.9761
196.2775;18.83307;275.9758
191.1244;21.77443;275.9745
196.0442;23.71802;275.9745
195.8071;22.27547;275.9725
196.4;28.55406;275.9722
196.1673;19.81333;275.9722
196.9035;28.56099;275.9712
191.2733;21.76427;275.9709
196.0723;22.26083;275.9698
195.9177;22.2576;275.9692
196.0069;18.84682;275.9692
196.2042;22.27453;275.9689
191.1998;21.76901;275.9685
196.4719;28.55037;275.9685
195.6998;22.25875;275.9685
190.8837;21.77411;275.9679
196.859;28.54422;275.9672
195.8698;22.26578;275.9656
196.256;28.55646;275.9653
195.5027;22.25198;275.9643
195.5933;22.26198;275.964
196.1337;18.85141;275.9633
196.496;26.76021;275.9623
191.0754;21.76287;275.962
195.6333;25.20839;275.9617
196.5977;35.7024;275.9613
196.8712;35.70422;275.9597
196.3046;18.83927;275.9597
196.0454;28.54323;275.9594
196.6502;28.55068;275.9584
191.0992;21.77281;275.9574
196.4983;19.81927;275.9574
195.834;22.26302;275.9571
198.0948;35.68641;275.9567
197.8921;35.69719;275.9564
197.0544;28.55151;275.9564
191.0331;21.76458;275.9561
196.5496;28.55266;275.9561
198.7833;35.70068;275.9531
198.336;35.70474;275.9528
196.5573;22.25344;275.9518
196.0992;18.83417;275.9508
190.7748;21.76432;275.9498
191.3983;21.76687;275.9498
195.2802;22.2613;275.9489
195.7396;22.26547;275.9485
196.46;28.54906;275.9479
195.9767;18.83698;275.9479
191.5117;21.77427;275.9469
196.6685;35.71661;275.9462
195.7444;22.25609;275.9462
196.4037;28.53995;275.9459
196.2129;26.74891;275.9453
196.2404;19.80599;275.9449
196.2973;28.54667;275.9446
196.9;28.54547;275.9439
196.4223;28.55599;275.9436
195.7904;22.26818;275.9436
195.7525;22.25589;275.943
196.5527;19.8137;275.942
195.9023;24.50172;275.9413
196.954;35.69969;275.9403
191.4848;21.75734;275.9397
196.2162;22.25687;275.9397
195.7329;26.75531;275.9393
196.6265;22.26583;275.9387
195.9702;18.83781;275.938
196.8188;28.55068;275.9377
191.0188;21.76417;275.9374
195.9054;22.26318;275.9364
196.0817;26.76198;275.9361
195.906;22.26406;275.9354
195.9298;26.7512;275.9351
195.8696;22.25932;275.9348
195.7946;22.2526;275.9348
196.1658;22.27672;275.9348
197.6829;35.71781;275.9341
195.8042;22.26391;275.9338
196.2767;27.70557;275.9328
196.8696;28.55068;275.9325
196.2115;24.49088;275.9325
196.3833;28.55849;275.9295
196.6369;28.55609;275.9292
196.6963;28.545;275.9285
195.4819;22.26333;275.9285
192.9002;38.5211;275.9262
195.7456;22.26766;275.9249
195.9519;22.27281;275.9249
196.4246;35.71177;275.9243
190.9644;21.7799;275.9223
196.4069;22.28047;275.922
196.5658;28.55906;275.9216
196.776;27.22469;275.9203
196.456;22.26505;275.9203
196.8229;28.55594;275.919
196.935;27.21974;275.9187
196.7729;28.54667;275.9187
196.3571;28.54802;275.917
196.214;19.81057;275.9167
195.6633;22.24484;275.9164
195.4842;22.26714;275.9144
195.3506;22.26844;275.9144
198.094;35.68938;275.9141
195.5492;22.26932;275.9131
196.7754;28.55219;275.9124
190.8858;21.76339;275.9118
191.1454;21.76448;275.9115
191.3115;21.76599;275.9111
195.4429;22.25333;275.9111
196.5458;28.55083;275.9108
196.6785;28.55328;275.9105
196.349;28.55099;275.9098
196.5112;28.56151;275.9098
195.981;22.2613;275.9098
196.15;18.83469;275.9098
196.7188;28.56224;275.9095
195.6073;22.25859;275.9085
191.026;21.75234;275.9082
196.5773;28.55792;275.9082
195.7058;22.26005;275.9072
191.0685;21.76208;275.9065
196.7644;28.55161;275.9062
195.8869;22.26599;275.9062
196.0094;22.24302;275.9055
196.5977;28.55953;275.9049
195.834;22.27312;275.9046
196.3498;22.2649;275.9046
195.9527;26.76448;275.9042
197.8237;35.69917;275.9039
195.6877;22.2775;275.9036
195.9865;26.75818;275.9033
190.9979;21.75984;275.9026
196.1333;18.8425;275.9013
195.6346;22.27188;275.9006
195.9385;22.26151;275.9006
196.0181;22.2576;275.8993
196.7398;28.56135;275.899
191.3985;21.7688;275.8973
196.8881;28.54974;275.897
195.6896;22.25115;275.8967
191.431;21.76474;275.8964
196.4831;24.50375;275.8964
195.6658;22.26724;275.896
195.8281;22.26214;275.8957
196.174;18.84469;275.8957
191.139;21.78005;275.8947
196.3248;28.54974;275.8947
196.0448;26.75552;275.8944
196.0658;22.26838;275.8937
196.5152;28.5537;275.8934
196.0492;22.26193;275.8931
196.416;19.81146;275.8931
196.3515;28.55328;275.8928
195.9906;22.26219;275.8914
195.5746;22.26047;275.8911
195.4877;22.25698;275.8908
196.7779;28.54047;275.8904
196.2817;19.79505;275.8872
196.6485;28.55297;275.8842
195.8235;22.26281;275.8823
196.1006;18.84125;275.8816
196.5488;35.71214;275.8806
196.2069;18.83828;275.8803
195.8025;22.27167;275.8796
195.5523;22.26786;275.8793
198.1629;35.69427;275.8786
196.3613;22.26958;275.877
195.9167;18.83703;275.877
195.9206;22.26974;275.8757
191.6787;21.75505;275.8754
196.1377;27.56339;275.8754
195.8604;22.25594;275.8747
196.4708;28.55208;275.8727
195.8815;22.27083;275.8727
195.6594;22.26568;275.8727
196.516;28.55979;275.8721
195.9515;18.8426;275.8721
196.4706;28.54531;275.8714
195.1781;22.26057;275.8701
196.4225;19.80792;275.8701
198.3844;35.71005;275.8698
191.1198;21.76359;275.8691
196.2917;19.80292;275.8691
196.1683;22.26948;275.8681
196.2867;19.80135;275.8681
191.0623;21.75708;275.8655
196.0485;22.27057;275.8655
195.696;22.26448;275.8652
196.1385;22.26443;275.8652
195.7402;22.27443;275.8649
196.4846;28.54542;275.8639
196.485;35.71312;275.8636
196.1371;18.83625;275.8636
196.5933;28.54469;275.8622
196.5727;28.54797;275.8622
195.7267;22.26151;275.8622
196.4185;18.85339;275.8612
196.6233;28.5525;275.8603
197.0723;28.56052;275.8599
196.2992;27.56469;275.8593
196.9021;27.21458;275.8586
196.169;28.54656;275.8583
196.1071;22.26776;275.8583
191.0644;21.76573;275.858
196.3575;22.26505;275.858
196.1667;22.26573;275.8567
196.6873;28.55078;275.854
195.7262;22.26287;275.854
196.7287;28.55672;275.8534
196.4977;28.55713;275.8527
196.5017;28.54656;275.8521
196.494;35.70635;275.8511
191.3494;21.77349;275.8504
195.9875;22.26;275.8504
