K5PS14_2.PV;K5T6.PV;K5P10.PV;K5LCV1I.PV;K5F5.PV;K5T14.PV;K5TCV2I.PV;K5F6X.PV;K5T15.PV;K5P8.PV;K5T17.PV
4.205175;178.1537;4.253438;56.40187;40.54757;365.1769;41.67875;33.61982;122.1537;3.926963;133.2931
4.258537;177.5675;4.275375;52.41656;37.68974;364.6237;41.69812;30.34019;122.4437;3.975581;133.2931
4.24245;169.8937;4.228625;45.58937;32.69078;353.9494;30.94312;26.9419;117.3025;3.955837;133.2912
4.255763;173.4212;4.257782;47.37094;34.96578;360.5738;40.16469;29.52301;122.15;3.969675;133.2906
4.255781;173.4063;4.251094;47.37281;34.96572;360.7313;40.16594;29.47624;122.1438;3.969187;133.2875
4.277194;175.5988;4.282938;50.26437;36.37768;365.1544;41.69219;30.82874;122.7325;3.987394;133.2838
4.274962;175.6975;4.278125;50.25625;36.09946;365.3362;41.64406;30.96562;122.78;3.986138;133.2838
4.245543;177.0175;4.257062;51.62375;36.90437;364.8919;41.67219;31.1896;122.625;3.965681;133.2813
4.236019;176.5512;4.237594;49.38437;35.74613;365.7525;41.68625;31.05407;122.3937;3.949856;133.2781
4.276931;175.4763;4.286812;50.26219;36.39547;365.1881;41.67125;30.92933;122.6675;3.989587;133.2781
4.272488;176.1288;4.278438;50.09281;36.32246;365.865;41.68344;30.83501;122.4275;3.984956;133.2756
4.270819;176.2113;4.283875;51.41875;36.75404;365.1994;41.67906;31.17496;122.855;3.984169;133.275
4.263787;170.1537;4.24275;45.88375;32.29076;355.3913;30.94469;26.87027;117.0075;3.981019;133.2731
4.245806;176.9688;4.256688;51.02969;37;365.1;41.66687;30.94917;122.64;3.959213;133.2719
4.235063;172.7663;4.237968;48.10406;35.78925;358.8075;40.17812;28.82358;122.4188;3.953306;133.2719
4.278225;175.56;4.289;50.26188;36.40526;365.0231;41.67156;31.04096;122.765;3.999019;133.265
4.273969;175.445;4.280437;50.25719;36.43462;365.1131;41.66906;30.78005;122.73;3.990394;133.2644
4.245356;177.005;4.257469;51.03312;37.06855;364.965;41.67937;30.94853;122.6813;3.962344;133.2637
4.233394;172.6962;4.231156;48.11312;35.76689;358.8206;40.17188;28.77983;122.4125;3.955069;133.2594
4.210519;176.725;4.229094;50.86625;37.55051;368.0831;41.70406;32.86071;121.8;3.937294;133.2569
4.271494;176.2125;4.283875;51.41188;36.75615;365.1713;41.67219;31.20054;122.8163;3.986644;133.2538
4.245825;176.7663;4.274594;53.39094;38.41821;367.1006;41.67781;32.67886;121.02;3.955575;133.2481
4.23495;176.52;4.234281;49.2975;35.74106;365.85;41.67562;31.04126;122.43;3.9564;133.2456
4.275487;175.4725;4.282063;50.26031;36.48669;365.1844;41.68281;30.95534;122.7138;3.987712;133.2456
4.276837;176.38;4.29275;52.61625;37.3576;364.68;41.66938;30.76514;122.9163;3.99075;133.245
4.240575;169.8525;4.224781;45.58937;32.71548;353.8125;30.93875;26.96231;117.3525;3.963919;133.2431
4.270257;176.2587;4.281656;51.72344;36.77362;365.0794;41.67031;31.27642;122.7775;3.985856;133.2419
4.271906;175.4;4.277344;50.28969;36.44382;365.0344;41.66188;30.82197;122.7125;3.986906;133.24
4.239938;169.835;4.2245;45.58937;32.77637;353.9381;30.94625;26.83315;117.3275;3.956306;133.2388
4.233975;176.435;4.236781;48.13438;35.78884;365.8575;41.6875;30.94629;122.315;3.951956;133.2375
4.273238;176.0988;4.278532;50.12031;36.38948;366.0694;41.69062;30.78523;122.4525;3.990206;133.2344
4.273425;176.0525;4.28075;50.15594;36.31964;366.21;41.69125;30.90115;122.3725;3.993731;133.2319
4.255331;173.4212;4.252469;47.43969;34.91999;360.9244;40.2;29.52189;122.1087;3.971025;133.23
4.277719;176.3362;4.290781;51.27719;37.28868;364.7137;41.67062;30.91151;122.9212;3.992231;133.2294
4.256588;173.4612;4.252;47.3625;34.94767;360.7481;40.17125;29.48973;122.1413;3.973687;133.2287
4.217044;170.8438;4.19475;44.33406;32.77682;355.4231;31.57;27.78099;122.0337;3.933731;133.2263
4.272694;175.375;4.283531;50.27656;36.46037;364.9106;41.66281;30.79083;122.7063;3.987562;133.225
4.21725;170.8563;4.194844;44.32813;32.80964;355.7813;31.53938;27.84848;122.0938;3.934125;133.2231
4.265287;176.4588;4.262813;48.78063;35.44164;365.4056;41.69281;31.05363;121.8388;3.986813;133.22
4.244138;176.845;4.276094;53.34125;38.39093;367.0744;41.68406;32.44476;120.9887;3.959213;133.2194
4.260431;177.5113;4.274562;52.41656;37.68028;364.3969;41.66719;30.51249;122.46;3.9771;133.2181
4.245094;177.0137;4.261;51.02657;37.11953;365.1038;41.69969;30.8503;122.6625;3.966169;133.2162
4.238644;169.69;4.217782;45.585;32.76123;353.8387;30.93625;27.06096;117.355;3.95895;133.2137
4.268925;176.2975;4.289187;51.78031;37.63889;365.1038;41.68125;31.03624;122.8712;3.986025;133.2131
4.233731;172.5838;4.232906;48.12156;35.83882;358.4569;40.17844;28.88284;122.455;3.948637;133.2131
4.244812;176.7813;4.273281;53.39844;38.38031;367.0219;41.67812;32.66695;121.0375;3.956063;133.2106
4.269338;176.2712;4.284031;53.40313;37.57562;365.2331;41.67031;31.24069;122.85;3.987375;133.2094
4.204631;178.1275;4.250937;56.645;40.22857;365.4394;41.70719;33.54945;122.1712;3.928013;133.2056
4.194731;169.3237;4.182219;44.34094;33.3032;353.55;20.41687;26.37205;122.1862;3.916069;133.2012
4.272319;176.0075;4.280375;50.42719;36.2513;366.0825;41.68156;30.83949;122.3275;3.99015;133.1956
4.271587;175.3112;4.281719;50.26656;36.44222;364.8394;41.69875;30.78277;122.7062;3.989569;133.195
4.2615;179.57;4.310563;56.57;40.24881;366.4125;41.67719;33.0356;122.7288;3.978038;133.1913
4.263769;170.035;4.238688;45.09937;31.34121;355.5394;30.9475;26.8999;117.0313;3.980981;133.1881
4.234875;176.425;4.235281;47.9025;35.78845;365.865;41.66875;31.0584;122.3662;3.950588;133.1869
4.254768;173.4675;4.252594;48.23531;34.96266;360.9281;40.18844;29.49154;122.1037;3.963694;133.1844
4.23375;172.5688;4.235625;48.05656;35.84205;358.6969;40.16906;28.70977;122.4625;3.952781;133.1837
4.272056;175.9225;4.280468;50.45437;36.22318;366.06;41.69938;30.94239;122.4112;3.987937;133.1819
4.238438;169.6338;4.224469;46.30281;33.26365;353.6888;30.94719;27.13285;117.4063;3.953794;133.1781
4.263187;175.3288;4.271313;51.25094;36.81714;364.7981;41.65937;30.68525;122.2925;3.97455;133.1781
4.277625;176.295;4.28975;50.91781;37.25746;364.4944;41.68781;30.89588;122.9588;3.990937;133.1756
4.2714;175.3075;4.281219;50.27969;36.44321;364.815;41.68187;30.79942;122.6475;3.986025;133.175
4.2621;175.3237;4.279906;52.30062;37.1031;364.8937;41.69906;30.5987;122.3838;3.973631;133.1731
4.203563;178.0412;4.247844;57.72594;40.42391;365.5181;41.67625;33.41694;122.1825;3.919163;133.1725
4.234313;176.3838;4.235375;47.85437;35.78661;366.0562;41.68687;31.12062;122.4263;3.947212;133.17
4.243013;176.81;4.27;52.4575;38.42237;366.9;41.6925;32.55545;120.9613;3.963806;133.1694
4.21695;170.92;4.196656;44.32594;32.82604;355.8206;31.52188;27.68479;122.1075;3.937369;133.1688
4.263187;175.3025;4.271093;51.26688;36.80408;364.8356;41.69;30.71505;122.3438;3.981694;133.1662
4.262344;175.2863;4.27875;52.18594;37.29394;364.8544;41.695;30.57331;122.385;3.985181;133.1662
4.264706;175.28;4.278438;51.25625;36.78151;364.8806;41.67531;30.88932;122.2625;3.9774;133.165
4.233862;169.5575;4.227813;45.98531;33.87317;353.6381;30.96594;26.86713;117.4263;3.952163;133.1625
4.256906;173.5175;4.255375;47.08094;34.90949;361.0256;40.15281;29.52722;122.1462;3.973369;133.1606
4.244493;177.0025;4.260844;51.0275;37.15345;365.055;41.68531;30.89571;122.745;3.960731;133.16
4.270331;175.3062;4.2785;50.285;36.50462;364.9012;41.69062;30.72116;122.675;3.986269;133.1581
4.219031;170.9312;4.201562;44.32781;32.82849;355.9875;31.53312;27.80263;122.1625;3.93675;133.1575
4.263806;175.3112;4.281906;51.25094;36.74218;364.9088;41.68188;30.7614;122.3438;3.978806;133.1563
4.279969;176.2188;4.296406;50.9125;37.33597;364.5375;41.67188;30.86159;122.95;3.997125;133.1531
4.272056;175.285;4.277438;50.26781;36.54226;364.8169;41.68719;30.97919;122.6825;3.980062;133.1531
4.22235;171.0025;4.201562;44.33437;32.69101;356.0981;31.53906;27.91311;122.1375;3.936919;133.1531
4.272281;175.92;4.275781;50.44218;36.17236;366.0544;41.67562;30.88472;122.3862;3.9843;133.1506
4.262962;175.335;4.279282;51.63625;37.35787;364.7156;41.70656;30.60257;122.4112;3.98565;133.1494
4.269037;176.2538;4.285438;52.57094;37.62812;365.0494;41.67906;30.95231;122.8037;3.985144;133.1488
4.269712;175.9113;4.270437;50.44938;36.15944;365.9381;41.66063;30.86301;122.41;3.985669;133.1469
4.208006;176.6775;4.231125;50.87313;37.50008;368.0531;41.69188;32.83792;121.7275;3.930188;133.1462
4.262738;169.9987;4.231906;43.73469;30.45433;355.6669;30.95313;26.92345;117.0725;3.980869;133.1456
4.262006;177.4425;4.282969;52.4125;37.68685;364.7587;41.68687;30.38824;122.505;3.975694;133.1431
4.234556;176.3112;4.236875;47.86031;35.66788;365.9231;41.68094;31.19456;122.3138;3.950644;133.1431
4.271044;175.3025;4.279094;50.15969;36.57388;364.9631;41.67781;30.8717;122.6438;3.98475;133.1419
4.264819;175.285;4.274031;51.25938;36.68055;364.845;41.68219;30.78435;122.2725;3.979519;133.1406
4.256756;173.445;4.254437;47.18156;35.00486;361.1494;40.17375;29.57479;122.0375;3.972188;133.14
4.245882;177.02;4.263062;51.00719;37.12877;365.295;41.685;30.93563;122.7138;3.957675;133.1362
4.24185;176.8813;4.27225;52.42781;38.40742;366.9619;41.69563;32.65301;120.9538;3.964969;133.135
4.263712;175.355;4.278875;51.41875;37.33816;364.8675;41.67719;30.6884;122.5075;3.975131;133.1344
4.2327;172.4012;4.236406;47.44281;35.76726;358.4362;39.38375;28.64416;122.4163;3.949069;133.1344
4.264763;175.325;4.28175;51.4025;37.3339;364.7906;41.66531;30.51881;122.4825;3.98115;133.1319
4.263544;176.3425;4.260969;47.87344;35.06862;365.3044;41.68282;30.96205;121.8325;3.983362;133.1294
4.263132;175.2138;4.270719;50.90937;36.66052;364.9406;41.65688;30.7259;122.1475;3.981019;133.1288
4.257318;173.435;4.254219;47.17;35.00051;361.1456;40.18312;29.6851;122.1612;3.970969;133.1288
4.230469;169.5038;4.218062;45.96719;33.89294;353.5162;30.92813;26.53407;117.4325;3.947062;133.1281
4.240181;176.9088;4.274688;53.00281;38.77395;366.8494;41.66781;32.6067;120.9413;3.952594;133.1281
4.2633;175.175;4.273969;50.90406;36.6756;365.0194;41.66031;30.88233;122.205;3.979425;133.1263
4.265494;175.255;4.280156;51.25625;36.64482;364.8637;41.66219;30.86675;122.2788;3.987;133.125
4.268831;175.2525;4.278344;49.78906;36.84176;364.8319;41.69125;30.84924;122.6125;3.979988;133.1169
4.280081;176.2287;4.293406;50.91063;37.27342;364.5169;41.69938;30.84167;122.8988;3.996938;133.1163
4.192406;169.345;4.170031;44.54813;32.26528;354.6769;29.28031;26.49792;116.9362;3.919013;133.1156
4.268719;175.855;4.276062;50.44063;36.17295;365.9775;41.67188;30.8255;122.2925;3.985856;133.1156
4.2699;176.2575;4.282969;52.57656;37.6899;365.2406;41.66312;30.96984;122.7663;3.98805;133.1125
4.264331;175.22;4.274344;51.2375;36.67243;364.9612;41.69188;30.809;122.2612;3.983194;133.1125
4.202175;177.9487;4.247344;57.72031;40.40864;365.4769;41.67406;33.40384;122.2225;3.928519;133.1113
4.268981;175.2438;4.276438;48.99625;36.56556;364.935;41.665;30.86373;122.6963;3.984656;133.1063
4.23225;172.335;4.229094;46.98219;35.56088;358.3556;39.2675;28.84527;122.4788;3.949856;133.1063
4.262269;177.3438;4.282125;52.41187;37.62636;364.4625;41.70781;30.40336;122.4837;3.974381;133.105
4.193175;169.1962;4.170969;44.40281;31.17545;354.6225;29.29875;26.58872;117.0025;3.91215;133.1006
4.194431;169.4475;4.16825;43.62281;32.30223;354.6094;29.31562;26.57724;117.05;3.916669;133.0994
4.232119;172.2325;4.233969;46.98844;35.55595;358.4213;39.28437;28.84022;122.4688;3.956812;133.0994
4.234369;176.2175;4.2355;47.84844;35.65956;365.9063;41.675;31.12646;122.3763;3.947306;133.0981
4.267406;175.225;4.278281;50.76125;37.04657;364.7906;41.67719;30.8109;122.6687;3.981281;133.0981
4.246519;176.9863;4.261531;51.02125;37.12152;365.3756;41.68906;30.92893;122.7613;3.959287;133.0956
4.262175;179.4812;4.301688;55.84094;40.28151;366.6131;41.67437;33.06673;122.6625;3.979987;133.09
4.192969;169.38;4.169906;43.62719;32.25897;354.57;29.31281;26.5486;117.0238;3.911644;133.0894
4.239;176.9138;4.273281;53.96219;39.04187;366.7913;41.68969;32.46921;120.8887;3.956456;133.0894
4.23285;176.195;4.239344;47.85188;35.69849;366.0431;41.69875;31.08457;122.3175;3.948956;133.0844
4.265456;175.3363;4.285156;51.40875;37.26741;364.9875;41.69407;30.51138;122.4787;3.979219;133.0838
4.223325;171.1275;4.202406;44.33469;32.73391;356.2781;31.55469;27.69061;122.1813;3.937744;133.0838
4.194112;169.21;4.178937;44.33;33.289;353.5069;20.42531;26.38526;122.2038;3.911325;133.0825
4.238231;176.9538;4.274656;53.95219;39.21214;366.5381;41.67281;32.59431;120.85;3.955913;133.0819
4.262756;176.2588;4.261687;47.87156;35.08521;365.5894;41.65656;30.90491;121.7525;3.978881;133.0788
4.266731;175.8375;4.272219;50.44062;36.15303;365.8725;41.6975;30.77547;122.3438;3.991425;133.0788
4.247719;176.9725;4.262;50.68063;37.13973;365.3044;41.67437;31.03177;122.6663;3.960975;133.0775
4.227994;169.4263;4.220531;45.95094;33.9774;353.4206;30.94438;26.38235;117.4362;3.950175;133.0769
4.263956;175.165;4.270219;50.83406;36.65895;365.1225;41.69406;30.88804;122.1575;3.982275;133.0744
4.264913;175.3188;4.275656;50.03062;37.01146;364.785;41.67781;30.45152;122.505;3.9798;133.0725
4.193363;169.1712;4.166312;43.9125;31.07088;354.5644;29.30906;26.53856;117.0575;3.912544;133.0712
4.222781;171.0437;4.204688;44.32531;32.74969;356.1937;31.5175;27.89457;122.125;3.935719;133.0694
4.200694;177.8712;4.247313;57.71375;40.39962;365.5425;41.68281;33.22722;122.2213;3.923213;133.0688
4.261125;170.0188;4.2175;43.4875;30.37473;355.6406;30.92656;26.80627;116.9875;3.980906;133.0687
4.267875;176.0675;4.28525;51.91844;37.17824;364.5956;41.67813;31.17935;122.6838;3.977794;133.0669
4.266525;176.0563;4.278438;51.85594;37.50206;364.5225;41.67562;30.97394;122.6362;3.984412;133.0656
4.206994;176.5825;4.228156;50.86625;37.51233;368.0494;41.68219;32.79553;121.7625;3.926869;133.065
4.2795;176.1763;4.291094;50.91093;37.16654;364.5225;41.68562;30.80309;122.9475;3.991913;133.065
4.2369;177.4875;4.27325;54.97094;39.85035;366.5494;41.71188;32.68084;120.6175;3.952669;133.0606
4.268081;176.0375;4.286375;51.9425;37.45488;364.7081;41.69844;31.01069;122.54;3.984825;133.0606
4.267444;175.26;4.279031;50.76563;36.93685;365.0175;41.68093;30.8711;122.61;3.983831;133.0594
4.223081;171.6375;4.208594;45.37313;33.70594;357.0975;34.93156;27.67473;122.1113;3.943181;133.0594
4.193962;169.055;4.168687;43.91156;31.09591;354.6056;29.29563;26.6016;117.0137;3.9144;133.0569
4.267125;176.0938;4.2875;51.92656;37.45082;364.5938;41.68219;31.11213;122.6063;3.987094;133.055
4.240275;177.0475;4.272062;53.9575;39.27171;366.7406;41.68906;32.59866;120.8763;3.956137;133.0544
4.257187;173.4512;4.252687;47.46125;34.92291;361.2675;40.17875;29.59368;122.11;3.968325;133.0544
4.230675;172.1663;4.2325;46.98969;35.54144;358.6088;39.27406;28.81077;122.3925;3.946781;133.0544
4.237762;177.535;4.281969;54.96531;39.85364;366.6431;41.68969;32.57834;120.5725;3.9564;133.0531
4.221469;171.7188;4.208437;45.37031;33.67722;357.4312;35.50469;27.48806;122.1375;3.933563;133.0531
4.239169;177.65;4.28025;54.82563;39.73061;366.5925;41.69313;32.75545;120.5113;3.960694;133.0513
4.268662;176.0988;4.283375;50.40437;36.75386;364.6988;41.68875;31.13528;122.6637;3.985462;133.0506
4.256944;173.5425;4.253719;47.51031;34.90227;361.4138;40.18813;29.63643;122.0225;3.977362;133.05
4.195163;169.5388;4.175813;43.62188;32.26365;354.705;29.30688;26.72739;116.9538;3.915169;133.0481
4.223438;171.2775;4.202719;43.20531;33.24713;356.7188;32.3825;27.59216;122.1375;3.943838;133.0481
4.199681;177.8425;4.245187;57.65531;40.37656;365.7075;41.69938;33.28727;122.2125;3.915806;133.0475
4.263319;175.0762;4.271594;51.17875;36.676;365.235;41.68875;30.78761;122.1525;3.977925;133.0475
4.223662;171.22;4.2065;43.77063;32.73661;356.37;31.58344;27.73308;122.1413;3.941044;133.0475
4.263;177.3375;4.281719;52.415;37.70922;364.6781;41.68531;30.5324;122.425;3.970969;133.0456
4.265044;176.05;4.280313;51.84375;37.55846;364.6987;41.70875;30.91794;122.6575;3.977831;133.0456
4.222969;171.7025;4.209594;45.37437;33.71217;357.2344;34.93375;27.70907;122.1387;3.939206;133.0456
4.239994;177.0425;4.274781;54.26313;39.22723;366.5419;41.69531;32.68769;120.8063;3.959269;133.0444
4.270782;176.255;4.283625;52.55156;37.70015;365.2313;41.66093;30.97789;122.8313;3.983944;133.0438
4.221375;171.4738;4.209;45.29375;33.70005;356.9831;33.26594;27.66607;122.1387;3.944531;133.0438
4.231725;176.1763;4.235594;47.8525;35.77155;365.9813;41.68031;30.97566;122.2738;3.949519;133.0431
4.239112;177.5887;4.279406;55.87406;39.95147;366.4763;41.67094;32.8103;120.56;3.958462;133.0425
4.221975;171.5813;4.208406;45.37469;33.72557;357.1594;33.86844;27.5377;122.1612;3.939487;133.0425
4.222219;171.605;4.211656;45.37281;33.72083;357.1013;34.915;27.6049;122.1775;3.9438;133.0406
4.222594;171.325;4.207969;44.77687;33.64589;356.7563;32.42219;27.68658;122.1125;3.93825;133.0394
4.239188;177.1187;4.2775;55.22156;39.25304;366.5531;41.68156;32.54772;120.7438;3.95475;133.0388
4.280588;176.1588;4.295781;50.9125;37.19043;364.5;41.69938;30.75149;123;4.001081;133.0387
4.266169;175.3338;4.278031;50.52656;36.87614;364.9763;41.69844;30.53162;122.5075;3.979125;133.0381
4.222125;171.3775;4.202844;44.77188;33.6394;356.8406;33.26875;27.55286;122.19;3.940313;133.0375
4.264482;175.9925;4.277781;51.27406;37.51344;364.56;41.69594;30.88891;122.6612;3.971325;133.0369
4.266937;175.2875;4.272969;50.93813;36.59913;364.8188;41.66;30.98489;122.6563;3.985219;133.035
4.219425;171.8013;4.201906;45.3725;33.71263;357.645;35.70906;27.64761;122.1525;3.936337;133.035
4.237819;177.3887;4.28025;54.78062;39.8717;366.5306;41.70281;32.71247;120.6725;3.957469;133.0344
4.225969;169.3187;4.215938;45.92688;34.0033;353.5163;30.94375;26.18905;117.47;3.941587;133.0338
4.266075;175.7587;4.2695;50.43781;36.21373;365.7375;41.7025;30.76269;122.3613;3.977081;133.0338
4.219594;171.7663;4.207687;45.36906;33.76756;357.5025;35.69531;27.46249;122.1937;3.941831;133.0319
4.1934;169;4.164469;43.90719;31.08911;354.6769;29.30969;26.63221;117.0325;3.914269;133.0269
4.26375;175.0013;4.279781;51.26594;36.33152;365.1675;41.67937;30.73914;122.1612;3.97785;133.0262
4.2654;175.975;4.279938;51.60219;37.32687;364.5019;41.67781;31.03427;122.665;3.987506;133.0256
4.242075;177.7663;4.2875;55.71812;39.45208;366.7144;41.69719;32.89893;120.4238;3.967556;133.025
4.239731;177.155;4.273219;53.79781;39.26905;366.4425;41.68813;32.69165;120.7337;3.958519;133.025
4.247888;176.89;4.25725;50.40937;37.12078;365.2538;41.69844;31.06312;122.6663;3.962381;133.025
4.239488;177.3125;4.283563;54.44938;39.84356;366.4894;41.69156;32.79515;120.7125;3.958781;133.0231
4.267931;176.0462;4.277094;50.555;36.75741;364.9219;41.66594;31.10545;122.7;3.974681;133.0231
4.267031;176.075;4.278281;50.4;36.79144;364.7813;41.69156;31.04271;122.6;3.976594;133.0231
4.230375;172.1;4.234281;46.98781;35.55716;358.5806;39.28437;28.64915;122.515;3.942881;133.0225
4.262269;176.1387;4.262469;47.86969;35.05011;365.4413;41.6625;30.95402;121.805;3.972787;133.0219
4.240256;177.2813;4.278062;54.44594;39.73097;366.4669;41.68906;32.72387;120.7188;3.966881;133.0206
4.220475;171.7225;4.210719;45.36375;33.73118;357.2137;35.68281;27.5723;122.1625;3.936581;133.0206
4.24155;177.67;4.283563;55.36063;39.67215;366.4331;41.67875;32.88029;120.4912;3.968962;133.02
4.196231;169.515;4.172812;43.62219;32.36858;354.6675;29.29844;26.75354;117.02;3.915731;133.0188
4.266525;175.9037;4.279063;51.50719;37.32105;364.5131;41.665;31.03282;122.6663;3.983438;133.0187
4.271775;176.2637;4.288437;52.55656;37.69184;365.0269;41.67437;31.08859;122.8575;3.987769;133.0156
4.242394;177.7937;4.276531;54.7025;39.10149;366.615;41.68531;32.99551;120.4037;3.966975;133.0119
4.192819;168.9137;4.164375;43.91156;31.05964;354.7219;29.28813;26.66022;117.0375;3.912488;133.0112
4.279838;176.0375;4.294188;50.89063;37.27847;364.6013;41.68063;30.76881;122.9863;3.99345;133.0087
4.223212;171.8813;4.209719;45.37437;33.70417;358.1794;35.72375;27.87886;122.2038;3.945075;133.0075
4.230094;176.1125;4.236406;47.85969;35.80854;365.925;41.67281;30.93842;122.275;3.94275;133.0056
4.261144;169.9375;4.226812;43.48719;30.35223;355.7569;30.92781;26.7115;116.9812;3.978394;133.005
4.267612;176.0562;4.283563;51.03906;36.55318;364.8488;41.69469;31.01527;122.63;3.982312;133.0044
4.205812;176.5087;4.226844;50.86594;37.53417;367.935;41.68531;32.84853;121.7625;3.929569;133.0038
4.267275;175.8488;4.2845;51.29719;37.3524;364.5975;41.66563;30.95374;122.69;3.978731;133.0031
4.264069;174.9863;4.267063;50.21344;36.10452;365.0287;41.68438;30.79403;122.1375;3.974794;133.0031
4.265025;175.7375;4.271406;50.44156;36.20932;365.6419;41.67719;30.79074;122.37;3.974981;133.0019
4.268063;175.275;4.280469;51.07375;37.02885;364.7906;41.68563;30.95282;122.6375;3.984937;133.0013
4.267425;176.0175;4.277844;51.58562;36.77542;364.8431;41.66312;31.12455;122.685;3.981431;132.9994
4.261969;179.3463;4.303406;55.82938;40.25839;366.4819;41.67219;32.86132;122.6588;3.986194;132.9975
4.266169;175.785;4.269313;50.44031;36.19708;365.6981;41.68531;30.73222;122.3213;3.977456;132.9969
4.280737;176.0725;4.293281;50.91625;37.226;364.6031;41.695;30.87122;122.9362;3.998494;132.995
4.267031;175.8675;4.277781;51.3;37.29629;364.5506;41.67;30.92062;122.695;3.9873;132.9944
4.199944;177.7175;4.240844;56.95781;40.37476;365.5481;41.69688;33.29752;122.1862;3.925612;132.9925
4.221787;171.86;4.208531;45.37437;33.64654;357.8644;35.71062;27.80422;122.235;3.938138;132.9925
4.263581;177.2562;4.283281;52.41469;37.72041;364.5075;41.67781;30.57353;122.53;3.975937;132.9913
