K5PS14_1.PV;K5PS14_2.PV;K5P10.PV;K5F5.PV
4.19715;4.296169;4.324156;36.10793
4.197225;4.2954;4.324156;36.22898
4.192838;4.294575;4.324156;36.6643
4.168988;4.288894;4.324156;39.72309
4.199381;4.298325;4.324125;36.03899
4.196175;4.299469;4.324125;36.41106
4.198088;4.301381;4.324125;36.22097
4.175156;4.294687;4.324125;38.49385
4.200994;4.302469;4.324094;35.93244
4.200937;4.3026;4.324094;36.08778
4.202137;4.305562;4.324062;35.58339
4.190306;4.286963;4.324031;37.33039
4.190588;4.290469;4.324031;36.88401
4.201669;4.303088;4.324031;35.87513
4.198388;4.301119;4.324031;36.22917
4.177481;4.298231;4.324031;38.80645
4.200225;4.296244;4.324;36.0414
4.204163;4.30185;4.324;35.49804
4.187737;4.290357;4.324;36.90316
4.195462;4.296844;4.324;36.50921
4.1955;4.298738;4.324;37.02987
4.162313;4.280194;4.324;40.06408
4.18935;4.289625;4.323969;36.88326
4.194169;4.295625;4.323969;36.40285
4.1937;4.297294;4.323968;36.86941
4.1874;4.286081;4.323937;36.6766
4.200938;4.299337;4.323906;35.76527
4.192313;4.295306;4.323906;36.96459
4.192425;4.294631;4.323875;37.35768
4.18845;4.2909;4.323875;37.03088
4.194019;4.297294;4.323875;36.70691
4.193794;4.292606;4.323844;36.38009
4.195819;4.300144;4.323843;36.16994
4.194656;4.29795;4.323812;36.14735
4.195387;4.293862;4.323781;36.35048
4.192613;4.292119;4.323781;36.17174
4.20135;4.300425;4.323781;36.04564
4.197431;4.296694;4.323781;36.51973
4.187831;4.29165;4.323781;37.46167
4.195313;4.292775;4.32375;36.56556
4.201632;4.303762;4.32375;36.39093
4.191769;4.295925;4.32375;36.47413
4.191563;4.289831;4.323719;36.95222
4.190869;4.290319;4.323719;37.37186
4.196006;4.298831;4.323719;37.02458
4.185843;4.288387;4.323719;35.93221
4.193419;4.293037;4.323688;36.92307
4.193944;4.298306;4.323688;36.1633
4.191806;4.2948;4.323688;36.96049
4.201331;4.300781;4.323625;35.75302
4.193494;4.295588;4.323625;36.73227
4.175475;4.296225;4.323625;38.90118
4.193531;4.29;4.323594;37.23167
4.192031;4.294125;4.323594;36.47657
4.194281;4.297594;4.323594;36.69047
4.178906;4.29975;4.323594;37.95721
4.190344;4.291819;4.323563;37.34824
4.1949;4.293169;4.323531;36.53928
4.193606;4.293094;4.323469;36.57134
4.198819;4.301794;4.323469;36.18839
4.17435;4.294837;4.323469;38.47609
4.19685;4.294256;4.323438;36.231
4.197356;4.2957;4.323438;36.32365
4.186875;4.288406;4.323438;37.2258
4.20165;4.3047;4.323438;35.57951
4.173619;4.294913;4.323438;39.04036
4.202156;4.301456;4.323406;36.08296
4.193681;4.293337;4.323406;36.83747
4.195275;4.29615;4.323406;36.67442
4.200112;4.302544;4.323406;36.02347
4.194637;4.297631;4.323375;36.26132
4.1907;4.287525;4.323344;37.10368
4.195575;4.292419;4.323344;37.00198
4.1796;4.300969;4.323344;38.52898
4.195125;4.292737;4.323313;36.17959
4.194731;4.2942;4.323281;36.00223
4.193419;4.294687;4.323281;36.1952
4.195425;4.295981;4.323281;36.67614
4.168688;4.28625;4.323281;39.35716
4.177894;4.299131;4.323281;38.74028
4.198275;4.297762;4.32325;35.92168
4.197113;4.296675;4.32325;35.98154
4.19295;4.296787;4.32325;36.89982
4.192294;4.292325;4.323219;37.1869
4.200488;4.301925;4.323219;36.08336
4.200469;4.302732;4.323219;36.03171
4.190494;4.292512;4.323219;37.13523
4.19835;4.3005;4.323187;36.68373
4.198987;4.302056;4.323187;36.12406
4.171444;4.291631;4.323187;39.06796
4.191657;4.290656;4.323125;36.97446
4.192762;4.291669;4.323125;36.1303
4.19925;4.29825;4.323125;35.83085
4.198519;4.300106;4.323125;36.74789
4.192707;4.295756;4.323125;36.58604
4.171594;4.291875;4.323125;39.55353
4.198894;4.301119;4.323094;36.31079
4.195481;4.297969;4.323094;36.71066
4.166981;4.285331;4.323094;39.55588
4.162332;4.282256;4.323094;39.9191
4.179844;4.300238;4.323094;38.65507
4.179525;4.301044;4.323094;38.2298
4.190981;4.294387;4.323062;36.91973
4.189688;4.288987;4.323031;36.61155
4.188206;4.287993;4.323031;36.9481
4.198256;4.301194;4.323031;35.99353
4.190644;4.292737;4.323031;37.09935
4.161806;4.282031;4.323031;40.08549
4.162425;4.282256;4.323031;40.01078
4.201575;4.299694;4.323;35.86757
4.189369;4.291519;4.323;36.57563
4.163081;4.282575;4.323;39.87258
4.195781;4.296937;4.322969;36.2597
4.192875;4.294575;4.322969;36.57463
4.200844;4.30275;4.322969;35.91808
4.16955;4.290169;4.322969;39.67394
4.199119;4.298738;4.322937;35.6991
4.192856;4.292287;4.322937;36.94878
4.196906;4.300725;4.322937;36.14075
4.199231;4.299788;4.322906;35.79123
4.1943;4.295156;4.322906;36.53571
4.195444;4.297575;4.322906;36.24424
4.180462;4.301588;4.322906;37.97543
4.194993;4.295044;4.322875;36.77206
4.190231;4.289063;4.322844;36.86433
4.161713;4.280456;4.322844;40.16974
4.190531;4.290469;4.322813;36.71722
4.200206;4.302356;4.322813;35.84935
4.166981;4.28535;4.322813;39.40724
4.169719;4.290563;4.322813;39.6729
4.193438;4.295044;4.322782;36.83529
4.196568;4.297856;4.322782;36.20792
4.194131;4.296337;4.322782;36.85595
4.196175;4.298306;4.322781;36.04423
4.187438;4.282969;4.32275;37.00745
4.193269;4.293581;4.32275;37.18238
4.165987;4.286812;4.32275;39.67419
4.173862;4.295306;4.32275;38.45925
4.17465;4.294931;4.32275;38.87385
4.193156;4.292813;4.322719;36.27553
4.196231;4.296056;4.322719;35.99051
4.1904;4.289288;4.322719;36.83905
4.19535;4.295212;4.322719;36.77144
4.189087;4.290956;4.322719;36.67402
4.202456;4.305713;4.322719;35.58971
4.179225;4.300444;4.322719;38.07149
4.174819;4.2963;4.322719;38.72578
4.192425;4.288144;4.322687;37.17498
4.1937;4.295756;4.322656;36.60651
4.187719;4.291481;4.322656;36.89743
4.169812;4.290281;4.322656;39.59764
4.192725;4.294575;4.322625;36.55064
4.2;4.299;4.322594;35.6026
4.190981;4.291519;4.322594;36.49187
4.19505;4.298587;4.322594;36.17155
4.194319;4.297406;4.322563;36.98604
4.186931;4.30905;4.322563;37.86053
4.1979;4.300293;4.322562;36.0525
4.194113;4.292775;4.322531;36.16244
4.194319;4.297744;4.322531;36.63608
4.199512;4.296375;4.3225;36.5606
4.203675;4.303388;4.3225;35.37089
4.197919;4.297537;4.3225;35.81858
4.186406;4.288969;4.3225;37.07584
4.175475;4.296863;4.3225;38.45736
4.174875;4.295719;4.3225;38.89257
4.197469;4.293375;4.322469;36.70235
4.199006;4.298025;4.322469;35.83577
4.179018;4.300463;4.322469;38.40722
4.180444;4.302431;4.322469;38.19471
4.195125;4.292344;4.322437;36.49028
4.196157;4.295925;4.322437;36.22618
4.201763;4.3032;4.322437;35.86538
4.174313;4.295344;4.322437;38.41291
4.194431;4.294256;4.322375;36.0523
4.190887;4.292794;4.322375;36.60891
4.195069;4.298512;4.322375;36.49408
4.161281;4.280644;4.322375;39.99698
4.204219;4.300594;4.322344;34.97303
4.196438;4.296562;4.322344;35.99394
4.171744;4.290056;4.322344;39.37402
4.173769;4.293919;4.322344;39.24299
4.165425;4.285313;4.322344;39.62941
4.173788;4.295662;4.322344;38.61835
4.19535;4.2939;4.322281;36.19725
4.189294;4.291837;4.322281;37.22641
4.165406;4.284525;4.322281;39.42239
4.199512;4.299075;4.32225;36.08518
4.193231;4.297087;4.32225;36.82267
4.191787;4.292044;4.322219;36.24405
4.201538;4.30365;4.322219;36.23724
4.15995;4.280006;4.322219;39.40607
4.195256;4.296093;4.322187;35.9828
4.194375;4.296187;4.322187;36.25291
4.196625;4.29975;4.322187;36.22058
4.172137;4.290637;4.322187;38.46699
4.178719;4.299281;4.322187;38.27499
4.178662;4.299469;4.322187;38.99162
4.19535;4.292287;4.322156;36.31102
4.1928;4.292231;4.322156;36.24267
4.19115;4.291312;4.322156;36.65815
4.188375;4.29;4.322156;36.5148
4.190569;4.29345;4.322156;37.02731
4.192125;4.288125;4.322125;37.17868
4.187963;4.283887;4.322125;36.83175
4.174744;4.295906;4.322094;38.8752
4.190925;4.29105;4.322062;36.886
4.194713;4.295456;4.322062;36.5928
4.197769;4.299938;4.322062;35.75001
4.174725;4.295962;4.322062;38.51671
4.192594;4.289156;4.322031;36.09182
4.205944;4.302206;4.322031;34.92811
4.190063;4.290469;4.322031;36.59716
4.194713;4.296544;4.322031;36.24644
4.194112;4.296431;4.322031;36.42705
4.174593;4.295344;4.322031;39.20163
4.193569;4.295006;4.322;36.10029
4.189369;4.292062;4.322;37.11364
4.195688;4.297837;4.322;36.41607
4.188975;4.292494;4.322;36.7594
4.19085;4.287;4.321969;37.28439
4.194244;4.295175;4.321938;36.53024
4.191825;4.293919;4.321938;36.69754
4.190813;4.292438;4.321938;36.99137
4.169512;4.287337;4.321938;39.05016
4.188806;4.285144;4.321906;36.96048
4.201538;4.305244;4.321906;35.64138
4.194788;4.298944;4.321906;36.4501
4.166456;4.287787;4.321906;39.69285
4.173843;4.295137;4.321906;38.7233
4.195031;4.292906;4.321875;36.11997
4.196813;4.294406;4.321875;36.32084
4.192556;4.291837;4.321875;36.32486
4.176656;4.297969;4.321875;38.3357
4.189275;4.288087;4.321844;36.83223
4.176375;4.2978;4.321844;38.87238
4.192519;4.292344;4.321813;37.10544
4.192163;4.294069;4.321813;36.65436
4.196719;4.298512;4.321813;36.67003
4.165894;4.285406;4.321813;39.08216
4.177706;4.298887;4.321813;38.02292
4.198444;4.296338;4.32175;35.61561
4.203206;4.30155;4.32175;35.49574
4.1991;4.29825;4.32175;35.71704
4.18125;4.2813;4.32175;37.8981
4.196494;4.299656;4.32175;36.18862
4.166719;4.2852;4.32175;39.6591
4.190756;4.288238;4.321719;37.30252
4.193719;4.291012;4.321719;36.19296
4.198875;4.298718;4.321719;35.88971
4.199775;4.302319;4.321719;36.27313
4.1622;4.281563;4.321719;39.91528
4.173563;4.294406;4.321719;38.55806
4.189369;4.288875;4.321688;36.40027
4.185675;4.287131;4.321688;36.73539
4.195369;4.298062;4.321688;36.19351
4.194244;4.299412;4.321688;36.49786
4.191844;4.291706;4.321656;36.60473
4.193963;4.294519;4.321656;36.71227
4.194825;4.294312;4.321625;36.57273
4.201256;4.303931;4.321625;36.01752
4.198763;4.302863;4.321625;36.1299
4.179544;4.300744;4.321625;37.97543
4.199062;4.299337;4.321594;35.81444
4.199175;4.302131;4.321594;35.94501
4.1955;4.297987;4.321594;36.52454
4.193981;4.296544;4.321594;36.46954
4.194581;4.294125;4.321563;36.26313
4.194806;4.297931;4.321563;36.29881
4.167637;4.285838;4.321563;39.04693
4.187888;4.286438;4.321562;36.73556
4.19535;4.295381;4.321562;36.18829
4.1589;4.2795;4.321562;40.12154
4.177312;4.298438;4.321562;38.45221
4.1979;4.298081;4.321531;36.07711
4.195031;4.298363;4.321531;36.4609
4.191506;4.289625;4.3215;36.46574
4.197375;4.295025;4.321469;36.25507
4.195031;4.296187;4.321469;36.35764
4.194525;4.2948;4.321437;36.29277
4.195988;4.299337;4.321437;36.21677
4.183012;4.305037;4.321437;38.16307
4.201875;4.298156;4.321406;34.97099
4.195781;4.294781;4.321406;36.1059
4.193269;4.292457;4.321375;36.30101
4.162087;4.281337;4.321375;40.05988
4.191;4.291931;4.321312;36.60513
4.199325;4.298156;4.321281;35.65669
4.186444;4.287919;4.321281;37.24533
4.197675;4.300762;4.321281;35.62912
4.167337;4.285406;4.321281;39.05721
4.170487;4.292175;4.321281;39.5276
4.176056;4.296619;4.321281;38.49196
4.176056;4.29735;4.321281;38.36098
4.19325;4.292719;4.32125;36.20049
4.195687;4.294969;4.32125;36.32186
4.192613;4.29315;4.32125;36.56954
4.186687;4.285781;4.32125;36.72852
4.166775;4.284056;4.32125;39.38527
4.1991;4.298475;4.321219;35.74944
4.197769;4.295887;4.321187;36.28299
4.193681;4.293825;4.321187;36.56988
4.204631;4.300875;4.321125;34.94704
4.196719;4.295606;4.321125;35.97292
4.194731;4.294144;4.321125;36.11979
4.192013;4.292906;4.321125;36.24624
4.166981;4.284806;4.321125;39.7327
4.170319;4.288013;4.321125;40.06496
4.199419;4.297744;4.321094;35.85931
4.196213;4.298438;4.321094;35.76954
4.205438;4.301794;4.321063;34.92453
4.165237;4.284038;4.321063;39.53457
4.200731;4.2987;4.321;35.86762
4.192538;4.290863;4.321;36.29218
4.194057;4.295794;4.321;36.20552
4.167844;4.286963;4.320969;39.20271
4.173563;4.294463;4.320969;38.6212
4.162538;4.28205;4.320938;39.8602
4.182825;4.282557;4.320906;37.94073
4.187344;4.288087;4.320906;36.70038
4.198762;4.298625;4.320875;35.89536
4.198144;4.297706;4.320875;36.03959
4.189481;4.288912;4.320875;36.59896
4.1979;4.300875;4.320875;36.15664
4.171875;4.292944;4.320875;38.60985
4.192781;4.292269;4.320844;36.32546
4.191281;4.2951;4.320844;36.80067
4.196044;4.299319;4.320844;36.40306
4.175906;4.29735;4.320844;38.23087
4.194881;4.298119;4.320812;36.83136
4.184887;4.285913;4.320781;36.80687
4.190006;4.29015;4.320781;36.59934
4.191188;4.294406;4.320781;36.8003
4.190869;4.289437;4.32075;36.81565
4.196044;4.294763;4.32075;36.2705
4.197244;4.296956;4.32075;35.98849
4.191563;4.295213;4.32075;36.85029
4.19715;4.293638;4.320719;36.0569
4.194975;4.294463;4.320719;36.39189
4.190325;4.289025;4.320719;37.11132
4.192838;4.292269;4.320719;36.31786
4.194413;4.298269;4.320719;36.39788
4.1754;4.296525;4.320719;38.62906
4.176019;4.296469;4.320688;38.98577
4.193794;4.291013;4.320687;36.03836
4.192688;4.291331;4.320687;36.28858
4.191038;4.292418;4.320687;36.58942
4.169419;4.287206;4.320687;39.39008
4.176825;4.298625;4.320687;38.08733
4.180856;4.281056;4.320656;38.02099
4.163888;4.283325;4.320656;39.98099
4.162612;4.281694;4.320656;39.84539
4.178231;4.299281;4.320656;38.31705
4.1778;4.298925;4.320656;38.28693
4.194562;4.290412;4.320625;36.66309
4.199906;4.299656;4.320625;35.73231
4.1982;4.302113;4.320625;36.15888
4.18995;4.286963;4.320594;37.3267
4.167356;4.286925;4.320563;39.00574
4.197919;4.300425;4.320562;35.88749
4.162575;4.281675;4.320562;39.97407
4.19205;4.290019;4.320531;36.41085
4.196944;4.297575;4.320531;35.9482
4.189181;4.290806;4.320531;36.43102
4.187887;4.287862;4.3205;36.8031
4.183238;4.283513;4.3205;37.19317
4.19235;4.293075;4.3205;36.78174
4.19115;4.294087;4.320469;36.35708
4.175025;4.292438;4.320469;38.40567
4.174106;4.295419;4.320469;38.50615
4.180481;4.301737;4.320469;38.24932
4.195931;4.296356;4.320468;36.14154
4.19835;4.2945;4.320437;36.11177
4.19985;4.29645;4.320437;35.9435
4.191131;4.290263;4.320437;36.30899
4.195857;4.295156;4.320406;35.99799
4.194506;4.296225;4.320406;36.09232
4.181287;4.302525;4.320406;38.20917
4.190456;4.29075;4.320375;36.81239
4.193644;4.296356;4.320375;36.30339
4.190756;4.293937;4.320375;37.36838
4.165707;4.284038;4.320375;39.40005
4.195275;4.298738;4.320344;36.12401
4.194488;4.298025;4.320344;36.23158
4.175569;4.2969;4.320344;38.72794
4.190156;4.291875;4.320313;36.38583
4.186406;4.286438;4.320282;36.83886
4.174912;4.2954;4.320281;38.42634
4.19355;4.295081;4.32025;36.64882
4.194694;4.294162;4.320219;35.96946
4.191244;4.291331;4.320219;36.81714
4.193512;4.293488;4.320219;36.29421
4.187288;4.286419;4.320219;36.96089
4.194413;4.295887;4.320219;36.24203
4.195181;4.294687;4.320188;35.9274
4.196157;4.296563;4.320156;36.0777
4.191;4.292044;4.320156;36.50643
4.187363;4.290169;4.320156;37.0238
4.190475;4.2903;4.320125;36.45339
4.196456;4.299994;4.320125;36.15605
4.178813;4.299844;4.320125;38.08543
4.194281;4.293937;4.320094;36.20786
4.190362;4.290169;4.320063;36.5757
4.16715;4.285481;4.320063;39.15523
4.193812;4.293243;4.320031;36.27657
4.195818;4.291969;4.319969;36.07025
4.191338;4.291612;4.319969;36.29421
4.189387;4.292212;4.319969;37.42104
4.166419;4.284356;4.319969;39.04316
4.202475;4.302169;4.319938;35.14011
4.177406;4.299112;4.319937;38.04135
4.168031;4.286438;4.319906;39.20721
4.192425;4.292381;4.319875;36.52197
4.195069;4.298138;4.319875;36.42385
4.194619;4.291388;4.319844;36.01799
4.193475;4.29105;4.319844;36.36028
4.196419;4.296787;4.319844;35.63915
4.161075;4.280044;4.319813;39.56568
4.196981;4.294875;4.319781;35.64242
4.195538;4.298944;4.319781;36.08737
4.196382;4.296075;4.31975;36.18676
4.188282;4.289306;4.31975;36.94726
4.187775;4.287619;4.319688;37.05149
4.19805;4.297537;4.319687;35.97999
4.202925;4.299319;4.319656;34.96015
4.186612;4.287262;4.319656;36.66719
4.173488;4.291875;4.319656;38.44489
4.172062;4.292362;4.319656;38.70574
4.184025;4.283606;4.319625;37.0293
4.195744;4.296375;4.319625;36.58937
4.199438;4.301756;4.319625;35.96241
4.175869;4.29705;4.319625;38.15967
4.173844;4.295044;4.319625;38.38241
4.188938;4.290581;4.319594;36.44941
4.195538;4.298438;4.319594;35.60407
4.192125;4.29165;4.319531;36.31343
4.185319;4.287019;4.319531;37.26819
4.188188;4.292531;4.319531;36.66258
4.168556;4.285931;4.319531;39.03315
4.161862;4.281581;4.319531;39.55886
4.194806;4.291687;4.3195;36.16248
4.196794;4.298906;4.3195;35.7321
4.197169;4.299656;4.319469;35.88097
4.202644;4.298494;4.319438;35.02233
4.193306;4.295175;4.319438;36.20061
4.167543;4.287169;4.319438;39.2604
4.161619;4.280794;4.319438;39.65895
4.162463;4.281675;4.319438;39.87058
4.191375;4.291106;4.319407;36.4462
4.187062;4.288406;4.319407;37.25235
4.196119;4.296394;4.319406;36.10331
4.186913;4.29045;4.319406;36.9073
4.199625;4.297781;4.319375;35.51892
4.189425;4.293731;4.319375;37.36253
4.175306;4.296881;4.319375;38.51994
4.19355;4.292588;4.319313;35.57542
4.159481;4.277944;4.319313;39.58479
4.195556;4.295625;4.319281;36.00945
4.160775;4.279987;4.319281;39.96572
4.188019;4.287956;4.31925;36.83686
4.19055;4.293019;4.31925;36.36227
4.158919;4.279125;4.31925;39.94897
4.177481;4.298738;4.31925;38.12395
4.201781;4.302281;4.319219;35.13079
4.188281;4.288312;4.319219;36.65674
4.19145;4.294819;4.319219;36.61804
4.1628;4.28265;4.319219;39.57687
4.174687;4.29525;4.319219;38.4343
4.187419;4.287225;4.319188;37.01497
4.18695;4.290338;4.319188;36.40985
4.191975;4.29555;4.319188;36.71022
4.174687;4.292681;4.319188;38.40887
4.176544;4.29795;4.319188;38.11003
4.192088;4.291875;4.319187;36.57407
4.189031;4.290094;4.319156;36.50264
4.189819;4.291931;4.319156;36.72693
4.161844;4.282162;4.319156;40.0144
4.201256;4.297312;4.319125;35.44924
4.194975;4.294238;4.319125;36.0759
4.19115;4.293037;4.319125;36.76908
4.192425;4.291388;4.319094;36.43601
4.191957;4.291256;4.319094;36.11318
4.186706;4.288594;4.319094;37.27932
4.199775;4.300912;4.319094;35.85442
4.165744;4.2864;4.319094;39.41249
4.200094;4.296638;4.319063;35.8982
4.198144;4.301006;4.319063;36.22337
4.194956;4.292269;4.319062;36.01031
4.169512;4.288013;4.319062;38.45832
4.19535;4.295775;4.319031;35.97265
4.160025;4.2807;4.319031;39.85891
4.176263;4.297744;4.319031;38.35504
4.1955;4.294706;4.319;35.99108
4.200037;4.300669;4.319;35.13638
4.190156;4.291181;4.319;36.32627
4.165462;4.28295;4.319;39.05776
4.176131;4.297125;4.319;38.26986
4.192369;4.2915;4.318969;36.27977
4.188581;4.290094;4.318969;35.73983
4.196569;4.296375;4.318938;35.9454
4.194131;4.292287;4.318937;35.82832
4.196494;4.29585;4.318937;35.9616
4.19115;4.291819;4.318937;36.11111
4.169962;4.290394;4.318937;38.86902
4.199138;4.296262;4.318906;35.77562
4.186969;4.283438;4.318906;37.05248
4.198406;4.298156;4.318906;35.01361
4.191937;4.290637;4.318875;36.51552
4.191656;4.292512;4.318875;36.25985
4.190119;4.292175;4.318875;36.62222
4.171294;4.288631;4.318875;38.47647
4.179937;4.301119;4.318875;37.85743
4.193944;4.295625;4.318844;36.2007
4.1913;4.290431;4.318812;36.12807
4.192913;4.292737;4.318812;35.91538
4.189257;4.291088;4.318812;36.87535
4.193344;4.292344;4.318781;36.21696
4.190588;4.293394;4.318781;36.54268
4.190794;4.294612;4.318781;35.92171
4.189031;4.285406;4.31875;36.98065
4.190756;4.291256;4.31875;36.24582
4.190794;4.291856;4.31875;36.59896
4.1682;4.2864;4.31875;39.48411
4.173187;4.294687;4.31875;38.45793
4.199287;4.303256;4.318719;35.63098
4.191206;4.291612;4.318687;36.16772
4.197525;4.297313;4.318687;35.11484
4.167037;4.285125;4.318687;38.75702
4.198969;4.298007;4.318656;35.70705
4.173281;4.294387;4.318656;38.60953
4.178119;4.299131;4.318656;38.08504
4.198931;4.298419;4.318625;35.04038
4.188787;4.289288;4.318625;36.69681
4.19445;4.294481;4.318594;35.99537
4.185975;4.285969;4.318594;36.57323
4.192219;4.295044;4.318594;36.48126
4.167375;4.285819;4.318594;39.06819
4.166794;4.287356;4.318594;39.10297
4.177312;4.298437;4.318594;37.99824
4.190325;4.29165;4.318563;36.51576
4.189162;4.289907;4.318563;36.66407
4.193625;4.298344;4.318563;36.05495
4.164019;4.284281;4.318563;39.70647
4.188656;4.290806;4.318532;36.6615
4.194075;4.292006;4.318531;36.41606
4.168987;4.286531;4.318531;38.98618
4.166887;4.287825;4.318531;39.02605
4.164337;4.285631;4.318531;39.09943
4.171594;4.293281;4.318531;38.80266
4.193531;4.294612;4.3185;36.5602
4.190025;4.290863;4.3185;36.90313
4.190494;4.293131;4.3185;36.49124
4.197712;4.298512;4.318469;35.34335
4.1937;4.295419;4.318469;36.21127
4.192181;4.295831;4.318469;36.43143
4.192912;4.296675;4.318469;35.91462
4.172438;4.289644;4.318469;38.43845
4.177144;4.298419;4.318469;38.04299
4.194938;4.294594;4.318438;35.99797
4.186725;4.2858;4.318438;36.65408
4.186031;4.285125;4.318438;36.72119
4.194319;4.293637;4.318438;36.06784
4.190513;4.291388;4.318438;36.2535
4.1937;4.295437;4.318438;36.24826
4.189594;4.291707;4.318438;36.12414
4.174237;4.295738;4.318406;38.19623
4.182919;4.284637;4.318375;36.76514
4.189256;4.2921;4.318375;36.02664
4.165088;4.284431;4.318375;39.34657
4.187081;4.2861;4.318344;36.63709
4.191957;4.29645;4.318344;35.79696
4.191937;4.291406;4.318313;35.89701
4.188488;4.289719;4.318313;36.87945
4.193062;4.290619;4.318312;36.01247
4.184175;4.284281;4.318281;37.19863
4.189669;4.290788;4.318281;36.6015
4.196531;4.2939;4.31825;35.61724
4.1859;4.285706;4.31825;36.82996
