K5T6.PV;K5P10.PV;K5LCV1I.PV;K5F5.PV;K5T14.PV;K5F6X.PV
177.9675;4.324219;55.45156;39.21797;366.5775;32.78597
177.4763;4.285781;53.04844;37.81382;367.0331;32.7858
177.5975;4.312687;53.06844;38.74247;367.0275;32.78458
178.1125;4.326282;57.37594;40.2047;366.6225;32.78381
176.8163;4.289781;51.595;37.68491;367.3256;32.78369
177.6575;4.305532;53.34687;38.08003;367.6556;32.7834
177.5025;4.314157;54.03469;38.02981;366.9319;32.78313
176.9037;4.313594;53.56719;38.58569;367.4887;32.78312
176.8663;4.314031;53.10969;38.59632;367.5919;32.78298
176.265;4.222969;50.18781;37.50901;367.6519;32.78285
176.8163;4.321938;53.53188;39.05016;367.3875;32.78071
177.1563;4.311875;54.31219;37.8344;368.1094;32.78028
176.7375;4.297344;53.27625;37.8933;367.92;32.77979
176.635;4.285594;52.92125;37.57053;366.9619;32.7796
178.1113;4.326344;57.24031;39.55941;366.6112;32.77897
177.215;4.317532;53.69218;38.07793;366.7669;32.77737
176.8225;4.314625;53.31125;39.15448;367.7025;32.77703
176.2675;4.229406;51.58969;38.83696;367.4644;32.77502
176.8763;4.295344;52.6725;37.72152;368.0625;32.77446
177.7775;4.305844;53.51813;38.56617;367.4869;32.7721
177.0838;4.30725;53.51062;37.789;368.1263;32.77162
176.8188;4.310562;53.67;37.85202;367.935;32.7706
177.2075;4.327875;54.09188;39.33111;367.2019;32.76735
177.6563;4.315;54.71437;39.02683;367.4531;32.76662
177.7325;4.3325;55.98531;40.23581;366.6825;32.76585
178.2712;4.309625;54.71625;39.92749;366.5887;32.76511
176.3725;4.235469;52.99281;39.5829;366.93;32.765
177.4675;4.319313;54.96812;39.58479;367.0575;32.76363
177.535;4.319;54.28188;39.05776;367.3838;32.76337
176.2887;4.233593;52.45125;39.44042;367.2469;32.76038
177.85;4.307781;54.52312;38.81787;367.815;32.76003
178.0175;4.292875;54.28125;38.22592;366.9413;32.75882
177.7063;4.318875;53.70625;37.85743;366.8475;32.75829
176.8375;4.301969;52.71125;37.70518;367.7137;32.75566
177.65;4.28025;54.82563;39.73061;366.5925;32.75545
176.56;4.316563;52.46031;38.44741;367.5731;32.75502
176.7437;4.313594;53.31562;39.1372;367.7306;32.75407
176.865;4.314594;53.67469;37.85166;367.7925;32.75341
177.6175;4.324125;53.83718;38.49385;367.4456;32.75226
177.62;4.313375;54.71437;39.03315;367.4213;32.75217
176.5663;4.310219;54.16719;38.1379;367.7213;32.75031
176.8425;4.312313;53.21563;38.5112;367.5075;32.74925
177.175;4.310594;52.5875;37.19727;367.0631;32.74857
177.5513;4.314531;53.25969;38.51578;366.9994;32.74716
176.815;4.277469;53.39344;38.42025;367.2844;32.74645
176.84;4.308563;53.18937;38.52955;367.7006;32.74554
177.0963;4.319438;54.37781;39.65895;367.1231;32.74484
176.8288;4.316813;53.17594;38.57296;367.6594;32.74439
177.95;4.323094;55.38812;39.9191;367.1606;32.74385
177.3913;4.310844;53.99031;39.21217;366.6169;32.74303
178.0887;4.325375;56.56156;39.48795;366.75;32.74047
176.8675;4.311687;53.18656;38.53126;367.6819;32.73856
176.405;4.232969;52.98469;39.52943;367.185;32.73828
177.0075;4.314813;54.96781;39.10726;366.8944;32.738
176.8737;4.305969;53.17969;38.57164;367.5187;32.73743
176.685;4.311469;53.30875;39.13906;367.7606;32.73508
177.2663;4.314813;54.97812;39.60811;367.2056;32.73455
177.8887;4.3265;55.87781;40.24627;366.8156;32.73442
176.405;4.238781;53.79;39.74431;366.7913;32.73293
177.5813;4.322062;53.73;38.51671;367.4456;32.73276
177.4713;4.332781;54.04875;38.89391;366.9262;32.73225
178.275;4.31725;55.18531;39.08308;366.6506;32.73129
176.8;4.303625;53.9175;37.94498;366.9675;32.73106
177.33;4.318125;54.97844;39.58582;367.1175;32.72887
177.5488;4.3155;54.98625;39.65437;367.3256;32.72827
177.1938;4.317969;53.69344;38.12742;366.9;32.72739
177.38;4.33325;54.53625;38.77269;367.2825;32.72675
177.24;4.319188;53.46531;38.11003;366.9131;32.72545
177.5225;4.319281;55.93781;39.96572;367.0912;32.72504
177.2813;4.278062;54.44594;39.73097;366.4669;32.72387
177.495;4.319969;54.45781;39.04316;367.0631;32.722
177.7875;4.304062;54.41406;38.39164;367.2188;32.72188
177.385;4.328094;53.92;39.00222;366.81;32.7211
177.9462;4.297156;54.27469;38.26454;366.8588;32.72066
176.845;4.310937;53.30782;39.17694;367.7494;32.7179
176.7475;4.300063;52.4375;37.72056;367.6031;32.71789
177.495;4.300969;54.48187;39.0354;366.6412;32.71779
177.56;4.323;54.85594;39.87258;367.3106;32.71749
176.6687;4.317937;53.61469;39.03876;367.6013;32.71678
177.64;4.316375;54.49094;39.06837;367.4756;32.7155
177.16;4.312687;54.61875;39.63217;367.1475;32.7145
177.115;4.304031;54.16687;39.22497;366.7838;32.71362
177.9388;4.298469;54.28406;38.19863;366.7575;32.7133
177.3887;4.28025;54.78062;39.8717;366.5306;32.71247
177.0287;4.313781;53.91282;39.54704;367.4006;32.70945
177.5437;4.318594;54.69687;39.06819;367.4194;32.70922
177.81;4.306437;53.75;38.66416;367.7025;32.70907
178.0125;4.326437;55.02438;39.21481;366.6619;32.70846
177.8625;4.306094;55.58281;38.90922;367.2563;32.70659
177.4063;4.291594;54.6325;38.16078;366.3919;32.70651
176.8913;4.316781;52.59219;37.09889;367.0519;32.70646
176.6575;4.301687;52.34719;37.78012;367.6744;32.70623
176.26;4.229344;52.025;38.83307;367.3725;32.70592
177.6263;4.319375;53.49281;38.51994;367.4962;32.70267
177.5887;4.3225;53.52719;38.45736;367.665;32.70247
176.4125;4.221125;50.86312;37.48227;367.9388;32.70122
178.065;4.324719;54.73906;38.44981;366.6544;32.70118
176.37;4.223219;50.84875;37.54353;368.0344;32.69895
176.9238;4.311594;53.93;39.555;367.5262;32.69747
177.9162;4.321719;55.39063;39.91528;367.2112;32.69747
176.755;4.310656;53.66031;37.94664;367.9388;32.69629
177.6875;4.316594;54.82875;39.82258;367.1794;32.69529
178.0712;4.326531;55.14812;38.49557;366.7594;32.69469
177.4837;4.314031;54.03594;39.07936;367.2131;32.69391
177.5975;4.316844;54.84281;39.80467;367.3856;32.69191
177.155;4.273219;53.79781;39.26905;366.4425;32.69165
177.8463;4.304313;54.93656;38.84579;367.4887;32.69049
177.9775;4.322719;53.49969;38.07149;366.6694;32.69032
177.6662;4.322437;54.4975;38.41291;367.5131;32.68847
177.2325;4.31625;54.70406;39.634;367.2019;32.6883
177.0425;4.274781;54.26313;39.22723;366.5419;32.68769
177.4713;4.320656;54.86063;39.84539;367.4813;32.68687
177.1237;4.305438;53.91312;37.83228;366.9113;32.68568
177.6687;4.323594;53.24187;37.95721;366.9375;32.68545
177.4725;4.311469;54.04156;38.0409;366.8981;32.68526
177.975;4.328281;55.64969;40.18118;366.9281;32.68385
176.5338;4.312375;53.19062;38.07338;367.71;32.68143
177.4875;4.27325;54.97094;39.85035;366.5494;32.68084
177.4975;4.31425;54.96844;39.64756;367.0894;32.67987
176.4675;4.230688;54.2225;39.63068;366.5775;32.67899
176.7663;4.274594;53.39094;38.41821;367.1006;32.67886
176.9563;4.297906;53.89531;37.82555;367.1288;32.67654
176.3425;4.217906;50.87594;37.51484;367.9088;32.67649
177.915;4.305219;55.09125;38.83549;366.8737;32.6753
177.3837;4.316281;54.97375;39.62955;367.2675;32.67444
176.7375;4.308437;53.66687;37.96011;367.8937;32.67322
177.0813;4.303031;54.17188;39.10187;366.6731;32.67184
177.0063;4.30975;52.59063;37.18202;367.0631;32.67107
176.9438;4.284531;53.20094;37.78706;366.0356;32.67065
178.115;4.328437;54.59969;38.56164;366.675;32.66921
177.66;4.313906;53.68563;39.06499;366.7687;32.669
176.63;4.28975;52.91906;37.52514;366.8044;32.66804
176.9413;4.317656;53.07344;37.84017;367.905;32.66705
176.7813;4.273281;53.39844;38.38031;367.0219;32.66695
177.8012;4.32475;56.16375;40.3003;366.8156;32.66646
177.46;4.289969;54.81313;38.17397;366.5887;32.66579
176.7137;4.300188;52.90375;37.79516;367.9519;32.66377
177.38;4.335218;54.15344;38.68318;367.3238;32.66278
176.9912;4.311687;53.9275;39.52117;367.3256;32.6624
177.0813;4.322344;55.43406;39.62941;366.9769;32.66163
177.1075;4.317156;55.55125;39.38031;366.9019;32.66158
177.275;4.288125;53.62719;38.09019;366.15;32.66107
176.52;4.233781;54.28563;39.64629;366.6056;32.66058
176.4525;4.295063;52.34281;38.28386;364.8581;32.66047
176.755;4.300781;51.63906;37.71805;367.7625;32.65899
177.4212;4.329594;53.56281;38.58936;367.5075;32.65847
177.0112;4.303843;53.55031;39.1866;366.84;32.65685
176.7287;4.301031;53.27219;37.83071;367.995;32.65582
176.9563;4.289844;53.39906;37.83527;365.8781;32.65561
177.4575;4.330406;54.60563;38.83645;366.9356;32.65526
178.05;4.322469;55.11187;38.40722;366.8831;32.65477
176.7;4.31175;54.03156;39.35549;367.1119;32.65419
177.2012;4.29925;54.04813;39.28744;366.6956;32.65386
177.04;4.319094;54.58219;39.41249;366.8963;32.65331
176.8813;4.27225;52.42781;38.40742;366.9619;32.65301
177.1025;4.305594;52.80875;37.81689;368.2331;32.65285
176.35;4.222625;50.86469;37.57452;367.7925;32.65281
177.5062;4.314406;54.22;38.0055;366.825;32.65218
177.1375;4.318406;53.70313;38.19623;366.7444;32.65165
177.4625;4.326313;55.94844;40.01519;367.1363;32.65162
177.055;4.293531;54.55;38.01909;366.0244;32.65066
176.8087;4.312469;54.94437;39.19328;367.2281;32.65038
177.0462;4.301156;53.90406;37.80917;367.0537;32.64888
176.8;4.310531;52.81281;38.18561;367.2431;32.64816
177.565;4.332062;55.97031;40.18117;367.1363;32.64808
177.4588;4.304125;54.7975;39.11693;366.5438;32.64784
177.7075;4.334594;55.01;38.67011;366.7875;32.64686
177.505;4.301031;54.17188;39.09443;366.5381;32.64681
177;4.303125;52.675;37.63683;368.1919;32.64677
177.055;4.311063;56.17469;39.57191;366.9544;32.64674
177.0475;4.308437;54.45594;38.70115;367.5;32.64586
176.9475;4.318594;54.98;39.10297;367.2019;32.6452
177.1813;4.314437;52.74719;37.22715;367.0106;32.64359
176.545;4.295344;51.82969;37.5906;366.9206;32.64338
176.7575;4.296094;53.27844;37.89338;367.935;32.64271
177.365;4.319438;54.85469;39.87058;367.4156;32.64082
177.4713;4.341063;54.61125;38.81284;367.4325;32.6404
177.9;4.325469;53.52781;38.05043;366.7669;32.63992
176.4187;4.301156;54.30781;38.48194;364.8806;32.63636
177.1913;4.301094;54.05156;39.20701;366.81;32.63618
177.8712;4.302187;54.39375;38.33868;367.2094;32.63564
177.8112;4.305562;53.55938;38.57711;367.7475;32.63558
176.5275;4.307469;53.69969;38.04795;367.8188;32.63416
176.8537;4.310937;54.97313;39.11414;367.1363;32.63385
176.6825;4.297438;52.34438;37.80111;367.6594;32.63216
177.3075;4.320344;53.32594;38.72794;366.9375;32.63141
177.5025;4.297937;55.66188;38.83963;366.4425;32.63121
177.6125;4.319937;53.60625;38.04135;367.0144;32.631
177.4288;4.303625;53.95969;39.16523;366.6881;32.63055
176.9012;4.308687;53.30469;39.16581;367.4513;32.62899
177.1363;4.327;54.08875;39.35923;367.1531;32.6278
176.6925;4.293531;52.6325;38.20575;365.0625;32.62619
176.9825;4.29975;53.91093;37.88857;366.9019;32.62252
177.89;4.30475;53.72969;38.88436;367.5225;32.62244
177.875;4.298375;54.39375;38.29683;367.4887;32.62173
177.035;4.323438;55.60875;39.04036;366.9;32.62077
176.62;4.296844;52.75531;38.5424;366.7444;32.61836
176.8112;4.301594;53.91687;37.93826;366.9637;32.6178
177.8887;4.306219;54.75625;38.68344;366.9413;32.61777
176.6375;4.305938;53.67562;37.99938;367.7813;32.61621
176.6138;4.297719;51.88469;38.30698;367.5563;32.61604
176.8525;4.312312;53.64125;39.5597;367.68;32.61569
177.475;4.324031;54.03875;38.80645;366.855;32.61388
177.1288;4.32775;53.55531;38.54313;367.2919;32.61283
177.3188;4.330344;54.76969;39.6804;367.0931;32.61273
176.9162;4.301312;53.8975;37.81055;367.0463;32.61254
176.9037;4.318531;54.96875;39.09943;366.9937;32.61097
177.3275;4.302125;54.02594;39.21109;366.5363;32.61078
177.3838;4.320688;54.08062;38.98577;366.96;32.60997
177.7937;4.322906;54.6025;37.97543;366.9525;32.60991
178.2363;4.317625;55.17562;39.01267;366.7406;32.60979
177.1225;4.308063;54.48906;38.76388;367.3744;32.60897
177.5313;4.299219;54.20094;39.11155;366.5344;32.60861
176.6438;4.306844;53.68813;38.02025;367.7606;32.60754
177.6;4.319219;53.53312;38.4343;367.5;32.60748
176.9088;4.274688;53.00281;38.77395;366.8494;32.6067
176.7025;4.296781;52.3425;37.76954;367.6387;32.60572
176.8;4.285156;51.57188;37.58164;367.1812;32.60493
177.5038;4.321844;54.05188;38.87238;366.795;32.60466
177.6675;4.329406;55.9675;40.12555;367.0537;32.60423
177.0188;4.307625;52.80594;37.85111;367.9875;32.60389
177.0538;4.314031;52.58781;37.25666;367.0162;32.6031
176.8788;4.307156;53.73687;39.41015;367.185;32.60305
176.6888;4.290563;52.84031;37.52628;367.14;32.60151
176.655;4.301031;51.88094;37.85163;367.59;32.59921
176.8412;4.274906;53.38437;38.44392;367.3406;32.59909
177.0475;4.272062;53.9575;39.27171;366.7406;32.59866
177.1913;4.308781;54.47531;38.72465;367.3631;32.59692
176.2425;4.297344;53.97157;38.49122;364.7175;32.59628
176.4738;4.301219;53.29719;38.37893;364.8075;32.59572
176.9538;4.274656;53.95219;39.21214;366.5381;32.59431
177.3662;4.320938;54.86594;39.8602;367.2356;32.59346
176.8925;4.29625;53.46219;39.13107;366.8962;32.59291
177.9212;4.300531;54.46031;38.51244;366.7538;32.59222
176.8412;4.302438;53.90531;37.8846;367.0931;32.58998
177.5225;4.3055;55.23844;38.95655;366.4481;32.58927
177.2675;4.298406;54.04469;39.24058;366.7162;32.58727
176.9913;4.314469;54.91719;39.57706;366.7538;32.58676
177.7;4.330563;54.97531;38.51296;366.8813;32.58628
176.3913;4.29675;54.02219;38.46286;364.8581;32.58486
177.5938;4.316969;53.49406;38.53181;367.56;32.58411
177.5038;4.298094;54.52594;39.14241;366.48;32.58245
177.3725;4.308031;54.01906;39.2693;366.6131;32.58216
176.96;4.316187;55.285;39.56531;366.8662;32.57958
177.535;4.281969;54.96531;39.85364;366.6431;32.57834
176.8475;4.282156;53.18813;37.72073;365.8913;32.57806
177.45;4.334375;54.61063;38.83064;367.0687;32.57644
177.54;4.324906;54.03344;38.82839;366.885;32.57582
177.3038;4.332156;55.91188;38.62473;367.2263;32.57548
176.9612;4.301156;53.44313;39.17248;366.7744;32.57529
176.8125;4.294938;53.45813;39.07322;366.7125;32.57524
177.0063;4.3225;54.00906;38.89257;366.6656;32.574
177.9137;4.321625;54.5675;37.97543;366.8456;32.57244
177.8438;4.300188;55.86531;38.85682;367.4456;32.57218
177.8562;4.303594;54.41844;38.42878;367.14;32.57162
177.1325;4.290375;54.39281;38.08008;366.0244;32.56923
176.68;4.310906;53.59625;39.20633;367.2206;32.56857
177.4675;4.32275;55.11531;38.45925;366.8494;32.56815
176.7637;4.309625;54.02219;39.36696;366.9825;32.56779
177.3988;4.321125;55.3925;40.06496;367.1756;32.56721
176.2688;4.228781;52.12218;38.88062;367.4625;32.56661
177.4187;4.311313;53.7475;37.56021;367.065;32.56542
176.8725;4.276813;53.37594;38.37956;367.5206;32.56463
177.4637;4.336875;54.61625;38.83942;366.5456;32.56455
176.415;4.241437;54.225;39.72511;366.6169;32.56435
176.5625;4.293406;53.05781;37.59716;366.915;32.56397
177.875;4.317844;55.405;39.92053;367.1719;32.56055
177.635;4.335437;54.48063;38.62099;366.5081;32.56036
176.6425;4.297094;52.93906;37.90739;367.5488;32.55925
177.8638;4.300844;54.41875;38.35656;367.1269;32.55898
176.6987;4.29125;53.27656;37.85534;365.7506;32.55838
177.1175;4.328844;53.53594;38.51065;367.1119;32.55695
177.8488;4.31675;55.4125;39.87877;367.1137;32.55687
176.93;4.308969;54.98156;38.97478;367.0162;32.55669
177.625;4.321719;53.49156;38.55806;367.6219;32.55638
176.2737;4.230781;50.74313;38.73969;367.62;32.55635
177.4925;4.318031;54.02687;38.35402;366.8794;32.55548
176.81;4.27;52.4575;38.42237;366.9;32.55545
176.8838;4.315219;54.72;39.61876;366.9037;32.5542
176.7063;4.310562;54.02625;39.42273;367.2619;32.55384
176.675;4.30625;53.67594;37.97276;367.8319;32.55301
177.1638;4.287094;53.63125;38.08275;366.1481;32.55233
177.505;4.322094;54.61375;38.8752;366.8325;32.55198
177.095;4.320687;53.59969;38.08733;367.02;32.55159
176.7175;4.281125;53.18875;37.78571;365.9587;32.55154
177.5975;4.321906;53.4525;38.7233;367.4306;32.5504
177.1187;4.2775;55.22156;39.25304;366.5531;32.54772
176.2825;4.300937;53.96656;38.45038;364.875;32.54731
177.525;4.318156;53.41875;38.76033;367.3856;32.54669
177.4362;4.33525;54.61219;38.91428;366.5981;32.5452
176.88;4.314813;54.97063;39.11898;366.9637;32.5445
176.6525;4.304312;52.79625;38.92435;367.3931;32.54305
176.2375;4.296219;53.96875;38.5052;364.7269;32.53924
176.905;4.298219;53.44781;39.12544;366.7425;32.53896
176.6888;4.296062;52.74406;38.69054;366.75;32.53747
176.66;4.298375;52.76031;38.69022;366.645;32.53687
176.805;4.310719;54.01656;39.3899;366.8306;32.53666
178.0625;4.324532;55.13906;38.44772;366.6356;32.53539
177.1675;4.328969;53.5;38.14419;366.9;32.5351
175.9088;4.288406;53.75844;38.56767;364.6725;32.5331
177.1;4.319625;54.54781;38.38241;366.8737;32.53143
177.355;4.301125;54.01031;39.19477;366.7331;32.52348
177.44;4.330281;54.615;38.88268;366.6994;32.52296
176.6125;4.286313;53.29656;37.81977;365.8612;32.5219
176.615;4.295437;52.7575;38.48268;366.6619;32.5215
176.6788;4.297844;52.64594;38.29845;364.8975;32.51911
176.7137;4.314719;54.02875;39.31263;366.8606;32.51854
177.0063;4.317781;53.54656;38.46305;366.7087;32.5185
176.22;4.300812;53.01062;38.50237;364.9612;32.51584
176.6487;4.299;53.38625;38.16608;364.9237;32.51493
177.7225;4.312625;54.90406;39.82294;367.245;32.51397
177.1113;4.32775;53.67844;38.16861;367.0612;32.51073
175.8825;4.287313;53.76062;38.50138;364.83;32.51053
177.2025;4.332031;53.13438;38.08216;366.9675;32.51031
177.7025;4.339562;54.47281;38.69966;366.6975;32.50948
177.9037;4.303406;53.90406;38.48026;367.0688;32.50629
176.795;4.300906;53.3525;39.05029;366.8662;32.504
177.415;4.33975;55.30563;38.79334;366.1369;32.50283
177.4438;4.326594;54.07594;38.92194;366.855;32.50202
177.4638;4.334562;54.60812;38.87436;366.6487;32.50123
177.5375;4.318531;53.7075;38.80266;367.32;32.49691
175.7725;4.281563;53.75687;38.32467;364.7625;32.4952
176.165;4.295063;53.75063;38.48271;364.7437;32.49463
177.5863;4.318656;53.49531;38.60953;367.53;32.49462
176.9438;4.320281;54.78156;38.42634;366.8062;32.49422
177.2825;4.324625;55.08406;38.02119;367.3838;32.49242
177.7038;4.334219;54.48344;38.56768;366.6319;32.49086
177.2962;4.3125;53.08594;37.29608;367.0031;32.4886
178.1075;4.323344;54.56906;38.52898;366.5569;32.48804
177.4825;4.330875;54.61031;38.78938;367.0444;32.48781
177.5788;4.320969;53.45156;38.6212;367.4719;32.48758
176.3312;4.296437;53.97219;38.45905;364.8581;32.48683
176.9187;4.310625;52.63;37.11425;366.9375;32.48579
175.5912;4.287156;52.97594;38.59798;364.8131;32.48276
176.5825;4.293031;53.93687;38.34996;364.9388;32.48273
177.4525;4.333156;55.3225;38.75582;366.0881;32.48244
177.62;4.320469;53.49125;38.50615;367.4925;32.48171
175.7363;4.276;50.93656;37.81053;365.4244;32.48119
176.6337;4.297937;53.38344;38.23829;364.9312;32.48
177.5513;4.329031;53.61125;38.11197;367.0069;32.47956
177.1263;4.322563;54.99594;37.86053;367.2131;32.47873
177.1187;4.332187;53.725;38.17698;367.2844;32.47766
176.9975;4.317906;54.78593;38.55824;366.6469;32.47511
175.855;4.276375;50.61094;37.57084;365.2238;32.47496
176.38;4.298062;53.67031;38.5118;364.8975;32.47435
177.35;4.324531;53.93312;39.0771;366.9562;32.4721
175.8763;4.288281;53.74844;38.53428;364.8225;32.47209
177.1037;4.328563;55.00531;37.8711;367.1419;32.47166
176.2375;4.297375;53.98281;38.5501;365.0775;32.4715
177.375;4.335219;55.28719;38.76479;366.1181;32.47126
176.485;4.298406;53.47406;38.3433;364.8;32.46964
176.9138;4.273281;53.96219;39.04187;366.7913;32.46921
177.2762;4.310125;53.26406;38.92219;367.4513;32.46899
177.5238;4.318937;54.70344;38.86902;367.485;32.46767
177.7137;4.335625;54.47656;38.6432;366.7725;32.46759
177.4825;4.32275;54.69531;38.87385;366.8944;32.46731
177.6413;4.331125;54.47813;38.64057;366.4444;32.46725
177.3125;4.33375;54.2675;38.06728;367.0594;32.46604
177.305;4.291687;53.62281;38.034;366.1744;32.46578
177.12;4.33375;53.34719;38.43654;367.0781;32.46521
176.9588;4.327281;53.64969;37.46674;366.9263;32.46478
177.0625;4.324219;53.53531;38.65413;367.2;32.46437
175.9525;4.273844;51.315;37.37383;365.0513;32.4642
177.6575;4.333594;53.91562;38.11769;366.7762;32.46278
176.6125;4.308687;52.79313;38.99195;367.4738;32.46238
176.9125;4.283594;53.19437;37.73292;365.9625;32.45686
176.885;4.333156;53.02906;38.2782;366.7575;32.45631
176.935;4.323469;54.79;38.47609;366.585;32.45529
177.5038;4.335906;54.65969;38.06918;366.8775;32.45451
177.6537;4.33325;53.90969;38.09515;366.8288;32.45295
176.8812;4.286;53.19812;37.78629;366.0338;32.45233
176.3275;4.27775;52.76469;37.23796;365.5331;32.45204
177.51;4.331563;55.325;38.62891;366.2588;32.45191
176.5313;4.295781;52.75781;38.42564;366.7313;32.44966
176.6475;4.337718;53.6325;38.10947;367.1175;32.44914
176.7213;4.295656;53.03719;38.35466;365.0644;32.44886
177.1438;4.322469;53.75375;38.19471;367.1156;32.44507
177.53;4.331937;54.66;38.10699;366.8831;32.44505
176.845;4.276094;53.34125;38.39093;367.0744;32.44476
177.0437;4.320406;53.72375;38.20917;367.0969;32.44341
177.025;4.318656;53.89875;38.08504;367.0181;32.44271
176.4763;4.284281;53.42781;37.92907;365.6306;32.44164
177.5825;4.329782;53.39781;38.14878;366.9506;32.44118
177.3087;4.327;53.77875;38.0518;366.9787;32.43979
176.5125;4.298125;53.4675;38.43635;364.9538;32.43931
176.5125;4.294687;51.74531;37.59233;366.8156;32.43862
