K5PC5CH.OP;K5T4.PV;K5T7.PV;K5PC6CH.OP;K5T9_2.PV;K5T8_1.PV
55.31359;137.3152;51.39104;66.39344;26.5999;67.26729
55.59589;137.9168;51.45625;66.4139;26.89198;67.26271
55.40818;137.3378;51.42875;66.39313;26.29125;67.26229
55.64797;137.8987;51.50459;66.37776;25.94354;67.26229
55.45797;137.4581;51.33781;66.38495;26.71448;67.26104
55.47276;137.7574;51.51208;66.32849;26.50813;67.26041
55.7163;137.4236;51.42375;66.39849;27.04573;67.25459
55.26458;137.5692;51.50427;66.34974;27.27844;67.25417
55.91302;137.6062;51.42188;66.38734;27.29156;67.25313
55.70479;137.6911;51.45406;66.3689;26.3701;67.25282
55.49057;138.02;51.49688;66.36282;25.22437;67.24937
55.27781;137.8684;51.48365;66.37854;26.10292;67.24812
55.37427;137.6772;51.64219;66.38677;27.84458;67.24687
55.15583;137.4701;51.40136;66.37531;26.03365;67.2449
55.26094;137.8748;51.56385;66.37115;26.45615;67.2426
55.48646;137.579;51.42323;66.37302;26.83583;67.24177
55.51771;137.1004;51.64042;66.39224;27.67948;67.2374
55.27172;137.8051;51.55146;66.38849;27.08187;67.23427
55.44807;137.67;51.36739;66.36885;26.96781;67.23334
40.4049;129.2424;54.18615;51.80943;28.06729;67.23281
55.2949;137.175;51.65937;66.36604;27.7875;67.22865
45.5387;132.496;52.85448;56.91068;28.40021;67.22813
55.46614;137.6424;51.44125;66.39359;26.26563;67.22771
55.57854;137.3516;51.26385;66.38177;27.01677;67.22437
55.55823;137.4567;51.40719;66.37401;26.23969;67.22157
55.43323;137.6188;51.45948;66.37614;26.62156;67.22125
55.3676;137.8023;51.60115;66.3701;25.79323;67.22052
55.37604;138.054;51.59135;66.38276;26.51958;67.22031
55.42615;137.7708;51.48708;66.34766;27.22521;67.21385
55.36302;137.9567;51.5551;66.39761;27.42781;67.21333
55.20521;137.6651;51.51333;66.38156;26.69844;67.21313
45.56047;132.6721;52.80875;56.87912;29.44865;67.20844
55.45922;137.6916;51.5999;66.42167;28.0299;67.20615
55.54719;137.745;51.5526;66.40714;27.76677;67.20281
55.34167;137.6627;51.44979;66.33041;26.29271;67.19802
55.45922;137.6844;51.59666;66.40609;28.0026;67.19417
55.35266;137.5984;51.47427;66.35698;26.39729;67.19354
55.53578;137.6331;51.75781;66.41869;27.00292;67.19292
55.48167;137.568;51.52521;66.35828;27.0375;67.19281
55.20031;137.0753;51.57448;66.37448;27.38198;67.18906
55.40229;136.9971;51.5425;66.45349;27.04344;67.18698
55.67641;137.6032;51.465;66.38714;26.49969;67.1849
55.43594;137.1923;51.7374;66.38354;27.29437;67.1826
45.77979;132.8358;52.73729;57.15;29.73906;67.18135
55.36797;136.9857;51.58531;66.34062;27.75187;67.18052
55.38036;137.3539;51.22813;66.40896;27.10875;67.17667
55.61917;137.3513;51.20875;66.34985;27.05396;67.16323
55.09943;136.8285;51.55635;66.38557;27.25469;67.15625
55.49927;137.0314;51.66854;66.42422;27.82708;67.15459
55.25172;136.955;51.6101;66.36448;27.39344;67.15343
40.33766;129.0934;54.17552;51.78703;28.14573;67.15094
55.17109;136.9079;51.52302;66.37073;27.27719;67.14896
55.65646;137.1029;51.47886;66.41333;26.35656;67.14709
38.3601;128.3436;54.18594;49.81036;27.88896;67.14396
55.28542;137.0789;51.66292;66.35989;26.99063;67.1374
55.46391;137.673;51.49271;66.34745;25.94;67.13573
40.09089;128.9736;54.20438;51.49146;28.12062;67.13302
39.76573;128.7597;54.20615;51.22078;27.9874;67.13229
55.37099;136.9254;51.59636;66.41985;27.98156;67.12656
55.50312;137.1129;51.65302;66.31469;25.90958;67.12094
54.65302;136.2579;51.52885;65.42167;27.62042;67.11594
55.44677;137.2324;51.2201;66.34766;26.81614;67.11459
46.20927;132.98;52.69208;57.48792;29.64437;67.10969
37.83875;127.8081;54.25187;49.45031;27.99177;67.10709
54.65297;136.2695;51.52281;65.43057;27.5924;67.10438
55.46953;137.0405;51.53635;66.38042;27.37615;67.1025
55.49995;136.8837;51.50917;66.37349;27.63365;67.09729
55.32964;137.2541;51.4524;66.40401;26.68563;67.09657
54.54104;136.2591;51.4949;65.45417;27.53573;67.07281
55.49339;136.8682;51.35542;66.39594;27.88719;67.06864
55.62912;137.1446;51.39969;66.3938;27.70687;67.06834
55.43114;137.1252;51.22917;66.35438;26.98094;67.06386
54.90458;136.2432;51.49125;65.43078;27.43656;67.06354
37.7912;127.4409;54.30219;49.16948;28.16146;67.05521
55.33651;136.944;51.47333;66.3937;27.315;67.05417
54.43255;136.3496;51.51604;65.50656;26.98333;67.05271
55.1501;136.3627;51.48875;65.87933;27.44302;67.04729
55.54333;136.8298;51.41208;66.37994;27.87792;67.04531
55.51406;136.9058;51.35469;66.37787;27.71833;67.03646
55.47432;136.5863;51.46677;66.32516;27.58552;67.03427
55.46307;137.1148;51.64198;66.33901;25.96146;67.02729
55.55906;137.2413;51.26719;66.31776;27.04198;67.02115
55.51948;137.2109;51.26708;66.33839;26.96833;67.01583
46.2499;133.3409;52.61177;57.49516;29.55365;67.0099
54.65146;136.54;51.48864;65.47391;26.88844;67.00667
54.42995;136.3497;51.52458;65.46114;26.42031;67.00562
55.26839;137.1752;51.55448;66.37885;27.22948;66.99948
55.34328;137.1271;51.25021;66.34474;26.29125;66.97969
55.15662;137.1529;51.53865;66.32552;27.03563;66.96584
55.23964;136.9297;51.27844;66.29365;26.73604;66.95979
55.1811;137.0556;51.50521;66.33469;26.94208;66.95875
36.87203;127.0553;54.34469;48.4439;28.43198;66.95615
55.39333;137.0387;51.31781;66.37344;26.29885;66.95323
55.57578;137.1007;51.31302;66.37563;27.47323;66.95198
54.42339;136.4095;51.50615;65.44422;27.82219;66.94583
55.3539;137.0373;51.51886;66.34635;26.98792;66.94032
55.18568;137.0509;51.54021;66.34156;27.21552;66.94
55.34114;136.9191;51.61552;66.32396;26.54635;66.93406
55.43568;136.9602;51.5625;66.36063;26.84906;66.92917
55.39229;137.1778;51.3201;66.39661;27.32875;66.92521
55.35005;137.141;51.2174;66.35229;25.44031;66.92281
55.53838;137.4943;51.43406;66.29115;27.20958;66.91729
54.66828;136.5001;51.48479;65.44276;27.78344;66.91469
47.03953;133.4343;52.50261;58.29771;29.43792;66.91229
55.52255;136.9896;51.31198;66.37614;27.09156;66.91198
54.98755;136.9547;51.25292;66.32735;26.01708;66.91187
55.32292;137.2143;51.35021;66.33562;25.83906;66.90823
55.54713;137.2602;51.46708;66.34099;27.35573;66.90219
36.88531;126.5985;54.32188;48.45974;28.26917;66.89916
55.50365;137.2003;51.25073;66.26167;25.13042;66.89396
48.30563;133.4481;52.18167;59.29203;28.83937;66.89375
55.24443;136.9266;51.44167;66.30849;27.02594;66.89271
55.41359;137.42;51.41406;66.31958;26.64177;66.88688
48.32448;133.4802;52.27948;59.28479;29.0625;66.87719
36.8963;126.2845;54.29042;48.51333;27.17739;66.87448
55.31667;136.9444;51.35812;66.3838;27.27135;66.87375
54.58531;136.643;51.54594;65.42604;27.79448;66.86781
54.62568;136.4179;51.58031;65.43468;28.33312;66.86437
36.86646;126.082;54.29937;48.48042;27.41844;66.85385
47.80203;133.402;52.36531;58.93828;29.26896;66.85188
36.77489;126.4365;54.31052;48.50682;27.77729;66.83656
54.52146;136.2604;51.53292;65.43765;28.39802;66.83552
55.72562;136.9575;51.42302;66.34782;27.81219;66.83437
36.90109;125.9508;54.28563;48.49245;27.6851;66.83177
55.54911;137.3085;51.50562;66.34005;27.29719;66.82437
55.72469;136.7445;51.45333;66.35521;27.31729;66.82281
55.2599;136.8323;51.35542;66.34375;26.90604;66.81563
48.27359;133.6617;52.18406;59.26635;28.3399;66.81052
36.85932;125.7534;54.29479;48.45818;27.79136;66.80292
55.52666;136.981;51.38302;66.35359;26.79979;66.79854
55.48656;137.2912;51.45719;66.34922;27.09937;66.79052
36.88042;125.6854;54.31125;48.45328;27.725;66.78969
55.50005;136.9613;51.39323;66.42495;27.64417;66.78532
54.72964;136.152;51.45833;65.47271;28.13646;66.77792
55.4749;136.9277;51.37292;66.38115;27.18125;66.76573
36.92615;125.5196;54.34896;48.46151;27.69198;66.76031
54.50255;136.0543;51.45156;65.38922;27.89614;66.75792
55.57568;136.7565;51.43302;66.36115;27.54792;66.74646
54.63406;135.9384;51.46219;65.45287;27.61031;66.71219
48.27807;133.4426;52.2249;59.28021;27.54698;66.70708
55.73146;136.8591;51.43094;66.38718;27.23833;66.70687
36.85984;125.3276;54.41604;48.4724;27.76198;66.70448
48.22172;133.3309;52.22656;59.26229;26.86281;66.68781
54.41896;135.9501;51.43385;65.37427;27.2301;66.68771
54.77885;135.8846;51.48156;65.43385;27.40125;66.68219
54.54104;135.7706;51.44771;65.42484;26.48323;66.64407
36.97182;125.1115;54.43552;48.46188;27.78281;66.62511
48.22823;133.2107;52.19135;59.25521;26.88125;66.61479
53.77656;135.5677;51.435;64.7961;26.09219;66.61282
36.92026;124.9936;54.44656;48.4263;27.77219;66.56364
53.55505;135.5038;51.38594;64.46818;26.77177;66.55625
47.91016;132.9301;52.2424;58.87396;27.50479;66.53479
53.48057;135.1297;51.47709;64.48021;26.48677;66.52615
54.0013;135.2879;51.47562;64.43297;26.35292;66.51469
36.94453;124.8431;54.46833;48.44229;27.54865;66.5125
53.44213;135.4553;51.32781;64.47208;27.43469;66.51188
53.6762;135.109;51.43261;64.48146;27.10219;66.50917
53.60286;135.3586;51.49229;64.44041;26.09615;66.50375
47.84089;132.773;52.2575;58.88552;28.29615;66.50365
53.30776;135.1404;51.40865;64.48125;26.92469;66.49729
36.9812;124.5952;54.45906;48.44234;26.84656;66.4925
53.62682;135.4164;51.4174;64.41776;26.58844;66.4925
53.34068;135.4723;51.30302;64.4701;27.71031;66.49136
53.63995;135.3597;51.46938;64.48474;26.52073;66.48677
52.21;134.3281;51.31781;62.88542;27.85771;66.48334
52.18229;134.2191;51.46271;62.91948;27.86906;66.47636
52.14203;134.3407;51.31344;62.96646;27.8249;66.46438
53.52625;135.3659;51.32771;64.47271;27.78563;66.46427
36.98443;124.5432;54.48833;48.4488;26.76229;66.4625
53.495;134.8745;51.39969;64.49713;27.27594;66.44521
51.58526;134.4826;51.30688;62.91088;27.01011;66.44365
51.98885;134.5489;51.28917;62.96469;27.25687;66.4426
51.8876;134.3453;51.41948;62.90552;27.6501;66.44146
53.63667;135.3116;51.48761;64.45781;26.29917;66.44083
52.02469;134.4946;51.34531;62.89109;26.90344;66.44052
51.86464;134.2489;51.37406;62.94005;28.21104;66.43625
51.91245;134.0298;51.33677;62.93687;27.67604;66.43437
51.9237;134.2496;51.33573;62.92354;27.75635;66.43166
53.85239;135.3554;51.33406;64.42416;26.74042;66.42969
36.9001;124.5047;54.4776;48.43198;27.00948;66.42709
52.02609;134.3464;51.37719;62.92547;26.85271;66.42615
51.96646;134.0392;51.33958;62.91385;27.7225;66.42375
53.49375;135.3316;51.29229;64.46407;27.5874;66.42156
51.76578;134.2345;51.31136;62.97677;28.19094;66.42125
51.77031;134.1267;51.35458;62.90854;27.08479;66.41969
52.00828;134.2519;51.24177;63.00271;27.50656;66.41896
51.97271;134.2758;51.20813;62.92422;27.59896;66.41833
51.935;134.0963;51.37563;62.92786;27.43386;66.41635
36.82635;124.3053;54.45167;48.38026;27.40469;66.41167
51.99146;134.1258;51.41261;62.94599;27.30594;66.40802
47.89078;132.6245;52.21177;58.89808;28.6376;66.40542
52.21016;134.2289;51.45969;62.95187;27.99771;66.40396
51.74156;134.3821;51.24552;62.94135;27.73094;66.39542
52.83375;134.6274;51.39052;63.96688;26.91656;66.38979
52.46484;134.2201;51.37781;63.47042;26.48844;66.38271
51.77099;134.2557;51.38375;62.99828;27.21417;66.37959
35.70531;124.0874;54.44062;47.15547;27.64302;66.37511
51.93104;134.2641;51.21208;62.9862;26.67823;66.37489
51.82312;134.2748;51.19427;62.90839;26.64625;66.36823
53.52636;135.3451;51.29958;64.47031;27.165;66.36073
51.93573;134.4882;51.2325;62.95807;27.3499;66.35938
51.83682;134.3146;51.4049;62.95063;27.13427;66.35042
47.94162;132.3553;52.13708;58.87401;28.22437;66.34052
51.95641;134.2667;51.41021;62.93911;28.0449;66.33927
51.95245;134.5825;51.22042;62.94094;27.80323;66.33448
51.9674;134.3072;51.32281;62.96589;28.14177;66.32771
51.945;134.4471;51.30906;62.87245;27.4526;66.32708
35.05354;123.7758;54.48917;46.89479;27.70938;66.31937
52.12885;134.3232;51.32156;62.94885;28.16833;66.31729
51.91531;134.2942;51.24562;62.93307;27.77583;66.31261
47.73135;132.2108;52.12;58.86229;28.23469;66.3075
52.13917;134.163;51.20542;62.89812;27.32781;66.30677
51.77016;134.2196;51.18698;62.93536;27.64896;66.29115
51.96214;134.2482;51.13281;62.9276;27.60583;66.29063
51.99344;134.1509;51.10104;62.90839;26.65844;66.29
47.80828;131.988;52.18875;58.85828;29.15604;66.27834
51.76932;134.2664;51.11146;62.96917;27.31542;66.2775
52.01156;134.3568;51.30427;62.94755;28.14281;66.27657
52.10286;134.1368;51.17302;62.91896;27.63625;66.27479
52.08823;134.0894;51.22375;62.91459;27.44208;66.26823
52.10588;134.3503;51.29604;62.94839;27.95073;66.26448
51.91188;134.0675;51.1399;62.96188;27.08865;66.26354
51.97443;134.1886;51.31625;62.9549;27.46031;66.25406
35.20021;123.5157;54.51011;46.93656;27.76094;66.2524
51.86964;134.185;51.03802;62.92859;26.72146;66.24792
52.14016;134.1327;51.24177;62.92667;27.58198;66.24635
52.16198;134.3261;51.0349;62.9501;26.4875;66.23959
52.05807;134.414;51.0999;62.95719;26.76281;66.23563
51.89422;134.21;51.3251;62.93859;27.5201;66.23417
52.09844;134.014;51.18448;62.88974;27.15229;66.23344
51.93917;134.1501;51.28448;62.97396;27.93062;66.23292
52.22693;134.5359;50.92021;62.89635;25.77167;66.23292
51.94245;134.3702;50.91615;62.9087;25.93958;66.22854
52.05313;134.2349;51.16875;62.89635;27.06292;66.22625
51.92417;134.0891;51.21854;62.93078;27.55667;66.22604
52.16578;134.1421;51.21052;62.93984;27.19427;66.22041
51.86031;134.3037;50.99313;62.92448;26.5724;66.21886
51.84979;134.1604;50.9626;62.89302;26.08281;66.21792
51.81672;134.2681;51.20469;62.96188;27.49875;66.21792
51.88896;134.3048;50.96531;62.94151;26.5649;66.20979
51.90667;134.1174;51.25188;62.94125;28.01667;66.20917
51.94099;134.2303;50.98302;62.9664;26.37635;66.20688
52.15719;134.1798;51.29313;62.89235;27.56948;66.20635
52.0774;134.0325;51.2;62.93005;27.75385;66.2051
52.22995;134.3997;50.94198;62.9362;26.40917;66.2
51.96292;134.2944;50.91844;62.92005;26.45344;66.19646
51.89448;134.1349;51.24187;62.94318;26.77167;66.195
51.92099;134.1013;51.19584;62.91286;26.6975;66.19167
51.74417;133.9464;51.21646;62.9462;27.96812;66.18938
35.25693;123.0906;54.51979;46.94922;27.95854;66.18771
52.13823;134.0391;51.2149;62.92479;27.07823;66.18729
52.13266;134.1295;51.26667;62.91911;27.23;66.18636
51.97104;134.4744;50.97562;62.90865;25.74385;66.18208
51.94584;134.339;50.89406;62.9212;25.53281;66.17875
52.09568;133.7039;50.97896;62.94162;27.6876;66.17844
51.92219;134.1214;51.16271;62.93833;27.18177;66.17833
51.86578;133.7596;51.06625;62.94661;27.7351;66.17229
51.72719;134.151;51.26771;62.95266;26.28323;66.17219
52.13515;134.1576;50.965;62.91495;26.20594;66.17136
51.88578;134.1707;51.16594;62.96151;26.71906;66.16959
51.85375;134.2222;51.29885;62.94594;26.63281;66.16792
52.10776;134.3747;50.97833;62.95781;25.96667;66.16448
51.81807;134.3507;50.95708;62.93146;26.97573;66.15865
52.12219;134.3579;50.94417;62.93636;26.93729;66.15771
46.81177;131.7271;52.19833;57.90828;29.25333;66.15614
35.3199;122.8083;54.53458;46.95578;28.05385;66.15552
51.96088;134.3691;50.8975;62.92021;25.94188;66.15334
52.05114;134.4397;50.9374;62.90969;26.17521;66.15312
52.00813;133.6573;51.00948;62.96479;27.38073;66.1524
51.91318;133.7271;50.96146;62.98083;27.48469;66.14781
51.8474;133.9612;51.17739;62.97807;27.47229;66.14698
51.89047;134.0304;51.26239;62.97021;26.39521;66.1449
51.9063;134.0671;51.17448;62.9376;27.04094;66.1426
51.81844;133.6809;51.02687;62.96011;27.76875;66.1351
51.94219;133.7419;51.10021;62.92354;27.94;66.13302
51.85714;133.6294;51.16615;62.96094;28.06531;66.13146
51.77469;133.7403;51.01313;62.95432;27.38292;66.13021
51.97448;133.4585;50.98333;62.93417;26.97802;66.12375
51.80542;133.5876;51.2375;62.9512;28.3101;66.11698
50.73484;136.852;51.25573;62.41677;29.03458;66.11667
51.99026;133.5382;51.03229;62.94297;27.46594;66.11125
51.84589;133.6601;51.05906;62.92542;27.67208;66.10677
51.835;133.493;51.02771;62.99469;27.28969;66.10219
52.12214;133.6481;51.31719;62.96672;28.46552;66.09813
52.02146;133.5973;51.06729;62.96891;26.99636;66.09802
50.57401;136.5181;51.25438;62.34458;28.99583;66.09198
51.9324;133.9047;51.28958;62.95948;27.36375;66.07823
35.24516;122.6522;54.55292;46.92698;28.09448;66.07615
52.04698;133.6768;51.08469;62.96193;27.32479;66.07458
51.62807;137.1015;51.26906;63.26015;29.45469;66.06532
51.97781;133.7423;51.05812;62.95219;27.17823;66.05312
51.9062;133.6938;51.35011;62.95057;28.54375;66.04437
52.13125;133.8503;51.40229;62.9612;28.5301;66.04396
46.75651;131.6284;52.19521;57.83854;28.90667;66.04302
52.20937;133.8988;51.32844;62.96609;28.25146;66.0375
56.57635;139.2843;50.66125;67.80729;28.085;66.02552
51.62943;137.5425;51.0374;63.33083;29.35646;66.02552
51.93375;133.789;51.36864;62.9674;28.60094;66.02552
50.67849;136.2368;51.27927;62.35099;29.28489;66.02084
35.24932;122.4815;54.53031;46.92557;27.9999;66.01917
51.64708;137.3608;51.16167;63.28011;29.40646;66.01833
51.9075;133.9069;51.39563;62.9101;28.42458;66.01677
56.46604;139.2958;50.62;67.81615;28.29062;66.01417
51.98537;133.7122;51.08541;62.98453;27.4726;66.00719
56.57599;139.3222;50.67583;67.79781;28.3176;65.99479
52.50281;137.9207;50.98719;64.24802;29.45635;65.99198
56.41146;139.3365;50.62083;67.81359;29.27042;65.99136
51.87896;133.4088;50.92844;62.96578;26.97177;65.98365
56.43542;139.365;50.62959;67.8026;29.42219;65.98093
56.51948;139.2615;50.59187;67.80677;27.94573;65.97833
56.51349;139.3456;50.67906;67.81443;29.41729;65.97615
51.81594;133.4489;50.8826;62.99714;26.72365;65.97489
51.51125;133.5183;51.00969;62.93594;27.40063;65.97083
52.58776;138.2907;50.94188;64.27594;28.92208;65.96834
55.31104;139.3548;50.78771;66.81567;29.82177;65.96615
53.34953;139.1534;50.77312;64.8187;29.76854;65.96479
51.9049;133.4641;50.90146;62.97359;26.82906;65.96407
50.59568;136.0309;51.34698;62.35963;29.73094;65.96323
46.7436;131.594;52.17667;57.82823;28.92552;65.96062
51.81;133.7846;51.10958;62.98901;27.14885;65.9575
56.27656;139.1829;50.69177;67.80412;27.36927;65.95688
51.89969;133.5643;50.89938;62.96057;26.62771;65.95219
35.2999;122.3143;54.52656;46.94573;27.91562;65.95104
51.755;133.4863;50.8276;62.97906;27.19156;65.9501
51.90771;133.4486;50.85719;62.9587;26.90458;65.94937
56.37547;139.0798;50.77844;67.80505;27.88854;65.94656
50.62802;135.8085;51.42646;62.38172;29.99667;65.9449
52.47526;138.6781;50.84667;64.27417;29.32646;65.94323
56.36302;139.4005;50.80677;67.88422;29.81552;65.93906
52.00667;133.6995;51.11156;62.9674;26.44469;65.92698
56.24031;139.4453;50.80875;67.88115;29.92083;65.9251
50.57307;135.0357;51.57156;62.31599;29.31198;65.92458
56.54094;139.2998;50.72531;67.8287;28.61156;65.92125
52.11672;133.4834;51.04771;62.95156;27.45677;65.91907
56.24755;139.2315;50.76156;67.79531;28.13833;65.91521
50.70042;134.9612;51.54;62.34406;28.93969;65.91354
56.30239;139.1367;50.77719;67.79761;28.03958;65.91292
51.8288;133.6669;50.81531;62.95271;27.1926;65.90677
56.39849;139.1457;50.6974;67.79761;27.60729;65.90218
51.96828;133.5605;51.07677;62.96854;26.88437;65.90041
50.62557;135.8669;51.53365;62.35005;30.29062;65.89896
56.56354;139.2757;50.65688;67.81167;29.51344;65.89385
46.71099;131.4113;52.12094;57.81588;29.28333;65.86854
51.89349;133.9665;50.77042;62.95344;26.31656;65.8675
56.44292;139.379;50.82708;67.82224;27.8275;65.86698
56.57833;139.4115;50.7724;67.82078;28.07031;65.86521
56.5337;139.3681;50.83792;67.82828;27.31469;65.85948
50.47922;135.1882;51.54208;62.32807;29.56479;65.85906
35.2201;122.1956;54.51844;46.92177;27.79375;65.85344
49.0776;132.2771;50.45927;60.44927;25.98344;65.85011
56.44708;139.394;50.73958;67.85943;29.66823;65.84563
56.37943;139.4092;50.84219;67.8551;27.96677;65.83667
48.9537;132.509;50.54396;60.42437;24.90365;65.83573
56.42297;139.3926;50.72719;67.86912;29.70042;65.8298
48.94625;132.2453;50.43083;60.45448;26.04958;65.82645
51.88693;133.8684;50.71896;62.98344;25.64073;65.82645
56.43422;139.3078;50.66489;67.79369;27.935;65.82438
56.48297;139.4776;50.75636;67.86313;29.5426;65.82302
51.75276;134.0898;50.62239;62.85932;27.11167;65.81729
48.89005;132.3642;50.57312;60.42781;24.14583;65.81062
47.92677;132.1681;50.45302;59.56245;26.3775;65.80896
50.51714;134.8666;51.54604;62.34693;29.29719;65.80885
48.84573;132.3526;50.50885;60.43536;25.56385;65.79969
56.40688;139.6625;50.80594;67.85276;28.28802;65.79938
51.66261;134.016;50.63542;62.87172;27.23302;65.79896
51.71516;134.0844;50.62469;62.87859;27.31969;65.79771
50.62495;134.7671;51.57302;62.33021;29.49792;65.79656
56.53667;139.3598;50.75719;67.81786;27.53979;65.79614
50.72276;135.2182;51.54667;62.34443;29.70219;65.795
47.71729;132.1276;50.46031;59.26578;26.39187;65.79427
50.61349;135.7285;51.55052;62.34016;30.37917;65.78562
48.70422;132.4026;50.71052;60.44234;25.91885;65.77865
46.9537;132.1548;50.53552;58.46437;25.59646;65.77541
35.21297;122.3388;54.55312;46.91854;27.97104;65.77344
51.67859;133.9787;50.63364;62.81443;27.52219;65.77333
56.53323;139.7052;50.7774;67.84099;27.72104;65.76906
48.84396;132.2284;50.60188;60.40016;24.38354;65.76844
46.80021;132.0863;50.54031;58.42349;24.92708;65.7674
56.47844;139.4904;50.73948;67.85088;29.54885;65.76563
51.63317;133.8476;50.48635;62.96682;27.4226;65.76146
51.68031;133.8535;50.53948;62.89698;27.66885;65.76094
51.725;133.8153;50.54281;62.89135;27.57031;65.76052
48.66953;132.2633;50.74271;60.42651;26.28677;65.75875
46.82151;131.2262;52.09104;57.8262;29.46156;65.75667
51.84068;133.8893;50.41281;62.93005;26.95302;65.75542
