K0P125.PV;K5PCV4I.PV;K5P4_1.PV
66.69791;43.03979;21.49198
66.81258;42.96349;21.41656
66.84966;42.96838;21.45776
66.45016;44.00828;21.81995
66.45492;44.00443;21.81891
66.67825;43.03182;21.46354
66.64725;43.03849;21.46844
66.79391;42.96604;21.43625
67.008;43.03568;21.56417
66.89775;42.97719;21.46214
66.93892;42.97042;21.46734
66.7415;43.03479;21.48719
66.80309;42.96964;21.45115
66.74558;42.96557;21.40297
66.72842;43.03828;21.47859
66.79742;43.25484;21.64412
66.84058;43.21505;21.73969
66.42925;44.01339;21.81463
66.63091;44.02047;21.88318
66.82833;42.97016;21.45396
66.41875;43.89761;21.80104
66.76884;43.03443;21.51698
66.79134;42.96771;21.40443
66.38925;43.89849;21.80078
66.36491;44.07349;21.84781
66.81425;42.96865;21.43651
66.94417;43.03437;21.55713
66.738;42.96286;21.41313
66.39792;44.06349;21.8687
66.63667;42.96333;21.38516
66.71325;42.96838;21.40401
66.682;43.03323;21.45786
66.89958;43.03922;21.53724
66.82117;42.97562;21.45125
66.69358;43.03354;21.49307
66.41775;43.9537;21.83573
66.67425;43.03672;21.46667
66.6155;44.03052;21.88911
66.37959;43.97318;21.82781
66.73917;43.03932;21.49891
66.64342;42.96536;21.37375
66.81409;43.0374;21.52677
66.8645;43.21474;21.72328
66.71267;42.96255;21.42443
66.79716;43.0312;21.52245
67.1845;42.13719;21.29734
66.85242;43.21672;21.73151
66.65358;43.03651;21.45568
67.019;42.28677;21.2725
66.39958;43.89443;21.79448
66.61567;43.03239;21.45583
67.18892;42.2849;21.28953
66.737;42.96484;21.41984
66.47867;43.95135;21.80234
66.74208;43.02964;21.47703
67.42934;42.10917;21.3026
66.80908;43.03365;21.51651
66.73025;43.03959;21.48156
66.54716;44.04839;21.85771
66.93417;43.03583;21.555
66.76933;43.0325;21.4987
66.81834;42.97948;21.44297
66.6415;43.02781;21.45047
66.58608;44.03484;21.86854
67.46867;42.06026;21.27922
66.79559;42.97547;21.43469
67.38316;42.05698;21.28271
66.45966;43.82474;21.77297
66.75017;43.03667;21.49479
66.6435;43.04099;21.44167
66.67409;42.96271;21.3926
66.73558;42.97354;21.41719
66.71175;42.96734;21.41766
66.77216;42.96573;21.4176
66.5175;44.05677;21.83422
67.21558;43.01656;21.74557
66.6425;43.03406;21.44146
66.61259;42.96766;21.36609
66.52917;44.0387;21.84224
66.87075;43.03854;21.53615
66.61925;42.96656;21.37443
66.91241;43.03109;21.52948
66.848;43.0375;21.51875
66.91859;43.0362;21.5513
66.95483;43.03786;21.54141
66.81892;43.0387;21.49932
66.922;43.03552;21.54224
66.27783;43.99516;21.76318
66.6755;43.0375;21.46344
66.90491;43.16521;21.72677
66.64667;43.03193;21.44719
66.586;43.03771;21.44104
66.58383;42.96875;21.36672
66.8975;43.03026;21.5362
66.93716;43.03052;21.5312
66.38383;43.95662;21.76458
66.678;43.87714;21.85714
66.75008;43.03469;21.47385
66.66409;43.86995;21.85953
66.52367;44.03672;21.82932
66.64283;43.87312;21.85266
66.83992;43.03432;21.51172
66.65767;43.87989;21.84594
66.52392;43.97948;21.83771
66.68684;42.9725;21.38974
66.39692;44.0486;21.8125
66.73708;43.55443;21.7412
66.65759;43.8613;21.81865
66.90933;43.02682;21.53422
66.61008;42.97016;21.3463
66.91508;43.02901;21.5274
66.69784;42.9712;21.38656
66.59642;43.03417;21.4413
66.88267;43.03516;21.53521
66.40508;44.04932;21.78302
66.86383;43.03432;21.52813
66.64616;42.97078;21.38109
66.62017;43.03912;21.44042
66.69075;43.03714;21.45833
66.90617;42.30906;21.21745
67.04567;43.01229;21.69516
67.37167;42.0437;21.21198
67.00017;42.90562;21.53969
66.64858;42.96651;21.36703
67.30441;41.91734;21.18047
66.2625;43.9589;21.72448
66.84834;43.03;21.45927
66.66209;43.03625;21.44208
66.74917;43.03604;21.48953
66.65775;43.18349;21.53599
66.64034;42.97068;21.36781
66.62608;43.56688;21.69156
66.82625;43.03208;21.49083
67.26292;42.04937;21.1912
66.57708;43.03563;21.4326
66.65033;43.03641;21.44114
66.66058;43.03443;21.44656
66.71384;43.0326;21.45896
66.807;43.03161;21.49172
67.19975;42.0501;21.1888
66.69158;43.0401;21.47109
66.706;43.03833;21.47802
66.94383;42.90354;21.51838
66.63433;43.03437;21.45287
66.941;42.90859;21.50312
66.76041;43.03927;21.47896
66.94517;42.90802;21.52016
66.71858;43.02953;21.46505
66.18459;43.93448;21.69213
66.88908;42.90854;21.50104
66.6305;43.63958;21.7099
66.27608;44.04724;21.7338
66.17741;43.92958;21.68219
66.48309;43.55656;21.66135
66.62075;43.02844;21.42984
66.905;42.9026;21.49807
66.45625;44.00495;21.7676
66.93875;42.90193;21.49333
67.00166;43.08052;21.50823
67.4295;42.04349;21.17255
66.874;42.90542;21.49063
66.66425;43.02833;21.45177
67.12017;42.05422;21.17109
66.9245;43.01255;21.64464
66.91959;43.0751;21.50521
66.40117;44.00286;21.75578
66.62725;43.03641;21.44016
66.70008;43.02573;21.46182
66.97967;43.08099;21.4962
66.9045;42.90781;21.48182
66.70033;43.02953;21.43911
66.626;43.03547;21.42807
66.73341;43.02937;21.44948
67.30959;42.72703;21.61229
66.87434;42.90891;21.47682
66.67542;43.0275;21.43917
67.25575;41.96167;21.16604
66.9065;43.08255;21.50068
66.84608;42.90573;21.46599
66.8665;42.90495;21.46338
67.28484;41.96245;21.17953
67.893;41.68745;21.26359
66.87325;43.07844;21.47927
67.22733;42.0587;21.07964
66.58117;43.02724;21.4213
66.60716;43.03162;21.42693
67.2805;42.08094;21.10042
67.36325;41.89068;21.15047
66.99133;42.72515;21.45864
66.82591;42.90854;21.45927
66.80859;42.90786;21.47661
66.76833;42.90932;21.45708
67.00233;42.06016;21.15495
66.52242;43.89182;21.73141
66.6205;43.0288;21.42047
67.20783;42.36104;21.26703
66.88358;43.07661;21.48094
67.34033;42.07552;21.13891
66.84975;43.08146;21.45469
67.05417;42.66943;21.45448
67.50459;41.70719;21.14542
66.72192;42.90917;21.42495
66.72475;42.91094;21.42917
66.89242;43.08698;21.46437
67.33025;42.12891;21.15219
67.03025;42.6726;21.4262
66.72009;42.91;21.41776
66.76483;43.07406;21.42651
67.14225;42.34896;21.25135
66.79117;43.08203;21.43531
66.71909;42.90588;21.42901
66.72542;42.90136;21.42135
67.60367;41.58943;21.05505
67.24675;42.08891;21.10057
67.46008;41.71427;21.13193
67.4405;41.71547;21.13469
67.55891;41.65177;21.08271
67.14008;42.07604;21.06031
67.52983;41.7151;21.12536
67.1285;42.07489;21.06927
67.43467;41.7262;21.10021
66.73175;43.07974;21.41589
66.74258;43.07766;21.40589
66.70983;42.90969;21.40099
67.38658;41.72115;21.11901
66.70892;43.07677;21.41906
66.79417;43.0799;21.42021
66.74633;43.07859;21.40187
67.55625;41.66286;21.08266
67.5195;41.74109;21.11687
66.64567;42.90448;21.39776
67.1435;42.08213;21.04922
66.61933;42.90484;21.40125
66.51308;43.57578;21.64115
67.215;42.05807;21.09948
66.68784;42.90391;21.38115
67.08334;41.95755;21.10391
67.31392;42.04953;21.11489
67.4525;41.74479;21.10307
67.47283;41.73812;21.10557
66.59509;42.90698;21.39307
66.62525;42.9076;21.38719
66.55241;43.47932;21.64516
67.24108;42.05625;21.10078
66.60217;42.90865;21.37734
67.52966;41.72438;21.12609
66.69483;43.07828;21.38865
67.49958;41.71537;21.11948
67.49325;41.71458;21.13125
67.48392;41.72422;21.10557
66.973;42.35802;21.1837
66.59683;42.90979;21.36875
66.86708;42.66953;21.36354
67.45092;41.71677;21.11302
66.61958;43.07099;21.38057
66.56617;43.44209;21.58531
67.01925;41.90323;21.08151
67.00291;42.35776;21.19771
67.30058;41.72047;21.06609
66.93784;42.07917;20.99255
66.98425;42.08094;20.99083
67.59309;41.5724;21.04979
66.78333;42.67229;21.35927
67.36833;41.74302;21.08667
67.13067;42.08729;21.05266
67.568;41.57807;21.05276
67.07117;42.0513;21.0538
67.56208;41.57771;21.04385
67.149;42.07354;21.06495
67.5745;41.57615;21.045
66.80434;42.6664;21.36578
67.57333;41.57245;21.05536
67.04408;42.08656;21.01615
67.41108;41.71365;21.09734
66.93359;42.08484;20.98901
67.54242;41.57406;21.04313
67.55375;41.56693;21.05422
67.0625;42.06641;21.03927
67.39575;41.71589;21.09464
67.54767;41.57417;21.03635
67.56934;41.56427;21.04396
67.3795;41.72021;21.0938
67.51366;41.58557;21.0387
67.32034;41.85448;21.05255
66.931;42.35313;21.16162
67.31983;41.74578;21.06854
67.54433;41.58344;21.04609
66.67641;43.25177;21.53052
66.81883;42.67073;21.33917
67.56692;41.5687;21.05682
66.96616;42.35521;21.18667
66.64442;43.07838;21.38245
67.54325;41.58036;21.02729
67.57475;41.57052;21.05609
67.42442;41.71245;21.09849
67.38975;41.71932;21.08063
67.54242;41.56844;21.04708
67.56033;41.5863;21.03182
67.50842;41.57646;21.03089
66.54958;43.07828;21.34307
67.49091;41.58307;21.02344
67.46967;41.58016;21.02151
67.00375;42.04443;21.02854
66.91483;42.08937;20.97917
67.20458;41.71359;21.03443
67.19158;41.71656;21.03906
66.94542;42.07302;21.00266
67.40134;41.71839;21.08448
67.46716;41.5799;21.01161
67.48583;41.57099;21.01213
67.5135;41.57146;21.02963
67.49416;41.56615;21.02151
66.91109;42.0712;20.98448
66.727;42.67307;21.33396
67.35841;41.66385;21.00505
67.48608;41.58448;21.0212
66.46408;43.07693;21.32531
67.323;41.71474;21.07245
66.67966;42.6863;21.32792
67.14291;41.71734;21.03193
67.22767;41.74865;21.02391
67.54442;41.55693;21.01953
67.30375;41.71479;21.05724
67.28475;41.72136;21.05656
67.3105;41.76193;20.91865
67.41875;41.57958;21.00047
67.05209;41.97016;20.94245
67.13216;41.80463;21.00974
67.4635;41.55791;21.00838
67.5155;41.56026;21.02078
67.41625;41.57901;20.9987
67.6505;41.52443;21.00479
67.10592;41.70667;21.03354
67.46291;41.57958;21.00495
67.65292;41.59412;21.10422
67.29225;41.72635;21.05047
67.27309;41.72063;21.05255
67.273;41.74698;20.92964
67.42492;41.58026;20.98656
67.40608;41.57964;20.98068
67.39067;41.57536;20.99333
67.06583;41.71563;21.00823
67.10066;41.7112;21.01443
67.29366;42.15818;21.16057
66.48558;43.07693;21.3299
66.933;42.06594;20.99443
67.24917;41.64989;20.98568
67.41783;41.56656;20.99828
67.45433;41.56526;21.00557
67.24641;41.71823;21.03943
67.22491;41.7188;21.02609
67.38517;41.63479;21.03609
66.61408;42.6738;21.29422
66.71592;42.34891;21.0951
67.16425;41.74427;20.99125
67.20425;41.72182;21.01932
67.36142;41.57651;20.9675
67.22192;41.77552;20.88646
67.30766;41.62271;20.96453
67.22792;41.72146;21.02839
67.566;41.59354;21.08375
67.27292;41.71537;21.03687
66.94534;42.05219;20.99984
67.30575;41.56886;20.9587
67.33175;41.57203;20.96
67.26383;41.58203;20.94188
67.11725;41.74411;20.99505
67.48792;41.56969;21.02333
67.34792;41.58182;20.95615
67.18183;41.71578;21.01271
67.16016;41.72151;21.00292
67.30658;41.57234;20.94828
67.15217;41.72172;20.99682
67.26308;41.57219;20.95099
67.145;41.72083;20.98745
67.17758;41.71974;21.00625
67.287;41.57729;20.94938
67.47342;41.59417;21.02505
67.10667;41.72016;20.98432
67.51125;41.59464;21.04995
67.32075;41.56562;20.94047
67.25567;41.58141;20.95219
67.24167;41.5713;20.94005
67.29025;41.58089;20.92516
67.21841;41.5761;20.95505
67.30067;41.5588;20.94469
67.232;41.5787;20.93448
67.44592;41.5974;21.02339
67.11892;41.70797;21.00568
67.09925;41.71224;20.99
67.131;41.77547;20.86135
67.09433;41.71552;20.97964
67.25983;41.57521;20.92474
67.235;41.56943;20.93995
67.26583;41.57661;20.92005
67.23033;41.58677;20.90463
67.03167;41.7649;20.84739
67.0525;41.72036;20.96964
67.14034;41.71531;20.96526
67.31441;41.54328;20.96547
67.19366;41.57391;20.92818
67.4;41.59474;21.00854
67.20375;41.5725;20.92417
67.19666;41.57802;20.90162
67.19383;41.57203;20.91411
67.04308;41.76453;20.84531
67.15083;41.58292;20.90719
67.18217;41.58339;20.91005
67.57716;41.37849;20.97318
67.363;41.59458;21.00729
67.40742;41.59849;21.0187
67.16267;41.57146;20.90266
67.07158;41.79031;20.85932
67.20467;41.58208;20.9024
67.19825;41.56667;20.90521
67.55675;41.38385;20.94417
67.21575;41.58;20.89432
67.37991;41.59833;21.00547
67.09241;41.78109;20.84271
67.16617;41.56734;20.91781
67.09658;41.74323;20.84891
67.59267;41.37979;20.92641
67.15041;41.57385;20.90187
67.28333;41.98703;20.97094
67.37967;41.59766;20.99849
67.55634;41.38583;20.93807
67.08425;41.65323;20.96688
67.15258;41.56734;20.92047
67.55225;41.37479;20.93703
66.97292;41.75844;20.80896
67.498;41.4724;20.96302
66.9025;41.76854;20.8
67.26492;42.06917;21.09219
66.97017;41.72187;20.93411
67.32242;41.59542;20.9712
67.32325;41.59656;20.99625
67.2775;41.99839;20.97365
67.16225;42.06026;21.06995
67.00941;41.7674;20.82271
67.12566;41.98547;20.94469
67.46833;41.47349;20.93844
67.49216;41.47437;20.94563
67.23425;42.07151;21.07224
67.17834;42.00703;20.95443
67.46325;41.37953;20.90521
67.46883;41.37995;20.9049
67.4545;41.46969;20.93943
67.23367;41.51891;20.92391
67.29608;41.58974;20.98245
67.24541;41.97677;20.98172
67.31667;41.59724;20.97094
67.23067;41.5975;20.94625
67.15442;42.00016;20.95229
67.26859;41.98787;20.97338
67.12534;42.04682;21.04589
67.2355;41.59568;20.94974
67.23808;41.59802;20.9525
67.39809;41.47208;20.92344
66.91367;42.11224;20.9938
67.26308;41.59396;20.95802
67.243;42.03443;21.08875
66.874;41.75646;20.78943
67.409;41.46875;20.91844
67.42375;41.38422;20.90141
67.25575;42.04948;21.085
67.64575;41.27312;20.88958
67.38992;41.46792;20.91797
67.40559;41.37766;20.89521
67.089;41.96604;20.90172
67.1745;41.99083;20.93708
67.3705;41.38667;20.87932
67.38558;41.3862;20.8763
67.19742;41.59995;20.93958
67.237;42.05865;21.09198
67.11217;41.59214;20.91318
67.23367;41.99015;20.96083
67.23483;42.05818;21.08469
67.14108;41.48312;20.84802
67.25117;41.96844;20.98219
67.39267;41.37693;20.8763
67.116;41.59427;20.91193
67.39091;41.37661;20.87885
66.90175;41.94552;20.88208
66.33933;43.50583;21.39729
67.3615;41.37724;20.85969
67.16158;41.98474;20.92646
67.3225;41.47104;20.88453
67.09592;41.59099;20.8963
67.08791;41.59813;20.9049
67.22725;42.02479;21.07854
67.11758;41.59432;20.9151
67.10217;41.59521;20.90833
67.03067;42.05323;21.0225
67.12041;41.59589;20.90208
66.9935;42.06031;20.99917
67.30608;41.46823;20.88234
67.24975;41.47036;20.86854
67.11175;41.59489;20.9074
66.97175;41.97766;20.88427
67.02525;42.05516;20.99688
66.977;41.97458;20.87526
67.07825;41.59724;20.88708
67.07525;41.59526;20.90214
67.0515;42.0401;21.03031
67.552;41.27927;20.85307
67.10516;42.05797;21.0499
67.26708;41.38729;20.84302
67.27991;41.38396;20.83208
67.21183;41.98385;20.94979
67.17492;42.04219;21.04318
67.1265;41.9725;20.91391
66.89792;41.98672;20.84703
66.63983;43.29292;21.36333
67.10741;42.06479;21.03146
66.9965;41.9824;20.87156
67.19534;41.38453;20.80625
67.20475;41.47411;20.85229
67.13167;41.47667;20.8299
66.89066;41.96979;20.85229
67.01808;41.97334;20.88365
67.01117;42.03458;20.99609
66.95417;41.96177;20.86703
66.89042;42.04271;20.96313
67.58642;41.19885;20.82047
67.1495;41.4713;20.8249
66.9905;41.59276;20.86234
67.123;41.4776;20.82104
67.18642;41.99021;21.02656
67.18383;41.38047;20.79172
67.41209;41.28146;20.79313
66.92316;42.05469;20.97323
66.9795;41.59677;20.84365
67.001;42.03989;20.99932
67.53458;41.20292;20.79573
66.94875;41.95281;20.85083
67.05742;41.47333;20.82656
67.09766;41.46943;20.81177
67.01884;41.97078;20.88859
66.99758;42.04479;21.00953
67.01208;42.0451;20.99792
67.45683;41.25479;20.80849
67.01325;42.12406;21.02578
67.45533;41.25953;20.80536
66.95575;41.95313;20.85464
66.9505;42.06292;20.9713
66.84717;42.05802;20.94531
66.92941;41.96792;20.84964
66.36942;43.30156;21.2838
67.39491;41.20703;20.76448
66.88825;42.03584;20.95703
67.72483;41.05453;20.78182
67.27016;41.27672;20.73568
67.386;41.20609;20.72286
67.2955;41.25661;20.7526
66.616;42.51375;21.03266
67.32325;41.86589;20.94687
67.24308;41.87011;20.94588
66.38483;43.20568;21.23078
67.39592;41.06703;20.6949
67.27625;41.87792;20.92776
67.27608;41.86589;20.91849
67.16966;41.25521;20.68687
67.40517;41.05708;20.69318
67.37217;41.05271;20.66599
66.75117;42.8163;21.19323
67.34092;41.04906;20.64812
67.09742;41.85162;20.85641
67.12008;41.39422;20.74797
67.00958;41.86135;20.85094
66.9595;41.85203;20.82542
67.18559;41.05463;20.60646
66.60191;42.87286;21.16057
66.75167;42.2763;20.91255
66.94133;41.84761;20.82214
67.085;41.42807;20.72776
67.0965;41.41823;20.7163
66.96792;41.08573;20.41693
66.65683;42.50125;21.0037
66.69292;42.57792;21.0075
66.55375;42.5013;20.97141
66.792;41.93766;20.76937
67.52734;41.5001;20.90224
66.85709;42.46802;20.97396
66.71892;41.62958;20.40896
66.73975;42.49005;20.92188
66.64633;41.66531;20.38031
66.39975;42.50849;20.89266
67.05434;40.74396;20.2075
66.58275;41.94057;20.66203
66.7545;41.57276;20.47807
66.50808;42.48802;20.83813
66.512;42.47193;20.82943
66.47483;42.47562;20.83005
66.462;42.46807;20.82193
67.8205;40.20906;20.26849
66.96658;41.31099;20.34109
67.10442;41.28219;20.35219
66.85783;41.39594;20.30031
67.03683;41.23495;20.32208
66.96933;41.31813;20.31193
67.36041;41.01422;20.30531
66.78242;41.43797;20.41833
66.84558;41.27787;20.26198
66.8575;41.32261;20.33964
66.81609;41.3825;20.36083
66.753;41.28266;20.23458
66.62183;42.20057;20.73146
66.76617;41.28026;20.23927
67.101;41.09594;20.26287
67.0915;41.09125;20.26005
66.13934;42.48604;20.69932
67.23383;40.22557;19.88594
66.80392;41.38297;20.33609
67.48167;40.22062;20.13313
66.85025;41.44672;20.38729
67.17142;41.00615;20.21776
66.69592;41.38208;20.2987
66.9335;41.07854;20.20417
67.18625;40.98083;20.22203
66.73792;41.36156;20.2725
66.89709;41.06854;20.18521
67.069;41.00724;20.20547
66.6575;41.24062;20.18953
67.11025;41.01203;20.19458
67.23183;40.92568;20.19932
66.64359;41.36802;20.25766
66.87583;41.26906;20.33307
67.04125;41.00307;20.18599
66.84875;41.08427;20.17526
67.02983;41.1838;20.29906
66.62617;41.37333;20.25937
66.91967;41.25536;20.34818
66.82183;41.0775;20.14505
67.1365;40.93057;20.21995
67.15533;40.88542;20.15182
67.19292;41.03458;20.27255
66.786;41.39547;20.43875
67.08483;40.43875;20.00896
67.25117;40.85411;20.1862
67.20042;40.32172;20.01083
67.13275;40.93026;20.19229
66.97625;41.00057;20.15198
66.9665;41.16109;20.31609
66.62033;41.59563;20.39432
67.23883;40.86432;20.16385
66.87942;41.18427;20.25495
67.1075;40.10443;19.79896
66.63483;41.58062;20.38432
67.0955;40.91604;20.22958
67.10042;40.83495;20.14094
66.8655;41.20432;20.24281
67.04017;40.92266;20.16318
67.35725;40.66578;20.1224
66.94659;40.20292;19.7801
67.10425;40.85136;20.12016
67.18117;40.76047;20.12521
67.21384;40.775;20.13099
67.21667;40.84099;20.12719
67.19766;40.80281;20.12469
67.29775;40.66172;20.10594
66.896;40.9438;20.13693
67.16842;40.77177;20.11036
66.82034;41.27589;20.31672
67.27016;40.66703;20.08797
67.19558;40.87062;20.26167
67.18442;40.79234;20.11115
67.1785;40.74443;20.09583
67.06091;40.85552;20.10464
66.9525;41.02823;20.18552
66.93358;40.95651;20.08813
67.0445;40.86438;20.09161
66.91325;40.92526;20.11849
67.17758;40.74042;20.10438
67.12925;40.74099;20.08885
66.96008;41.02516;20.16667
67.15908;40.75141;20.08698
67.177;40.74427;20.09698
66.96358;41.00797;20.16479
66.69025;41.19313;20.19693
67.0185;40.86698;20.08375
66.7845;41.25708;20.28807
67.14083;40.74437;20.07479
67.11242;40.80021;20.09667
67.1605;40.74849;20.1125
67.10516;40.80328;20.10979
67.169;40.74115;20.10333
67.26175;40.80354;20.13224
67.16409;40.73625;20.08979
67.12309;40.75;20.06958
67.14834;40.74833;20.0925
67.07692;40.79453;20.09443
66.73341;41.29052;20.29104
67.10392;40.75083;20.08167
67.20358;40.65901;20.06885
67.136;40.7476;20.07344
67.07425;40.74812;20.05292
67.11483;40.85969;20.24193
67.247;40.66094;20.07146
67.23458;40.65906;20.06469
67.20483;40.66224;20.05234
67.1515;40.84167;20.25526
67.43041;39.77807;19.70016
67.01958;40.94021;20.18188
66.74558;41.07604;20.1625
67.17175;40.66255;20.04771
66.93625;40.96614;20.23734
67.0175;40.77365;20.07859
67.0605;40.79167;20.09448
67.11158;40.74557;20.07385
67.15491;40.66875;20.03818
67.17741;40.66302;20.05583
66.69358;41.06734;20.16714
66.98083;40.97177;20.23286
67.16075;40.66083;20.07375
67.14142;40.66177;20.05115
67.07075;40.7449;20.05286
67.37759;39.83729;19.68359
67.04967;40.74599;20.07109
67.19234;40.66693;20.04745
67.10633;40.73974;20.07911
67.20741;40.65766;20.04229
67.06525;40.74906;20.06609
67.17675;40.65797;20.0388
67.045;40.77391;20.07052
67.087;40.84286;20.21911
66.76109;41.33916;20.33641
66.90208;40.86177;20.04
67.10008;40.66354;20.04375
66.83183;41.32906;20.32349
66.94033;40.89526;20.15245
67.13509;40.7126;20.06328
66.9985;40.79104;20.05943
67.12241;40.66385;20.02761
67.17442;40.66036;20.04151
66.88425;40.85563;20.04672
67.15166;40.66896;20.03672
67.94158;39.77458;19.94464
66.66908;41.8337;20.53911
67.30292;40.68875;20.07542
67.17609;40.65531;20.04333
67.03525;40.74443;20.06427
66.95758;40.78391;20.06599
67.15442;40.65932;20.01474
67.0185;40.74266;20.06443
67.12767;40.66979;20.0137
66.83684;40.86354;20.05437
66.92542;40.86391;20.04568
67.145;40.66187;20.04672
66.8825;40.86063;20.04729
66.98167;40.9236;20.12708
66.77483;41.01224;20.1038
67.01791;40.74688;20.02875
67.12058;40.65766;20.02672
67.15434;40.65536;20.01849
67.07159;40.66969;20.00385
67.01675;40.74089;20.06141
67.17216;40.65401;20.03302
66.96883;40.77391;20.04677
67.08942;40.72484;20.0375
66.76167;40.93198;20.08839
67.0235;40.79802;20.04349
66.98783;40.81406;20.04875
67.069;40.65984;20.01885
67.24091;40.78833;20.04193
66.988;40.74208;20.03568
67.11333;40.65104;20.02797
66.84942;41.01109;20.11193
