K5T6.PV;K5F5.PV;K5F6X.PV;K5T17.PV
177.1938;38.12742;32.72739;132.0725
177.1913;39.20701;32.63618;131.7169
177.1913;38.72465;32.59692;131.3725
177.1913;38.71543;32.06934;132.0625
177.19;39.06705;32.35876;132.2631
177.1825;38.77045;32.32521;131.9119
177.1813;37.22715;32.64359;132.3225
177.18;39.07447;32.30061;132.1806
177.1787;37.93289;32.42994;132.6694
177.1763;35.55535;31.02216;133.5681
177.175;37.19727;32.74857;132.2863
177.175;39.03518;32.27567;132.2419
177.1738;35.42952;29.77707;131.5906
177.17;35.0439;29.61914;130.5875
177.1688;37.7177;32.93578;132.155
177.1675;38.14419;32.5351;132.3581
177.165;35.86185;29.33632;130.055
177.165;38.67933;32.18415;132.0862
177.1638;38.08275;32.55233;132.0294
177.1637;35.41967;30.12731;131.3444
177.1637;38.73254;32.23144;131.9119
177.1625;38.83394;32.84267;131.9319
177.1625;38.2522;32.39341;132.0856
177.1613;40.36234;33.27839;132.7181
177.16;39.63217;32.7145;131.6419
177.1563;36.66465;32.93428;133.5094
177.1563;37.8344;32.78028;132.0619
177.1563;37.76952;33.08209;131.9125
177.155;39.26905;32.69165;133.025
177.1537;39.05744;32.18496;132.1537
177.1525;37.69901;33.04866;133.6712
177.145;34.9352;29.74238;131.8
177.1438;35.4129;29.78651;131.6094
177.1438;38.19471;32.44507;132.3563
177.14;35.97034;29.37523;129.9819
177.1375;38.19623;32.65165;132.0875
177.1375;37.16418;30.93296;132.9063
177.1363;39.35923;32.6278;131.405
177.1362;36.75188;30.65229;129.6406
177.1362;39.722;32.81334;132.0087
177.135;38.65507;32.36192;132.0988
177.135;38.1024;32.40749;132.3438
177.1325;35.82034;29.54649;131.2575
177.1325;38.08008;32.56923;132.0356
177.13;37.035;31.22417;132.6469
177.1288;38.54313;32.61283;132.4263
177.1275;35.5056;30.07655;131.3269
177.1275;37.61768;32.86412;132.1181
177.1263;37.86053;32.47873;132.6094
177.1237;37.83228;32.68568;132.0694
177.1237;39.05143;32.14106;132.1206
177.1225;38.76388;32.60897;131.3381
177.1225;37.52104;32.97078;131.8962
177.12;38.43654;32.46521;132.4212
177.1187;39.25304;32.54772;133.0388
177.1187;38.18867;32.43438;132.3475
177.1187;38.17698;32.47766;132.355
177.1175;38.51065;32.55695;132.4219
177.1175;38.24932;32.32392;132.3469
177.1163;38.22917;32.42118;132.3475
177.115;39.22497;32.71362;131.6969
177.115;36.47055;31.12209;132.6694
177.1138;36.44764;30.5154;129.7319
177.1113;38.16861;32.51073;132.3794
177.11;38.36098;32.41437;132.405
177.1087;38.16307;32.43359;132.3756
177.1075;39.38031;32.66158;131.9025
177.1062;37.64687;33.12321;131.8431
177.1062;38.72578;32.38554;132.4788
177.1062;39.5563;32.15592;132.0944
177.1037;38.58069;32.33611;132.0919
177.1037;38.74691;32.31189;132.4094
177.1037;37.8711;32.47166;132.5481
177.1025;34.90748;29.70601;131.8331
177.1025;37.81689;32.65285;131.985
177.1;38.38241;32.53143;132.1319
177.1;37.23361;30.91403;132.9238
177.1;36.45378;31.18587;132.6681
177.1;36.34687;31.19914;132.6438
177.0988;38.61065;32.39693;132.4487
177.0963;39.65895;32.74484;131.6313
177.0963;37.71135;30.46538;132.9344
177.095;37.6768;33.19934;131.8969
177.095;38.08733;32.55159;132.4106
177.0938;37.6517;32.98558;132.0925
177.0938;37.66522;32.88081;132.1344
177.0925;36.63127;30.50275;129.7056
177.0925;35.52793;31.11912;133.5275
177.0925;36.16588;30.96886;132.8094
177.0925;36.74183;31.04749;132.6337
177.0887;35.79942;29.44263;131.2519
177.0887;37.74178;32.9577;133.6362
177.0887;37.28439;30.95934;132.9088
177.0875;35.58477;29.95686;131.3281
177.0863;37.18298;30.88538;132.8919
177.0838;37.789;32.77162;132.0219
177.0825;35.43979;29.83558;131.6263
177.0825;38.58046;32.30867;132.1087
177.0825;36.70094;30.79609;132.8831
177.0813;39.10187;32.67184;131.6844
177.0813;39.62941;32.66163;132.03
177.0788;40.55622;33.11037;132.7038
177.0788;38.75526;32.36208;131.9288
177.075;36.17839;31.01274;132.8606
177.0725;37.02774;31.15101;132.5675
177.0713;38.90118;32.23817;132.405
177.0713;38.42624;32.42005;132.4438
177.07;36.0811;31.14345;132.8419
177.0688;35.04122;29.64525;130.6244
177.0688;37.62169;30.98383;132.9113
177.0675;38.13924;32.42873;132.42
177.0675;37.69995;30.48961;132.9037
177.0675;36.17314;30.94766;132.8806
177.0663;37.56562;32.8995;131.8869
177.065;35.3471;29.68336;131.7
177.065;36.74693;30.61799;129.585
177.0638;37.13067;31.15896;132.6056
177.0625;38.96934;32.20047;132.4094
177.0625;38.65413;32.46437;132.4637
177.0625;36.26754;30.99501;132.8931
177.0612;38.16286;32.25258;132.3369
177.0612;38.61835;32.37517;132.4344
177.06;36.41342;30.0117;131.2869
177.06;36.13694;31.04895;132.8188
177.06;37.09384;31.21122;132.6281
177.0587;36.06602;29.25722;129.96
177.0575;38.2298;32.36114;132.1356
177.0562;39.3359;32.79664;131.4006
177.0562;37.94476;31.02856;132.8794
177.055;38.01909;32.65066;131.9969
177.055;39.57191;32.64674;131.8944
177.055;38.65319;32.37111;132.1206
177.055;38.62906;32.42383;132.4494
177.0538;37.25666;32.6031;132.2587
177.0538;37.31618;30.92475;132.8925
177.0538;36.38065;31.18643;132.6706
177.05;35.66505;30.65484;129.7888
177.05;39.03354;32.13694;131.9113
177.05;37.78976;30.99785;132.9063
177.0488;34.98367;29.60072;131.8681
177.0488;39.16311;32.20042;132.0694
177.0475;39.27171;32.59866;133.0544
177.0475;38.70115;32.64586;131.3519
177.0475;36.19366;31.06651;132.7988
177.0462;37.80917;32.64888;132.0638
177.0462;38.82582;32.23886;131.9281
177.045;37.64976;32.81824;132.0606
177.045;37.89654;30.95469;132.8869
177.0437;38.20917;32.44341;132.3275
177.0425;39.22723;32.68769;133.0444
177.0425;37.96144;32.19577;132.145
177.04;39.41249;32.65331;132.0175
177.0375;36.14193;31.20387;132.8813
177.0375;37.73905;30.91421;132.8988
177.0363;35.84241;29.44697;131.2431
177.0363;38.33058;32.23636;132.335
177.0363;36.35266;31.30303;132.6906
177.035;39.04036;32.62077;132.1394
177.0338;38.35504;32.38004;132.3656
177.0313;35.55268;31.22693;133.4763
177.03;37.98234;32.17745;132.1919
177.0287;39.54704;32.70945;131.6069
177.0275;37.61671;32.93802;132.0363
177.0275;37.04797;31.28004;132.54
177.0262;36.15395;30.85419;132.8038
177.025;38.08504;32.44271;132.2681
177.0225;37.72212;32.96066;133.5688
177.0213;37.54082;32.92615;131.8556
177.0213;36.26774;31.02181;132.8013
177.0212;37.48142;31.0585;132.8438
177.02;36.73941;30.67406;129.5175
177.02;38.59349;32.24536;131.9662
177.02;37.12877;30.93563;133.1362
177.0188;37.85111;32.60389;131.9244
177.0188;37.6077;32.43756;132.4381
177.0175;35.3428;29.77547;131.705
177.0175;36.90437;31.1896;133.2813
177.0163;37.06426;31.20892;132.5625
177.0163;36.64048;30.72454;133.4031
177.015;35.59544;30.68358;129.835
177.0137;37.11953;30.8503;133.2162
177.0125;38.9213;32.02214;131.9019
177.0112;39.1866;32.65685;131.6712
177.01;39.02605;32.84869;131.9831
177.0075;39.10726;32.738;131.9819
177.0075;37.8526;32.43769;132.5
177.0075;38.72925;32.34874;132
177.0063;40.6457;33.1899;132.6837
177.0063;38.89257;32.574;132.1569
177.0063;38.46305;32.5185;132.1869
177.0063;37.18202;32.67107;132.2388
177.005;37.06855;30.94853;133.2637
177.0038;37.07367;31.12404;132.5837
177.0025;37.49155;30.98367;132.8237
177.0025;36.44394;31.08979;132.9075
177.0025;37.15345;30.89571;133.16
177.0013;35.75814;29.563;131.2181
177.0013;38.22935;31.30093;132.0506
176.9975;38.55824;32.47511;132.2156
176.9962;34.9435;29.56813;131.8794
176.995;38.12395;32.31114;132.245
176.995;38.08543;32.32771;132.2775
176.995;36.08533;31.04543;132.8675
176.9937;38.45793;32.4051;132.1969
176.9937;38.70887;32.24019;132.0194
176.9937;37.4828;30.92505;132.8425
176.9925;36.01779;29.43648;129.9294
176.9913;39.57706;32.58676;131.8375
176.9912;39.52117;32.6624;131.6094
176.99;36.80344;29.92275;131.3244
176.99;38.14724;32.40767;132.2863
176.9888;36.82856;29.83831;131.2956
176.9888;36.21054;31.13082;132.7519
176.9888;36.61261;31.09214;133.3212
176.9863;37.12152;30.92893;133.0956
176.9837;36.63472;30.57813;129.475
176.9837;37.22202;32.9341;133.4413
176.9825;35.31846;29.84626;131.7544
176.9825;38.70547;32.78876;131.3725
176.9825;37.88857;32.62252;132.0481
176.9812;35.02358;29.49857;130.6125
176.98;37.69861;33.05929;131.7688
176.98;38.04299;32.21848;132.1894
176.98;36.51835;31.06309;133.3669
176.9775;37.61573;33.03101;131.7669
176.9763;36.27637;31.04829;132.7856
176.975;36.35184;31.27461;132.7025
176.9725;37.73968;32.98748;133.5238
176.9725;36.21935;31.20093;132.7706
176.9725;37.13973;31.03177;133.0775
176.9713;37.68586;30.59476;132.7806
176.97;34.95577;29.5868;131.9219
176.9688;38.55838;32.78868;131.3919
176.9688;36.67438;30.97269;133.3913
176.9688;37;30.94917;133.2719
176.9625;38.89708;32.07985;131.9044
176.9613;38.994;31.95595;131.9088
176.9612;39.17248;32.57529;131.6556
176.96;35.81669;29.64033;129.9388
176.96;39.56531;32.57958;131.8875
176.96;38.02292;32.3457;132.21
176.96;38.18822;31.39313;132.0562
176.96;36.18921;31.08301;132.7756
176.96;36.07447;31.18257;132.8444
176.9588;37.46674;32.46478;132.3925
176.9575;38.26662;32.97376;131.6769
176.9563;37.83527;32.65561;131.9656
176.9563;37.82555;32.67654;132.0137
176.955;37.63663;32.90944;131.7313
176.955;38.98936;32.10276;131.8819
176.955;35.59748;31.15162;133.4637
176.9538;36.08135;29.40647;129.8988
176.9538;39.21214;32.59431;133.0819
176.9525;38.99401;32.20732;131.8694
176.95;35.63507;30.54927;129.8644
176.9475;39.10297;32.6452;131.9688
176.9475;37.96733;31.03317;132.8338
176.9463;38.39806;32.2846;131.9012
176.9462;36.33146;31.15564;132.725
176.9438;37.78706;32.67065;131.9969
176.9438;38.42634;32.49422;132.255
176.9438;36.61009;31.15198;133.3213
176.9425;35.84214;29.65078;129.995
176.9413;37.61416;32.80225;132.0137
176.9413;37.43837;32.9886;133.3606
176.9413;37.84017;32.66705;131.8813
176.94;38.43998;32.24992;131.8938
176.9375;37.54276;32.93307;131.8169
176.9375;38.436;32.13797;131.9238
176.935;38.47609;32.45529;132.25
176.9337;36.86373;29.91604;131.275
176.9337;36.71127;30.57302;129.3906
176.9337;37.45004;30.84868;132.7856
176.9325;36.19304;31.17895;132.7719
176.9312;39.35035;32.83981;131.3944
176.9312;38.16651;31.47618;132.0813
176.93;36.16511;29.89347;130.88
176.93;38.97478;32.55669;131.9569
176.9275;35.75103;29.77156;130.0013
176.9275;38.15313;31.04249;132.0556
176.9263;37.56172;33.01941;131.8019
176.925;37.42652;30.93653;132.7694
176.9238;35.65099;29.53067;131.2012
176.9238;35.81567;29.67694;129.905
176.9238;39.555;32.69747;131.6087
176.9238;36.19544;31.13989;132.715
176.92;38.4464;32.2865;131.9519
176.92;38.27743;32.09458;131.91
176.9187;37.11425;32.48579;132.2337
176.9187;38.10241;31.05962;132.0712
176.9175;35.6487;30.62257;129.8837
176.9175;38.1888;31.53564;132.0581
176.9162;37.81055;32.61254;131.9775
176.915;38.01737;31.03833;132.7806
176.9138;39.04187;32.46921;133.0894
176.9125;37.73292;32.45686;131.9731
176.9125;38.27896;32.96484;131.5969
176.9125;38.44376;32.26993;131.8925
176.9125;37.12857;30.89335;132.535
176.9113;35.73679;29.70326;130.0063
176.9113;40.56811;33.21447;132.6194
176.9088;38.77395;32.6067;133.1281
176.9088;38.1869;31.83796;132.0494
176.9075;35.81278;29.59821;129.8306
176.9075;37.64127;32.80428;131.98
176.9075;38.15907;31.58851;132.0438
176.9063;38.51275;32.22618;132.2644
176.9063;38.21793;31.39276;132.0406
176.905;39.12544;32.53896;131.6463
176.9037;38.58569;32.78312;131.4181
176.9037;39.09943;32.61097;131.95
176.9012;35.56094;29.82368;130.9144
176.9012;39.16581;32.62899;131.615
176.9;35.57112;31.2389;133.4263
176.9;37.13169;31.06693;132.5081
176.8988;35.35452;29.86856;130.9212
176.8987;36.17977;29.78192;130.8556
176.8987;38.55692;32.22359;132.27
176.8987;38.02005;31.23363;132.0669
176.8975;36.32266;29.68425;130.6831
176.8963;37.14796;31.01215;132.9731
176.8962;36.85898;29.91317;131.2375
176.895;38.24473;32.27913;131.8506
176.895;36.59678;30.93377;133.4125
176.8938;36.7047;30.65309;129.3237
176.8938;37.89011;32.98406;133.4794
176.8938;38.2985;32.31625;131.8887
176.8925;35.82905;29.6212;129.8044
176.8925;39.13107;32.59291;131.655
176.8913;38.31675;33.03265;131.6456
176.8913;37.09889;32.70646;132.2481
176.89;34.95788;29.64514;131.9238
176.89;38.23808;32.24707;131.8663
176.89;37.12078;31.06312;133.025
176.8887;36.12559;29.80018;130.9125
176.8875;37.60665;32.83503;132.0063
176.8862;38.24895;32.14404;131.9063
176.8862;36.12606;31.11568;132.8356
176.885;38.2782;32.45631;131.8788
176.8838;39.61876;32.5542;131.8613
176.8837;34.36112;29.54559;130.6362
176.8825;37.93436;31.70576;132.0194
176.8813;35.72614;29.50563;131.19
176.8813;38.40742;32.65301;133.135
176.8813;38.50611;32.26627;132.3106
176.8813;38.40646;32.21243;131.8956
176.8812;37.78629;32.45233;131.9731
176.8812;39.51674;33.20536;132.575
176.88;39.11898;32.5445;131.9469
176.8788;39.41015;32.60305;131.8212
176.8788;36.43077;30.97016;133.4094
176.8763;37.72152;32.77446;131.9512
176.875;36.46057;31.15836;132.7294
176.8737;35.23827;29.85036;131.7625
176.8737;38.57164;32.73743;131.4362
176.8737;38.32645;32.9876;131.5656
176.8737;37.46971;31.01206;132.4625
176.8725;36.81853;29.86768;131.1888
176.8725;36.70789;30.60484;129.2256
176.8725;38.37956;32.56463;133.39
176.8725;37.4306;30.91771;132.775
176.8712;38.60985;32.10899;132.3469
176.8712;36.09848;31.16208;132.8412
176.87;35.64465;29.73004;130.0287
176.8688;37.58245;32.94513;131.7888
176.8675;38.53126;32.73856;131.4631
176.8675;37.9139;32.00174;131.9531
176.8675;36.15845;31.07353;132.6938
176.8675;36.09909;31.17692;132.7369
176.8663;38.59632;32.78298;131.4119
176.8663;36.59975;31.01822;133.405
176.8662;38.15676;31.6772;132.0225
176.865;34.2242;29.54052;130.6431
176.865;37.85166;32.75341;131.845
176.865;38.91125;32.12518;131.8344
176.865;37.9787;31.14745;132.0819
176.8638;35.29954;29.85477;130.9863
176.8638;38.46734;32.34187;131.86
176.8638;36.21274;30.92909;132.6938
176.8637;35.61771;30.41365;129.9044
176.8625;36.14196;31.10365;132.7538
176.8613;37.87088;32.88514;131.9088
176.86;36.31823;29.73645;130.8119
176.8587;36.30403;29.75312;130.77
176.8587;38.13648;31.80324;132.0425
176.8587;37.09329;31.15858;132.9769
176.8562;36.62092;29.73664;129.7413
176.8562;38.22726;32.16888;131.8694
176.855;38.4921;32.90831;131.5106
176.855;38.37234;32.16435;131.8881
176.8537;35.93204;29.69108;130.4219
176.8537;39.37402;32.8677;131.3569
176.8537;39.11414;32.63385;131.9456
176.8525;35.12685;29.85589;131.0219
176.8525;35.14608;29.91233;131.0125
176.8525;39.5597;32.61569;131.6187
176.8513;37.9206;32.80809;131.9469
176.8513;38.26262;32.26512;131.8525
176.8488;35.36728;29.95298;130.9463
176.8488;39.05027;32.19128;132.3825
176.8475;34.89666;29.90379;130.0213
176.8475;37.72073;32.57806;131.9669
176.8475;37.68393;30.7029;132.74
176.8463;37.89771;31.9207;131.9881
176.845;36.33307;29.57743;130.6325
176.845;38.39093;32.44476;133.2194
176.845;39.17694;32.7179;131.6056
176.845;38.44318;32.21238;131.8206
176.8425;34.90375;29.62072;131.9431
176.8425;38.24718;32.85829;133.42
176.8425;37.77546;32.91317;131.8894
176.8425;38.5112;32.74925;131.5069
176.8425;37.48573;32.37336;132.3687
176.8412;38.44392;32.59909;133.375
176.8412;37.37961;32.9074;133.3006
176.8412;38.32911;33.02061;131.5462
176.8412;37.8846;32.58998;131.965
176.84;35.85707;29.75048;130.4981
176.84;38.52955;32.74554;131.4969
176.84;37.44145;30.98924;132.0456
176.8387;39.23019;32.82444;131.9413
176.8375;38.32396;32.96434;131.5531
176.8375;37.70518;32.75566;131.7563
176.835;39.32834;32.81607;131.3806
176.835;38.31297;32.11639;131.8981
176.8338;39.24168;31.95502;132.36
176.8338;37.91371;31.11019;132.0612
176.8325;36.17841;31.18711;132.7444
176.8325;36.36074;30.98129;133.3975
176.8313;39.08923;32.18918;132.3625
176.83;37.81896;31.84996;132.0031
176.8288;35.80934;29.7122;130.54
176.8288;38.57296;32.74439;131.4113
176.8262;36.13896;31.0591;132.8181
176.825;36.11822;29.65454;131.8644
176.825;35.25901;29.99108;131.0081
176.825;35.18606;30.38848;129.9125
176.8237;36.72079;30.70965;129.1775
176.8237;37.67444;30.99727;132.725
176.8225;35.272;29.75746;131.7587
176.8225;35.3598;29.69527;130.0081
176.8225;39.15448;32.77703;131.6144
176.8213;37.10571;30.90948;132.0912
176.8188;35.92049;29.72517;130.4719
176.8188;37.85202;32.7706;131.7906
176.8188;37.89223;32.85213;131.8881
176.8188;37.49449;30.79519;132.74
176.8163;37.68491;32.78369;131.9894
176.8163;39.05016;32.78071;131.3744
176.8163;37.07328;30.95811;132.085
176.8163;37.19646;31.12847;132.9281
176.815;38.42025;32.74645;133.3262
176.8138;37.56462;31.15734;132.4812
176.8125;36.72275;29.54963;129.7175
176.8125;39.07322;32.57524;131.6588
176.8125;38.26123;31.93464;131.945
176.8112;37.93826;32.6178;131.9256
176.8112;39.07078;32.1709;132.3687
176.81;38.42237;32.55545;133.1694
176.81;37.54742;32.30688;132.3169
176.8087;36.116;29.89333;131.92
176.8087;36.00901;29.442;129.9019
176.8087;34.94577;29.56839;130.26
176.8087;39.19328;32.65038;131.9413
176.8087;38.70574;31.96371;132.3594
176.8062;35.11939;29.95778;131.08
176.8062;35.94481;29.60153;130.3575
176.8062;34.91933;29.60112;130.1619
176.8062;39.02869;32.06851;132.3406
176.8062;36.37043;30.92736;132.6569
176.8062;37.20353;31.0808;132.9156
176.805;34.9664;29.69165;130.2681
176.805;39.3899;32.53666;131.7969
176.805;37.4879;30.80851;132.7188
176.8038;34.89977;29.82421;130.3131
176.8038;36.32421;31.01825;133.3681
176.8037;35.62954;31.13521;133.3838
176.8013;35.81648;29.58342;130.5744
176.8013;36.269;30.91574;132.6356
176.8;35.59248;29.66149;132.0744
176.8;34.91809;29.69246;131.9538
176.8;36.33588;29.6519;130.5769
176.8;37.58164;32.60493;131.93
176.8;38.18561;32.64816;131.9225
176.8;37.94498;32.73106;131.9312
176.8;38.50367;32.16081;131.8306
176.7975;35.54654;29.69728;132.1594
176.7975;35.66382;29.42373;131.1637
176.795;34.95034;29.71998;130.3325
176.795;39.05029;32.504;131.6519
176.7937;37.68317;30.86208;132.6656
176.7925;34.91017;29.57034;130.2894
176.7912;34.91072;29.64701;130.3794
176.79;35.55877;29.79253;132.0262
176.79;35.06696;29.95913;131.0581
176.79;36.07036;29.66741;130.1269
176.7888;38.3532;32.28609;131.5275
176.7875;39.20163;32.12225;132.3788
176.7875;39.04602;32.00729;132.2913
176.7875;37.5778;31.12594;132.4756
176.7863;35.05574;29.83134;131.1119
176.7863;38.29863;32.43192;131.5437
176.785;35.83028;30.83693;132.6094
176.785;36.10993;31.18145;132.7137
176.7838;37.28547;32.32591;132.1962
176.7825;36.11479;29.78971;132.0063
176.7825;36.09061;29.8592;131.9688
176.7825;34.89598;29.69687;130.3463
176.7825;39.01932;32.06236;132.3237
176.7825;38.4723;32.16599;131.8475
176.7813;35.68794;29.66356;130.3987
176.7813;38.20269;32.42749;131.5719
176.7813;38.38031;32.66695;133.2106
176.7813;37.49057;32.27464;132.285
176.78;35.4522;29.55357;132.2569
176.7787;38.38693;32.09034;131.4819
176.7787;38.33422;32.26679;131.4288
176.7775;38.98618;32.79198;131.3719
176.7762;34.95324;29.67365;130.2794
176.775;36.14055;29.60483;131.8831
176.775;37.721;32.89991;131.8813
176.775;37.32553;30.91943;132.0938
176.775;36.08677;31.17036;132.7169
176.7737;35.91869;29.65763;130.29
176.7737;35.76059;29.65388;130.3119
176.7737;38.25443;32.31632;131.6187
176.7737;36.08537;31.21772;132.7256
176.7737;37.19564;31.00509;132.865
176.7713;39.55593;33.17625;132.585
176.77;34.89373;29.91586;129.9844
176.7688;35.57949;29.67304;132.0225
176.7688;37.57744;30.89247;132.7106
176.7675;36.38783;29.54552;130.5256
176.7663;35.44225;29.45358;130.0575
176.7663;38.41821;32.67886;133.2481
176.765;35.5052;29.47581;132.1681
176.7637;36.79243;29.88218;131.1519
176.7637;35.68464;29.43871;131.175
176.7637;39.36696;32.56779;131.7906
176.7625;36.14881;29.82794;131.9331
176.7625;35.95351;29.72393;130.2519
176.7613;35.61747;29.78855;131.9913
176.7612;36.11354;29.95711;132.0388
176.7612;36.11699;31.09129;132.7944
176.76;36.11881;31.1743;132.7331
176.7587;34.88036;29.63114;131.9662
176.7587;34.88601;29.66424;130.1763
176.7575;35.60646;29.81687;131.9487
176.7575;34.95163;29.63311;132.005
176.7575;37.89338;32.64271;131.7038
176.7575;37.39581;30.9577;132.6875
176.7563;34.2327;29.64634;130.6294
176.7562;35.0489;29.79032;131.175
176.755;35.83151;29.66128;130.5938
176.755;37.94664;32.69629;131.7762
176.755;37.71805;32.65899;131.7394
176.7538;35.37859;30.02192;132.0525
176.7538;35.75997;29.71949;130.3194
176.7538;35.35303;29.44284;130.03
176.7538;39.06574;31.98846;132.2706
176.7538;37.39757;31.01697;132.6725
176.7525;37.38257;31.13347;132.1738
176.7513;37.34599;30.97797;132.1375
176.75;36.07225;29.8851;132.0194
176.75;35.68586;29.62649;131.8844
176.75;35.66506;29.72128;131.8656
176.75;35.97362;29.3394;129.8613
176.75;35.77114;29.57257;130.3925
176.7487;36.16391;30.03791;132.0431
176.7475;35.84105;29.67116;130.5775
176.7475;37.72056;32.71789;131.7625
176.7462;34.92979;29.52205;130.2056
176.745;35.56391;29.65089;132.0762
