K5PS14_1.PV;K5PS14_2.PV;K5T6.PV;K5P10.PV;K5F5.PV;K5T14.PV;K5F6X.PV
4.145775;4.263075;177.2975;4.288438;37.6826;367.1756;32.94402
4.163325;4.281188;177.6087;4.311312;38.78415;367.1756;32.81472
4.170319;4.288013;177.3988;4.321125;40.06496;367.1756;32.56721
4.164937;4.283456;177.7962;4.312844;38.78472;367.1756;32.92289
4.163643;4.282969;178.0975;4.31425;39.46791;367.1756;33.0257
4.163531;4.282219;177.82;4.31225;38.72596;367.1738;32.95108
4.191412;4.313419;176.7025;4.330781;38.05751;367.1737;32.42812
4.167525;4.286325;177.7437;4.316031;38.08061;367.1719;33.09318
4.161206;4.280194;177.875;4.317844;39.92053;367.1719;32.56055
4.159838;4.280212;177.7075;4.313406;39.7596;367.1719;33.07397
4.162387;4.282912;177.5725;4.311969;38.93409;367.1681;33.11863
4.16505;4.2822;177.7088;4.312375;38.69637;367.1663;32.95031
4.163756;4.284375;176.8188;4.301406;37.89223;367.1644;32.85213
4.178006;4.299225;177.0988;4.324313;38.61065;367.1625;32.39693
4.162332;4.282256;177.95;4.323094;39.9191;367.1606;32.74385
4.252088;4.376119;176.7513;4.385031;37.34599;367.1606;30.97797
4.171537;4.288594;176.835;4.325562;39.32834;367.155;32.81607
4.172325;4.290094;177.1363;4.327;39.35923;367.1531;32.6278
4.172062;4.290187;177.0562;4.327969;39.3359;367.1531;32.79664
4.168425;4.286287;177.5313;4.315813;38.60104;367.1475;32.84796
4.161487;4.280981;177.16;4.312687;39.63217;367.1475;32.7145
4.179188;4.300144;176.6075;4.317969;37.4201;367.1475;32.32021
4.163156;4.281638;177.6463;4.311875;38.75825;367.1456;32.82938
4.1619;4.280212;177.6275;4.314813;39.71173;367.1419;32.88626
4.176019;4.296638;176.7838;4.31275;37.28547;367.1419;32.32591
4.188956;4.310044;177.0075;4.327781;37.8526;367.1419;32.43769
4.186987;4.309631;177.1037;4.328563;37.8711;367.1419;32.47166
4.246238;4.369012;176.84;4.381969;37.44145;367.1419;30.98924
4.149056;4.265587;176.6888;4.290563;37.52628;367.14;32.60151
4.157063;4.274944;177.8562;4.303594;38.42878;367.14;32.57162
4.1628;4.28265;178.145;4.319219;39.57687;367.14;33.00821
4.1754;4.296525;177.055;4.320719;38.62906;367.14;32.42383
4.170262;4.2885;177.565;4.332062;40.18117;367.1363;32.64808
4.170225;4.288256;177.4625;4.326313;40.01519;367.1363;32.65162
4.16235;4.283644;176.8537;4.310937;39.11414;367.1363;32.63385
4.170056;4.287094;178.2213;4.313031;38.49345;367.1362;33.28083
4.149713;4.264688;176.8875;4.289156;37.60665;367.1325;32.83503
4.132388;4.2492;179.6925;4.278;38.66031;367.1306;33.61092
4.162125;4.279763;177.6637;4.310875;38.777;367.1306;32.82098
4.170787;4.288331;177.9525;4.31225;38.43883;367.1306;33.11209
4.176056;4.29735;177.11;4.321281;38.36098;367.1306;32.41437
4.160438;4.281;176.9563;4.297906;37.82555;367.1288;32.67654
4.247419;4.370362;176.8163;4.383594;37.07328;367.1288;30.95811
4.158469;4.276237;177.8638;4.300844;38.35656;367.1269;32.55898
4.1895;4.311656;177.4413;4.333282;38.07409;367.1269;32.3596
4.172869;4.290731;177.8587;4.3165;38.40149;367.125;33.12309
4.161619;4.280794;177.0963;4.319438;39.65895;367.1231;32.74484
4.165031;4.285725;177.3475;4.313656;38.86003;367.1231;32.33992
4.181025;4.302806;177.055;4.3285;38.65319;367.1231;32.37111
4.176263;4.297744;177.0338;4.319031;38.35504;367.1231;32.38004
4.171294;4.288631;178.145;4.318875;38.47647;367.1212;33.18219
4.163156;4.279912;177.7337;4.309312;38.95668;367.1194;33.02919
4.256081;4.378444;176.7525;4.391844;37.38257;367.1194;31.13347
4.160193;4.278919;177.33;4.318125;39.58582;367.1175;32.72887
4.190963;4.3131;176.6325;4.335906;38.15882;367.1175;32.25399
4.193757;4.315388;176.6475;4.337718;38.10947;367.1175;32.44914
4.16325;4.280813;177.65;4.314375;38.67856;367.1156;32.8468
4.180444;4.302431;177.1438;4.322469;38.19471;367.1156;32.44507
4.15995;4.2795;177.8488;4.31675;39.87877;367.1137;32.55687
4.133062;4.250268;179.9263;4.282938;38.6682;367.1119;33.47631
4.161994;4.280288;177.6488;4.316562;38.94641;367.1119;33.01038
4.164019;4.284281;178.0112;4.318563;39.70647;367.1119;32.84855
4.158525;4.27845;176.7;4.31175;39.35549;367.1119;32.65419
4.179131;4.30095;177.1175;4.328844;38.51065;367.1119;32.55695
4.162575;4.281675;177.66;4.320562;39.97407;367.11;33.02966
4.186762;4.308169;177.2563;4.325187;37.935;367.1081;32.37172
4.1769;4.298475;176.66;4.324219;38.86172;367.1063;32.17783
4.171631;4.288912;177.9113;4.318188;38.43449;367.1062;32.96442
4.081106;4.197169;176.34;4.232375;39.53144;367.1025;32.80305
4.128768;4.245825;176.7663;4.274594;38.41821;367.1006;32.67886
4.143056;4.258856;178.6512;4.294219;38.99438;367.1006;33.40962
4.189406;4.310662;177.54;4.332844;38.08936;367.1006;32.39637
4.137881;4.253944;177.885;4.2865;38.4655;367.0969;32.90621
4.181287;4.302525;177.0437;4.320406;38.20917;367.0969;32.44341
4.14735;4.2636;177.2363;4.291719;37.66462;367.095;32.91079
4.144556;4.260638;177.575;4.282031;37.95514;367.0931;32.93013
4.142175;4.257843;177.7062;4.281969;37.92406;367.0931;32.87883
4.170319;4.288612;177.3188;4.330344;39.6804;367.0931;32.61273
4.159425;4.279912;176.8412;4.302438;37.8846;367.0931;32.58998
4.160775;4.279987;177.5225;4.319281;39.96572;367.0912;32.72504
4.159519;4.278281;177.4975;4.31425;39.64756;367.0894;32.67987
4.169512;4.288013;177.6963;4.319062;38.45832;367.0875;32.82451
4.163888;4.283325;178.0313;4.320656;39.98099;367.0875;32.82783
4.176487;4.297012;177.5338;4.312906;38.01526;367.0856;32.89653
4.1925;4.314844;176.6425;4.338094;38.16376;367.0856;32.11976
4.165444;4.285875;178.215;4.316813;39.06717;367.0819;32.97693
4.162444;4.283625;177.1625;4.304563;38.2522;367.0819;32.39341
4.229737;4.352644;176.9275;4.371094;38.15313;367.0819;31.04249
4.257581;4.379944;176.7425;4.395562;37.25333;367.0819;31.16101
4.174687;4.292681;177.7238;4.319188;38.40887;367.08;33.08484
4.165237;4.284038;178.1788;4.321063;39.53457;367.08;33.12473
4.17675;4.297425;176.6475;4.3155;37.37596;367.0781;32.41133
4.181212;4.303013;177.12;4.33375;38.43654;367.0781;32.46521
4.19175;4.312687;176.6375;4.332031;38.01661;367.0781;32.29333
4.259063;4.381031;176.7125;4.395625;37.2541;367.0781;31.26589
4.162087;4.281337;177.6013;4.321375;40.05988;367.0763;32.86449
4.161075;4.280044;177.8425;4.319813;39.56568;367.0762;33.02393
4.127644;4.244138;176.845;4.276094;38.39093;367.0744;32.44476
4.144012;4.260113;177.5638;4.280031;37.78598;367.0725;33.0147
4.175288;4.296806;176.7825;4.325344;39.01932;367.0706;32.06236
4.156031;4.2741;177.9037;4.303406;38.48026;367.0688;32.50629
4.184344;4.307156;177.45;4.334375;38.83064;367.0687;32.57644
4.166213;4.286119;178.2088;4.313781;39.06834;367.0669;33.01242
4.1763;4.297875;177.4187;4.311313;37.56021;367.065;32.56542
4.181419;4.302581;177.1163;4.324906;38.22917;367.065;32.42118
4.189087;4.310307;176.7337;4.325844;37.56672;367.065;32.34255
4.224375;4.347094;176.96;4.362844;38.18822;367.065;31.39313
4.166419;4.284356;177.495;4.319969;39.04316;367.0631;32.722
4.178381;4.299544;177.0063;4.30975;37.18202;367.0631;32.67107
4.178944;4.299994;177.175;4.310594;37.19727;367.0631;32.74857
4.226644;4.349775;177.0013;4.367594;38.22935;367.0631;31.30093
4.143544;4.259719;177.4175;4.280688;37.74793;367.0612;32.82904
4.181813;4.303125;177.1113;4.32775;38.16861;367.0612;32.51073
4.188938;4.310625;177.3125;4.33375;38.06728;367.0594;32.46604
4.159481;4.277944;177.4675;4.319313;39.58479;367.0575;32.76363
4.169737;4.286681;177.6662;4.314062;38.42309;367.0537;32.91076
4.170581;4.289231;177.6675;4.329406;40.12555;367.0537;32.60423
4.1616;4.282837;177.0462;4.301156;37.80917;367.0537;32.64888
4.1784;4.298888;176.8913;4.316781;37.09889;367.0519;32.70646
4.175081;4.296731;177.1037;4.325656;38.74691;367.0519;32.31189
4.162593;4.282875;177.6662;4.310125;39.05734;367.0463;33.1579
4.159575;4.280888;176.9162;4.301312;37.81055;367.0463;32.61254
4.17;4.288369;178.0087;4.315562;38.4;367.0444;33.10723
4.182862;4.304681;177.4825;4.330875;38.78938;367.0444;32.48781
4.164487;4.282069;177.5675;4.314125;38.66859;367.0425;32.88948
4.166081;4.283644;177.6;4.312188;38.60867;367.0425;32.87663
4.168425;4.286325;178.2413;4.313781;38.5505;367.0425;33.18492
4.176675;4.297856;177.0675;4.318219;38.13924;367.0406;32.42873
4.193681;4.314881;176.64;4.334563;38.08557;367.0406;32.41159
4.1676;4.285706;178.365;4.326875;39.94897;367.0369;33.13691
4.178531;4.299187;177.0425;4.317625;37.96144;367.035;32.19577
4.143844;4.260468;177.4763;4.285781;37.81382;367.0331;32.7858
4.187906;4.309969;176.7813;4.328906;37.49057;367.0313;32.27464
4.16385;4.282087;177.5975;4.312687;38.74247;367.0275;32.78458
4.175025;4.292438;177.7663;4.320469;38.40567;367.0237;33.11144
4.128281;4.244812;176.7813;4.273281;38.38031;367.0219;32.66695
4.178944;4.29855;177.0612;4.317937;38.16286;367.0219;32.25258
4.179075;4.300256;176.99;4.316875;38.14724;367.02;32.40767
4.176825;4.298625;177.095;4.320687;38.08733;367.02;32.55159
4.165707;4.284038;178.0575;4.320375;39.40005;367.0181;32.92805
4.165894;4.285406;178.2263;4.321813;39.08216;367.0181;32.93747
4.178119;4.299131;177.025;4.318656;38.08504;367.0181;32.44271
4.186106;4.307269;177.285;4.326562;38.00893;367.0181;32.3831
4.233057;4.356825;176.9187;4.377281;38.10241;367.0181;31.05962
4.161281;4.280644;177.6625;4.322375;39.99698;367.0162;33.05144
4.166137;4.286906;176.93;4.308969;38.97478;367.0162;32.55669
4.178738;4.300256;177.0538;4.314031;37.25666;367.0162;32.6031
4.173488;4.291875;177.73;4.319656;38.44489;367.0144;33.06603
4.177406;4.299112;177.6125;4.319937;38.04135;367.0144;32.631
4.179844;4.301925;177.1037;4.325313;38.58069;367.0144;32.33611
4.2552;4.378987;176.6825;4.389344;37.11545;367.0144;31.2208
4.169625;4.287337;178.2988;4.313062;38.57294;367.0125;33.25056
4.191338;4.313175;176.6425;4.334344;38.32323;367.0125;32.20362
4.192875;4.313906;176.6563;4.335156;38.06247;367.0125;32.38628
4.177819;4.299375;177.1813;4.314437;37.22715;367.0106;32.64359
4.177706;4.298887;176.96;4.321813;38.02292;367.0106;32.3457
4.190231;4.3113;177.3938;4.335813;38.042;367.0088;32.38221
4.14285;4.258744;177.6525;4.285969;37.9331;367.0069;32.9323
4.188131;4.309613;177.5513;4.329031;38.11197;367.0069;32.47956
4.164525;4.281769;177.6375;4.315625;39.03316;367.005;32.79521
4.141219;4.257375;178.6438;4.289531;38.9774;367.0031;33.3611
4.1688;4.287037;178.22;4.317375;38.62702;367.0031;33.12714
4.162425;4.282256;177.2575;4.323031;40.01078;367.0031;32.98469
4.177369;4.297856;177.2962;4.3125;37.29608;367.0031;32.4886
4.174819;4.2963;177.1062;4.322719;38.72578;367.0031;32.38554
4.173638;4.290825;177.9037;4.318156;38.41722;367.0013;33.24714
4.182413;4.30365;177.1187;4.326063;38.18867;367.0013;32.43438
4.169269;4.287731;177.5513;4.314531;38.51578;366.9994;32.74716
4.166981;4.284806;178.3813;4.321125;39.7327;366.9994;33.10028
4.161862;4.281581;178.1087;4.319531;39.55886;366.9956;33.03618
4.15995;4.280006;177.7038;4.322219;39.40607;366.9956;32.84711
4.187944;4.309725;176.81;4.325875;37.54742;366.9956;32.30688
4.164337;4.285631;176.9037;4.318531;39.09943;366.9937;32.61097
4.136812;4.254562;177.8913;4.285687;38.56644;366.9919;33.02901
4.176862;4.297781;176.8488;4.332219;39.05027;366.9919;32.19128
4.135969;4.252669;177.9438;4.283344;38.87757;366.99;33.08583
4.131225;4.248113;179.7462;4.278156;38.70736;366.99;33.51841
4.161094;4.27875;177.65;4.3085;38.75769;366.9881;32.88816
4.163419;4.284;176.8613;4.307343;37.87088;366.9862;32.88514
4.144631;4.260975;177.3525;4.283937;37.76221;366.9844;32.86549
4.176338;4.298044;177.0363;4.326563;38.33058;366.9844;32.23636
4.158093;4.278469;176.7637;4.309625;39.36696;366.9825;32.56779
4.175737;4.296638;176.7337;4.314188;37.43975;366.9825;32.33479
4.190907;4.311975;177.4162;4.333875;38.04446;366.9806;32.3607
4.257994;4.380638;176.6575;4.393844;37.216;366.9806;31.22295
4.189125;4.310794;177.3087;4.327;38.0518;366.9787;32.43979
4.165425;4.285313;177.0813;4.322344;39.62941;366.9769;32.66163
4.163269;4.280625;177.5587;4.312406;38.94923;366.975;32.86881
4.188787;4.31025;176.8425;4.325562;37.48573;366.975;32.37336
4.169962;4.287581;177.6637;4.309937;38.40777;366.9713;32.82104
4.161713;4.280456;177.3125;4.322844;40.16974;366.9675;32.92631
4.162406;4.282181;176.8;4.303625;37.94498;366.9675;32.73106
4.160138;4.281487;176.8513;4.302938;37.9206;366.9675;32.80809
4.187006;4.308881;177.135;4.332719;38.1024;366.9675;32.40749
4.187306;4.308431;177.2025;4.332031;38.08216;366.9675;32.51031
4.19055;4.311975;176.665;4.33725;38.3869;366.9675;32.2231
4.255013;4.377675;176.7;4.387281;37.16752;366.9675;31.26008
4.163625;4.279781;177.6938;4.314219;39.00813;366.9656;32.89594
4.164581;4.284994;176.88;4.314813;39.11898;366.9637;32.5445
4.160888;4.281206;176.8112;4.301594;37.93826;366.9637;32.6178
4.150969;4.266713;176.635;4.285594;37.57053;366.9619;32.7796
4.1253;4.24185;176.8813;4.27225;38.40742;366.9619;32.65301
4.167169;4.284825;178.12;4.329437;40.11516;366.9619;32.97469
4.1403;4.25685;178.7125;4.292813;38.98859;366.96;33.26166
4.176019;4.296469;177.3838;4.320688;38.98577;366.96;32.60997
4.190756;4.311975;177.4388;4.33325;38.10088;366.96;32.37621
4.172137;4.290637;178.0988;4.322187;38.46699;366.9581;33.20113
4.161506;4.277925;177.7;4.312031;38.83006;366.9562;33.02778
4.176;4.297219;177.35;4.324531;39.0771;366.9562;32.4721
4.252969;4.37625;176.6375;4.382656;37.13778;366.9562;31.26108
4.171631;4.289344;178.0462;4.316375;38.49536;366.9544;33.15064
4.15935;4.278862;177.055;4.311063;39.57191;366.9544;32.64674
4.162706;4.281656;177.1625;4.315813;38.83394;366.9525;32.84267
4.180462;4.301588;177.7937;4.322906;37.97543;366.9525;32.60991
4.180481;4.301737;177.1175;4.320469;38.24932;366.9525;32.32392
4.193006;4.314487;176.615;4.337625;38.30463;366.9525;32.16959
4.188731;4.310644;177.5825;4.329782;38.14878;366.9506;32.44118
4.170487;4.292175;177.5912;4.321281;39.5276;366.9487;32.97063
4.172438;4.289644;177.68;4.318469;38.43845;366.945;33.00325
4.158919;4.279125;177.4375;4.31925;39.94897;366.945;32.79593
4.156294;4.27335;178.0175;4.292875;38.22592;366.9413;32.75882
4.156856;4.273519;177.8887;4.306219;38.68344;366.9413;32.61777
4.171931;4.290356;178.0775;4.317375;38.4623;366.9413;33.27505
4.137694;4.255219;177.9225;4.2815;38.53934;366.9375;32.92707
4.175569;4.2969;177.3075;4.320344;38.72794;366.9375;32.63141
4.17675;4.297031;176.8062;4.326563;39.02869;366.9375;32.06851
4.176938;4.297875;176.9187;4.310625;37.11425;366.9375;32.48579
4.178906;4.29975;177.6687;4.323594;37.95721;366.9375;32.68545
4.183238;4.304756;177.4575;4.330406;38.83645;366.9356;32.65526
4.175569;4.296393;177.5025;4.314157;38.02981;366.9319;32.78313
4.141107;4.256362;177.7875;4.278438;37.96948;366.93;32.86618
4.1421;4.259419;178.765;4.293468;38.91258;366.93;33.37241
4.080319;4.195837;176.3725;4.235469;39.5829;366.93;32.765
4.169888;4.288275;177.6375;4.316031;38.39716;366.93;32.88613
4.165313;4.284187;177.975;4.328281;40.18118;366.9281;32.68385
4.191094;4.312407;176.7313;4.328906;37.60788;366.9281;32.35279
4.189688;4.311394;176.9588;4.327281;37.46674;366.9263;32.46478
4.178662;4.299769;177.4713;4.332781;38.89391;366.9262;32.73225
4.131844;4.2483;179.8663;4.274531;38.69848;366.9244;33.36482
4.162013;4.279819;177.7063;4.3125;39.00724;366.9225;32.9231
4.153913;4.269619;176.545;4.295344;37.5906;366.9206;32.64338
4.177144;4.298419;176.98;4.318469;38.04299;366.9188;32.21848
4.168875;4.287;178.3625;4.326406;39.55031;366.9187;33.11088
4.13235;4.248713;179.9;4.276937;38.65882;366.9169;33.33149
4.170094;4.288125;178.3562;4.315813;38.64435;366.9169;33.22535
4.181156;4.302638;177.2487;4.328656;38.68423;366.9169;32.1233
4.15245;4.268888;176.5625;4.293406;37.59716;366.915;32.56397
4.175737;4.2963;176.7875;4.330406;39.04602;366.915;32.00729
4.166887;4.287825;177.01;4.318531;39.02605;366.9131;32.84869
4.176544;4.29795;177.24;4.319188;38.11003;366.9131;32.72545
4.164187;4.281844;177.6875;4.313875;39.00987;366.9113;32.79354
4.163625;4.283025;177.1237;4.305438;37.83228;366.9113;32.68568
4.157213;4.273875;178.0712;4.30075;38.17619;366.9056;32.86293
4.163756;4.281787;177.6725;4.313063;39.02047;366.9056;32.90998
4.131506;4.248281;177.9563;4.283469;38.88788;366.9037;32.98252
4.161844;4.282162;177.6537;4.319156;40.0144;366.9037;33.09594
4.157231;4.276688;176.8838;4.315219;39.61876;366.9037;32.5542
4.1805;4.303031;177.0825;4.331563;38.58046;366.9037;32.30867
4.160569;4.280756;177.1075;4.317156;39.38031;366.9019;32.66158
4.160662;4.281169;176.9825;4.29975;37.88857;366.9019;32.62252
4.1262;4.243013;176.81;4.27;38.42237;366.9;32.55545
4.176094;4.297031;177.1938;4.317969;38.12742;366.9;32.72739
4.173619;4.294913;177.035;4.323438;39.04036;366.9;32.62077
4.185713;4.307681;177.1675;4.328969;38.14419;366.9;32.5351
4.174013;4.294931;177.4725;4.311469;38.0409;366.8981;32.68526
4.189894;4.311375;176.6913;4.332812;38.47855;366.8981;32.14024
4.165744;4.2864;177.04;4.319094;39.41249;366.8963;32.65331
4.149094;4.265381;176.8925;4.29625;39.13107;366.8962;32.59291
4.171275;4.288538;178.3163;4.315125;38.65508;366.8944;33.18806
4.167187;4.288013;177.0075;4.314813;39.10726;366.8944;32.738
4.17465;4.294931;177.4825;4.32275;38.87385;366.8944;32.46731
4.178888;4.300481;177.165;4.330344;38.67933;366.8869;32.18415
4.175643;4.297575;177.54;4.324906;38.82839;366.885;32.57582
4.179018;4.300463;178.05;4.322469;38.40722;366.8831;32.65477
4.189556;4.310869;177.53;4.331937;38.10699;366.8831;32.44505
4.168688;4.28625;178.2625;4.323281;39.35716;366.8813;33.20368
4.189312;4.3116;177.7;4.330563;38.51296;366.8813;32.58628
4.177312;4.298175;177.4925;4.318031;38.35402;366.8794;32.55548
4.181531;4.303781;177.2863;4.331094;38.65752;366.8794;32.19352
4.18935;4.310325;177.5038;4.335906;38.06918;366.8775;32.45451
4.141369;4.257843;178.7087;4.290688;38.95929;366.8756;33.30221
4.164225;4.285406;177.1362;4.32625;39.722;366.8756;32.81334
4.155094;4.273125;177.915;4.305219;38.83549;366.8737;32.6753
4.173844;4.295044;177.1;4.319625;38.38241;366.8737;32.53143
4.179844;4.300238;177.135;4.323094;38.65507;366.8737;32.36192
4.183012;4.305037;177.1087;4.321437;38.16307;366.8719;32.43359
4.137263;4.254;177.9763;4.284688;38.86262;366.87;33.12199
4.148887;4.265006;176.795;4.300906;39.05029;366.8662;32.504
4.159182;4.27875;176.96;4.316187;39.56531;366.8662;32.57958
4.20885;4.3308;176.8587;4.353188;38.13648;366.8662;31.80324
4.131244;4.2477;179.8087;4.273594;38.70963;366.8644;33.47045
4.177032;4.298062;176.8313;4.324687;39.08923;366.8625;32.18918
4.221469;4.342969;176.9063;4.366562;38.21793;366.8625;31.39276
4.1589;4.2795;177.3587;4.321562;40.12154;366.8606;32.79462
4.158581;4.278357;176.7137;4.314719;39.31263;366.8606;32.51854
4.155806;4.272825;177.9462;4.297156;38.26454;366.8588;32.72066
4.162819;4.279856;177.7225;4.313656;38.952;366.8588;33.00212
4.169513;4.287806;178.3212;4.315563;38.69985;366.8569;33.17643
4.161975;4.279069;177.7;4.311469;39.12009;366.855;32.85543
4.177481;4.298231;177.475;4.324031;38.80645;366.855;32.61388
4.176244;4.297688;177.4438;4.326594;38.92194;366.855;32.50202
4.171594;4.291875;177.6;4.323125;39.55353;366.8531;32.9167
4.123894;4.240181;176.9088;4.274688;38.77395;366.8494;32.6067
4.173862;4.295306;177.4675;4.32275;38.45925;366.8494;32.56815
4.169831;4.28655;177.5587;4.315625;38.54391;366.8475;32.85057
4.179937;4.301119;177.7063;4.318875;37.85743;366.8475;32.75829
4.166456;4.284881;178.37;4.317219;39.40503;366.8456;33.03798
4.179544;4.300744;177.9137;4.321625;37.97543;366.8456;32.57244
4.151831;4.267763;177.0112;4.303843;39.1866;366.84;32.65685
4.164618;4.284281;178.27;4.315906;39.12939;366.8344;32.82685
4.174744;4.295906;177.505;4.322094;38.8752;366.8325;32.55198
4.157344;4.277756;176.805;4.310719;39.3899;366.8306;32.53666
4.18995;4.311731;177.6537;4.33325;38.09515;366.8288;32.45295
4.181419;4.302019;177.52;4.334531;38.80403;366.8287;32.17887
4.161956;4.278563;177.6812;4.314188;39.05346;366.8269;32.81804
4.162519;4.279875;177.6425;4.315156;39.07039;366.8269;32.8561
4.169269;4.287768;177.595;4.315906;38.46679;366.8269;32.94985
4.250869;4.37355;176.6425;4.385094;37.16716;366.8269;31.36777
4.138782;4.254356;177.7612;4.280781;38.44614;366.825;32.80355
4.173544;4.294106;177.5062;4.314406;38.0055;366.825;32.65218
4.189538;4.311225;177.6163;4.330875;38.13311;366.825;32.4241
4.161806;4.282031;177.6413;4.323031;40.08549;366.8212;32.97652
4.152112;4.267819;176.53;4.292;37.5604;366.8194;32.36232
4.1421;4.257881;178.6775;4.292;38.972;366.8194;33.31991
4.152563;4.269187;176.5125;4.294687;37.59233;366.8156;32.43862
4.167675;4.286175;177.8887;4.3265;40.24627;366.8156;32.73442
4.169231;4.286981;177.8012;4.32475;40.3003;366.8156;32.66646
4.189819;4.311357;176.8;4.335875;38.50367;366.8138;32.16081
4.150144;4.265718;177.1913;4.301094;39.20701;366.81;32.63618
4.176338;4.296431;177.385;4.328094;39.00222;366.81;32.7211
4.130213;4.246687;177.93;4.283375;39.01991;366.8081;33.01461
